text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
We want you motivated.,neutral,happiness,neutral,optimism,mild,moderate,0.37190357,0.27461156,0.39362046,22,False,False,False,False,Very Low
"Are you ready, girls?",neutral,happiness,neutral,curiosity,mild,mild,0.6490096,0.62773216,0.6829933,21,False,False,True,False,High
Good luck!,neutral,happiness,neutral,approval,mild,mild,0.714245,0.15936624,0.50372636,10,False,False,True,False,Medium
It's my very first photo challenge,neutral,neutral,neutral,neutral,moderate,neutral,0.37610295,0.36820522,0.5240032,34,True,True,False,False,Medium
in Asia's Next Top Model.,happiness,happiness,pride,neutral,moderate,neutral,0.45169896,0.30663222,0.38561353,25,True,False,False,False,Low
"I've been waiting for this, like, for my whole life,",neutral,neutral,neutral,neutral,intense,neutral,0.3808331,0.44519264,0.64443266,52,True,True,False,False,High
"so I'm very excited, but I was so scared also.",fear,fear,nervousness,fear,intense,moderate,0.5570818,0.077325575,0.44590712,46,True,False,False,False,Low
"Being in the bottom three for the runaway task,",neutral,neutral,neutral,neutral,moderate,neutral,0.5990384,0.7724301,0.8029003,47,True,True,False,False,Very High
"it was a lot of pressure,",neutral,fear,neutral,annoyance,moderate,moderate,0.5377194,0.112695955,0.4661284,25,False,False,True,False,Low
"because I know I had to, like,",neutral,neutral,neutral,neutral,moderate,neutral,0.52091026,0.6892694,0.7252333,30,True,True,False,False,High
step up my game this time.,neutral,neutral,neutral,neutral,moderate,neutral,0.467846,0.6175332,0.6840305,26,True,True,False,False,High
"I kind of was just like,",neutral,neutral,neutral,neutral,mild,neutral,0.4677309,0.6816861,0.64928156,24,True,True,False,False,High
gotta give it your all.,neutral,anger,neutral,neutral,moderate,neutral,0.41522676,0.2698244,0.35093072,23,False,True,False,False,Very Low
"But at the same time, I was just like,",neutral,neutral,neutral,neutral,mild,neutral,0.5288977,0.7719225,0.76641476,38,True,True,False,False,Very High
"shit, you know?",neutral,anger,neutral,annoyance,moderate,moderate,0.49994493,0.16344517,0.4563111,15,False,False,True,False,Low
"Probably some of you are excited,",neutral,happiness,neutral,neutral,mild,mild,0.5029211,0.2362964,0.4516514,33,False,True,True,False,Low
a little bit nervous.,fear,fear,nervousness,annoyance,mild,moderate,0.5567632,0.090000816,0.45938304,21,True,False,False,False,Low
I know what it feels like,neutral,surprise,neutral,neutral,mild,mild,0.4495927,0.39527372,0.46428764,25,False,True,True,False,Medium
"to be in a competition kind of situation,",neutral,neutral,neutral,neutral,mild,neutral,0.36520213,0.4122413,0.5299952,41,True,True,False,False,Medium
I'm not gonna be physically with you,neutral,anger,neutral,neutral,neutral,neutral,0.316108,0.31346574,0.36810288,36,False,True,True,False,Very Low
but Cindy did invite me to share some tips with you,neutral,neutral,neutral,neutral,mild,neutral,0.38773182,0.564455,0.5967902,51,True,True,False,False,High
so that I can see how you girls are doing.,neutral,happiness,neutral,curiosity,moderate,mild,0.44836032,0.54773706,0.60582674,42,False,False,False,False,High
You have a long way to go.,neutral,neutral,neutral,neutral,mild,neutral,0.46250615,0.6853976,0.7309187,26,True,True,False,False,High
"And also, people want somebody easy to work with,",neutral,happiness,neutral,optimism,neutral,mild,0.48803526,0.24243753,0.4226721,49,False,False,False,False,Low
It's very important.,neutral,happiness,neutral,optimism,neutral,mild,0.54155946,0.18034783,0.48738775,20,False,False,False,False,Medium
Group hug!,neutral,neutral,neutral,neutral,moderate,neutral,0.28759515,0.37684953,0.48123443,10,True,True,False,False,Low
"I'm the first girl,",neutral,neutral,neutral,neutral,moderate,neutral,0.50559,0.61062694,0.68733627,19,True,True,False,False,High
so I won't be able to see,neutral,sadness,neutral,neutral,mild,neutral,0.25481328,0.37798944,0.39718968,25,False,True,False,False,Very Low
what to do and what not to do.,neutral,disgust,neutral,neutral,moderate,mild,0.25817353,0.28130934,0.41724774,30,False,True,False,False,Very Low
"I'm kind of, like, nervous.",fear,fear,nervousness,neutral,mild,moderate,0.5624768,0.11533091,0.42880765,27,True,False,False,False,Low
"You're really missing the beat of the camera,",neutral,sadness,neutral,annoyance,moderate,moderate,0.50506794,0.11685586,0.44580063,45,False,False,True,False,Low
It's not even a pretty dancer.,neutral,disgust,neutral,disapproval,moderate,mild,0.5050335,0.27192613,0.39168268,30,False,False,False,False,Low
It's very awkward-looking at the moment.,neutral,fear,neutral,neutral,moderate,moderate,0.45030463,0.23914364,0.35760576,40,False,True,True,False,Very Low
I was kind of panicking,neutral,fear,neutral,annoyance,moderate,moderate,0.5498519,0.11103772,0.42789632,23,False,False,True,False,Low
"because the judges were trying to help me out,",neutral,happiness,neutral,optimism,mild,moderate,0.38867745,0.28516588,0.4297392,46,False,False,False,False,Low
"like, do this, do that.",neutral,neutral,neutral,neutral,mild,neutral,0.6022597,0.8292503,0.7952776,23,True,True,False,False,Very High
I'm kind of thinking I should have done better.,neutral,happiness,neutral,optimism,neutral,mild,0.38490167,0.25935838,0.39287782,47,False,False,False,False,Very Low
Clara!,neutral,neutral,neutral,neutral,mild,neutral,0.26139423,0.3500198,0.431186,6,True,True,False,False,Very Low
"Let's go. 1, 2, 3, go!",neutral,fear,neutral,neutral,moderate,neutral,0.23564546,0.3346919,0.44179675,22,False,True,False,False,Very Low
Yeah!,neutral,surprise,neutral,neutral,mild,mild,0.2597894,0.21169974,0.4001688,5,False,True,True,False,Very Low
"1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.39628774,0.6620732,0.738658,12,True,True,False,False,High
Good.,neutral,happiness,neutral,neutral,mild,mild,0.49166563,0.26347992,0.46600798,5,False,True,True,False,Medium
"1, 2, 3, let's go.",neutral,neutral,neutral,neutral,mild,neutral,0.43931824,0.64458364,0.7110712,18,True,True,False,False,High
"Yeah, she's got two.",neutral,neutral,neutral,neutral,mild,neutral,0.57324857,0.77860343,0.7580385,20,True,True,False,False,Very High
Today's photoshoot's so perfect for me.,neutral,happiness,neutral,optimism,moderate,mild,0.6754193,0.17563766,0.48365316,39,False,False,False,False,Medium
"Yes, yes, I want some more, just like that.",neutral,happiness,neutral,optimism,moderate,mild,0.42483446,0.2676663,0.36544484,43,False,False,False,False,Low
"Okay, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.54991716,0.7743576,0.8087623,18,True,True,False,False,Very High
"I like photographers who talk like,",neutral,happiness,neutral,neutral,mild,mild,0.61767715,0.23095623,0.51100904,35,False,True,True,False,Medium
Beautiful.,neutral,happiness,neutral,approval,mild,mild,0.7228891,0.15343685,0.53706074,10,False,False,True,False,High
Beautiful.,neutral,happiness,neutral,approval,moderate,mild,0.7228891,0.15343685,0.53706074,10,False,False,False,False,High
Go.,neutral,neutral,neutral,neutral,mild,neutral,0.63440675,0.80538267,0.83082783,3,True,True,False,False,Very High
Clara's doing really good.,neutral,happiness,neutral,approval,moderate,mild,0.6923122,0.17072771,0.54160285,26,False,False,False,False,High
I'm very impressed.,neutral,happiness,neutral,gratitude,moderate,mild,0.725777,0.15992613,0.45414832,19,False,False,False,False,Medium
"Okay, okay, I got my work cut out for me now.",neutral,anger,neutral,neutral,neutral,moderate,0.37430575,0.2739683,0.38254294,45,False,True,False,False,Very Low
Well done!,neutral,happiness,neutral,approval,moderate,mild,0.71589166,0.17419864,0.5316373,10,False,False,False,False,High
"Okay, less like a bird, all right?",neutral,happiness,neutral,curiosity,mild,mild,0.31101447,0.39936647,0.57299703,34,False,False,True,False,Medium
"More like a woman, okay?",neutral,happiness,neutral,curiosity,neutral,mild,0.47164217,0.33310047,0.6073245,24,False,False,False,False,High
"I was like, what was I gonna do,",neutral,surprise,neutral,curiosity,moderate,mild,0.33656868,0.39827454,0.62203324,32,False,False,False,False,Medium
"what was I gonna do,",neutral,surprise,neutral,curiosity,moderate,mild,0.31124043,0.36463565,0.5604656,20,False,False,False,False,Medium
and then it just went blank.,neutral,anger,neutral,neutral,intense,moderate,0.43471432,0.23844956,0.35250476,28,False,True,False,False,Very Low
Think about what your hands are doing and your face.,neutral,happiness,neutral,curiosity,neutral,mild,0.29954022,0.5201397,0.55225664,52,False,False,False,False,Medium
"1, 2, 3, and go.",neutral,neutral,neutral,neutral,mild,neutral,0.5104506,0.7510002,0.7956472,16,True,True,False,False,Very High
Very well.,neutral,happiness,neutral,neutral,mild,mild,0.54068595,0.20188504,0.47394434,10,False,True,True,False,Medium
Much better.,neutral,happiness,neutral,neutral,moderate,mild,0.44765583,0.24955305,0.41550022,12,False,True,False,False,Low
"So much better, good job.",neutral,happiness,neutral,optimism,moderate,mild,0.6314109,0.20301144,0.5185877,25,False,False,False,False,Medium
My shoot is like a rollercoaster ride.,neutral,neutral,neutral,neutral,moderate,neutral,0.28758216,0.44385114,0.46108434,38,True,True,False,False,Low
"they like it, they don't.",neutral,disgust,neutral,disapproval,mild,mild,0.49666888,0.27438888,0.3603158,25,False,False,True,False,Low
My goal now is just to survive.,neutral,fear,neutral,optimism,moderate,moderate,0.27891925,0.21582237,0.4034365,31,False,False,True,False,Very Low
I'm gonna try to like climb on top,neutral,happiness,neutral,neutral,mild,neutral,0.37830755,0.34469557,0.45722347,34,False,True,False,False,Low
when there's just fewer girls.,neutral,disgust,neutral,neutral,neutral,neutral,0.25208905,0.596754,0.60200304,30,False,True,True,False,High
Lady!,neutral,happiness,neutral,neutral,mild,mild,0.23027246,0.24913391,0.35507503,5,False,True,True,False,Very Low
I like the energy.,neutral,happiness,neutral,approval,moderate,mild,0.700583,0.13212934,0.45980173,18,False,False,False,False,Medium
I don't think I can win Best Photographer.,neutral,disgust,neutral,neutral,mild,moderate,0.26060745,0.26954302,0.3582566,42,False,True,False,False,Very Low
"I see Heidi do it really, really well.",neutral,happiness,neutral,optimism,moderate,mild,0.66334,0.17644836,0.5158061,38,False,False,False,False,Medium
That one's beautiful.,neutral,happiness,neutral,admiration,moderate,mild,0.7449257,0.14543009,0.5440902,21,False,False,False,False,High
"She's like a stallion,",neutral,disgust,neutral,neutral,moderate,mild,0.39829594,0.21535991,0.4392679,22,False,True,False,False,Very Low
like a galloping stallion in this one.,neutral,disgust,neutral,neutral,moderate,mild,0.41057605,0.27705413,0.37296182,38,False,True,False,False,Low
That's amazing.,happiness,happiness,admiration,approval,moderate,mild,0.7320605,0.15038759,0.51743394,15,True,False,False,False,High
I'm getting great feedback at this moment.,neutral,happiness,neutral,optimism,moderate,mild,0.56554395,0.22426838,0.44914785,42,False,False,False,False,Medium
Whoa!,neutral,surprise,neutral,surprise,moderate,mild,0.26138195,0.18704876,0.32268673,5,False,False,False,False,Very Low
"If I trip and it's a good picture,",neutral,happiness,neutral,neutral,mild,mild,0.4916699,0.2718749,0.46483296,34,False,True,True,False,Medium
it will be worth it.,neutral,happiness,neutral,optimism,mild,mild,0.48908255,0.22843319,0.38122937,20,False,False,True,False,Low
"Nice, I like that!",neutral,happiness,neutral,approval,moderate,mild,0.72934693,0.14035082,0.5110467,18,False,False,False,False,Medium
Thank you so much.,neutral,happiness,neutral,gratitude,moderate,mild,0.61443216,0.24250172,0.38692084,18,False,False,False,False,Medium
I'm so happy I'm before Veronica.,neutral,happiness,neutral,gratitude,moderate,mild,0.64769614,0.1404557,0.38098988,33,False,False,False,False,Low
"Photo shoot is more my thing,",neutral,neutral,neutral,neutral,moderate,neutral,0.2264763,0.40092993,0.39964575,29,True,True,False,False,Very Low
so she can learn from me.,neutral,neutral,neutral,neutral,mild,neutral,0.2727955,0.3913038,0.47116604,25,True,True,False,False,Low
"Okay, ready, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.6301554,0.79476124,0.81979096,25,True,True,False,False,Very High
It's making you look very angry.,anger,anger,disapproval,annoyance,mild,moderate,0.477801,0.13094848,0.4514352,32,True,False,False,False,Low
Try to relax your jaw a little bit.,neutral,neutral,neutral,neutral,mild,neutral,0.29512295,0.50930005,0.53887796,35,True,True,False,False,Medium
"Use your arms, change the angle of the face.",neutral,anger,neutral,neutral,mild,neutral,0.32561606,0.5180787,0.5680339,44,False,True,False,False,High
"When I remember to put my chin up,",neutral,neutral,neutral,neutral,mild,neutral,0.25103042,0.50237876,0.52151626,34,True,True,False,False,Medium
I forget about the mouth.,neutral,neutral,neutral,neutral,mild,neutral,0.19910887,0.4551913,0.42597145,25,True,True,False,False,Low
And then when I remember the chin and the mouth,neutral,surprise,neutral,neutral,mild,neutral,0.36293575,0.47703192,0.5332064,47,False,True,False,False,Medium
I comment about the eyes.,neutral,neutral,neutral,neutral,mild,neutral,0.6032129,0.77717406,0.7892569,25,True,True,False,False,Very High
There's always something.,neutral,neutral,neutral,neutral,mild,neutral,0.5374895,0.72901285,0.6965086,25,True,True,False,False,High
"Yes, there you go.",neutral,neutral,neutral,neutral,moderate,neutral,0.6521282,0.8269164,0.844451,18,True,True,False,False,Very High
Chicken!,neutral,happiness,neutral,neutral,mild,neutral,0.1949822,0.26169914,0.3520952,8,False,True,False,False,Very Low
I'm feeling very hot in the jacket.,neutral,fear,neutral,neutral,neutral,moderate,0.3622205,0.20956591,0.3939333,35,False,True,False,False,Very Low
It's really constricting my movements as well.,neutral,anger,neutral,annoyance,mild,moderate,0.38791618,0.1590809,0.4910366,46,False,False,False,False,Very Low
"Where are you going, honey?",neutral,happiness,neutral,curiosity,mild,mild,0.5651944,0.7777714,0.7267861,27,False,False,True,False,Very High
Tame the hands.,neutral,neutral,neutral,neutral,mild,neutral,0.6155262,0.8462829,0.8404207,15,True,True,False,False,Very High
but don't bring it up too much.,neutral,anger,neutral,neutral,neutral,moderate,0.36140704,0.22777581,0.32691473,31,False,True,False,False,Very Low
You look like Lady Gaga.,neutral,happiness,neutral,neutral,mild,mild,0.37245813,0.26259485,0.42502913,24,False,True,True,False,Low
"Yes, yes, yes, good.",neutral,happiness,neutral,neutral,moderate,mild,0.5410127,0.22697634,0.4940054,20,False,True,False,False,Medium
Let's try jumping in.,neutral,neutral,neutral,neutral,mild,neutral,0.32267183,0.45087788,0.53524464,21,True,True,False,False,Medium
"Good, a little bit less.",neutral,disgust,neutral,neutral,mild,neutral,0.238076,0.54301476,0.49699432,24,False,True,False,False,Medium
Almost.,neutral,neutral,neutral,neutral,mild,neutral,0.6996916,0.8765454,0.86481386,7,True,True,False,False,Very High
"Namita, let's see what you got, girlfriend.",neutral,happiness,neutral,curiosity,neutral,mild,0.3086836,0.4167957,0.5361435,43,False,False,False,False,Medium
"Everyone set such a high bar,",neutral,neutral,neutral,neutral,moderate,neutral,0.6271825,0.7928697,0.78305,29,True,True,False,False,Very High
"and I was just like, oh, shit, crap, okay.",neutral,anger,neutral,annoyance,mild,moderate,0.4821013,0.1466435,0.43668714,42,False,False,False,False,Low
Watch that duck face.,neutral,anger,neutral,neutral,mild,neutral,0.3248603,0.4005962,0.4509339,21,False,True,False,False,Low
"Careful of your eyes, you're looking really bug-eyed.",neutral,anger,neutral,annoyance,neutral,moderate,0.4357287,0.15882291,0.47370502,53,False,False,False,False,Low
So my confidence kind of just went...,neutral,happiness,neutral,optimism,moderate,mild,0.40101138,0.21067804,0.395674,37,False,False,False,False,Very Low
"Keep doing what you're doing with your body,",neutral,anger,neutral,neutral,mild,neutral,0.21583708,0.38618582,0.37570012,44,False,True,False,False,Very Low
"Yes, better, better, much better.",neutral,happiness,neutral,neutral,moderate,mild,0.49753788,0.23917419,0.42859158,33,False,True,False,False,Low
That one's amazing.,happiness,happiness,admiration,approval,moderate,mild,0.7192744,0.1344532,0.48534906,19,True,False,False,False,Medium
When I finally got into the momentum,neutral,fear,neutral,neutral,mild,neutral,0.30725995,0.29335648,0.37166697,36,False,True,False,False,Very Low
"and when I finally got what they were asking for,",neutral,surprise,neutral,curiosity,mild,mild,0.3459926,0.30489668,0.53787476,49,False,False,True,False,Low
it was kind of too late.,neutral,anger,neutral,neutral,mild,moderate,0.3048204,0.22384611,0.3701124,24,False,True,False,False,Very Low
"Well done, Veronica!",neutral,happiness,neutral,approval,moderate,mild,0.6563213,0.18094398,0.51619816,20,False,False,False,False,Medium
"Between me and Valerie, it's really complicated",neutral,fear,neutral,neutral,mild,moderate,0.27048662,0.25204423,0.414541,47,False,True,False,False,Very Low
"So I want her to do good, but I want to do better.",neutral,happiness,neutral,optimism,moderate,moderate,0.5094678,0.25037387,0.3984129,50,False,False,True,False,Low
"Nice, that was a nice shape there.",neutral,happiness,neutral,approval,mild,mild,0.65045273,0.19749416,0.5837168,34,False,False,True,False,High
That was amazing.,happiness,happiness,admiration,joy,moderate,mild,0.6936481,0.13185215,0.46109372,17,True,False,False,False,Medium
It's hard to tell if you're smiling or not.,neutral,anger,neutral,neutral,mild,moderate,0.37034842,0.27963325,0.3623652,43,False,True,False,False,Very Low
"The pose is good,",neutral,happiness,neutral,approval,mild,mild,0.59671736,0.19188605,0.5220219,17,False,False,True,False,Medium
I just have to pay more attention up here.,neutral,fear,neutral,neutral,neutral,moderate,0.4870606,0.20591277,0.43927473,42,False,True,False,False,Low
To loosen up.,neutral,anger,neutral,neutral,neutral,neutral,0.45637873,0.3010429,0.38866335,13,False,True,True,False,Low
I really enjoyed the photo shoot.,neutral,happiness,neutral,joy,moderate,mild,0.69062763,0.14170648,0.3927312,33,False,False,False,False,Medium
"Last frame, you are done.",neutral,neutral,neutral,neutral,mild,neutral,0.6314372,0.78937966,0.8078454,25,True,True,False,False,Very High
Good job.,neutral,happiness,neutral,neutral,mild,mild,0.48408532,0.2798781,0.45722687,9,False,True,True,False,Medium
Cindy!,neutral,happiness,neutral,neutral,neutral,neutral,0.23784296,0.28682435,0.36364257,6,False,True,True,False,Very Low
I don't have much experience of taking photo shoots.,neutral,anger,neutral,neutral,neutral,neutral,0.3084123,0.31124732,0.3463902,52,False,True,True,False,Very Low
"I have a lot of thoughts,",neutral,neutral,neutral,neutral,mild,neutral,0.29800227,0.42870265,0.5241408,25,True,True,False,False,Medium
I have many plans for different kinds of posing.,neutral,neutral,neutral,neutral,mild,neutral,0.42846668,0.56162566,0.60005754,48,True,True,False,False,High
A little bit more energy in your face.,neutral,fear,neutral,neutral,neutral,moderate,0.43929073,0.14300439,0.4966997,38,False,True,False,False,Low
"Once I step on the set, all the plans just deleted.",neutral,neutral,neutral,neutral,moderate,neutral,0.24383038,0.6507331,0.65146786,51,True,True,False,False,High
"Right now, your outfit, everything is so dramatic,",neutral,happiness,neutral,neutral,mild,moderate,0.33033463,0.15352778,0.46450996,50,False,True,False,False,Very Low
but your face is still too sweet.,neutral,disgust,neutral,disapproval,mild,moderate,0.42691898,0.19029865,0.38368508,33,False,False,False,False,Very Low
"I need more fierce, okay?",happiness,fear,desire,optimism,moderate,moderate,0.38258544,0.18537508,0.50618994,25,False,False,True,False,Low
"Well, give me a fierce, give me like you're angry.",happiness,anger,neutral,annoyance,neutral,moderate,0.41896597,0.104938835,0.43957785,50,False,False,False,False,Very Low
That's angry?,anger,anger,confusion,annoyance,mild,moderate,0.47862884,0.19275677,0.48767722,13,True,False,False,False,Low
More angry.,anger,anger,anger,annoyance,mild,moderate,0.4671539,0.13260382,0.43958473,11,True,False,False,False,Very Low
I thought I can be fierce.,happiness,fear,neutral,optimism,neutral,moderate,0.5995898,0.12000863,0.5051917,26,False,False,False,False,Medium
Show me happy.,neutral,happiness,neutral,gratitude,neutral,mild,0.6874948,0.19009264,0.4242583,14,False,False,False,False,Medium
Happy.,neutral,happiness,neutral,gratitude,neutral,mild,0.7205148,0.14401495,0.5015685,6,False,False,False,False,Medium
Serious.,neutral,fear,neutral,neutral,neutral,neutral,0.47290125,0.35686442,0.49271333,8,False,True,True,False,Medium
Angry.,anger,anger,anger,annoyance,mild,moderate,0.40989393,0.13837518,0.42386597,6,True,False,False,False,Very Low
Your face did not change from serious to angry at all.,anger,anger,confusion,annoyance,mild,moderate,0.52877,0.18563934,0.46658745,54,True,False,False,False,Low
"Obviously, it's not working.",neutral,disgust,neutral,neutral,moderate,neutral,0.3433764,0.32255867,0.37116608,28,False,True,False,False,Very Low
Let's do some other emotions.,neutral,fear,neutral,neutral,mild,moderate,0.33079115,0.15334885,0.5163498,29,False,True,False,False,Very Low
"What are you doing, Cindy?",neutral,happiness,neutral,curiosity,mild,mild,0.5175392,0.77816784,0.72782654,26,False,False,True,False,High
"Sorry, not you.",neutral,sadness,neutral,disapproval,mild,moderate,0.33611664,0.22543511,0.34290504,15,False,False,False,False,Very Low
This is so awkward and embarrassing.,neutral,fear,neutral,annoyance,moderate,moderate,0.3996067,0.11736387,0.45719975,36,False,False,True,False,Very Low
I put that embarrassing thing aside,neutral,anger,neutral,annoyance,mild,moderate,0.35586196,0.10884029,0.4652413,35,False,False,False,False,Very Low
Yes.,neutral,neutral,neutral,neutral,mild,neutral,0.7112315,0.87096715,0.8698805,4,True,True,False,False,Very High
"Change, good.",neutral,happiness,neutral,optimism,mild,mild,0.5896524,0.18282151,0.49658495,13,False,False,True,False,Medium
Nice.,neutral,happiness,neutral,neutral,mild,mild,0.603727,0.18319002,0.50962263,5,False,True,True,False,Medium
Let's go.,neutral,neutral,neutral,neutral,mild,neutral,0.5173497,0.63646525,0.6759118,9,True,True,False,False,High
"Because you're quite little,",neutral,sadness,neutral,neutral,neutral,neutral,0.2521914,0.54564446,0.49949643,28,False,True,True,False,Medium
you're going to have to stride a lot more.,neutral,fear,neutral,neutral,neutral,moderate,0.42428923,0.24106409,0.36618254,42,False,True,False,False,Very Low
Lean towards the camera a little bit and relax your neck.,neutral,fear,neutral,neutral,neutral,neutral,0.28248584,0.38910452,0.46480554,57,False,True,True,False,Low
"and the judges already have to help me a lot,",neutral,happiness,neutral,optimism,moderate,moderate,0.41794497,0.28769195,0.3641747,45,False,False,True,False,Low
so I feel pressured.,neutral,fear,neutral,annoyance,moderate,moderate,0.5850644,0.095434375,0.47768548,20,False,False,True,False,Low
I liked your attitude on the catwalk.,neutral,happiness,neutral,gratitude,mild,moderate,0.6249456,0.13985994,0.36258152,37,False,False,False,False,Low
"Where's that attitude today, girlfriend?",neutral,happiness,neutral,curiosity,mild,mild,0.544433,0.7896649,0.7090546,40,False,False,True,False,High
It's so hard.,neutral,happiness,neutral,neutral,moderate,neutral,0.3057658,0.3189836,0.39059168,13,False,True,False,False,Very Low
I have no idea what I'm doing.,neutral,surprise,neutral,confusion,moderate,mild,0.46126893,0.365439,0.41296056,30,False,False,False,False,Medium
So let's do more where it's like...,neutral,neutral,neutral,neutral,mild,neutral,0.35989538,0.5292334,0.5008069,35,True,True,False,False,Medium
"Come on, I need this shot.",neutral,neutral,neutral,neutral,moderate,neutral,0.381892,0.54017615,0.64912367,26,True,True,False,False,High
"When everything comes together, Maureen,",neutral,neutral,neutral,neutral,mild,neutral,0.63087016,0.8188248,0.8114212,40,True,True,False,False,Very High
you look spectacular.,neutral,happiness,neutral,admiration,moderate,mild,0.63111436,0.14030066,0.5259561,21,False,False,False,False,Medium
"Damn, girl.",neutral,anger,neutral,annoyance,mild,moderate,0.4560387,0.12305678,0.4166246,11,False,False,False,False,Very Low
"Jump off the bridge, please.",neutral,neutral,neutral,neutral,moderate,neutral,0.4222996,0.6281497,0.6856133,28,True,True,False,False,High
So I come in with too much energy.,neutral,anger,neutral,neutral,mild,moderate,0.3253127,0.2253189,0.41758662,34,False,True,False,False,Very Low
A lot of them are booty shots.,neutral,anger,neutral,annoyance,neutral,moderate,0.4970641,0.18649128,0.39392427,30,False,False,False,False,Low
I don't know.,neutral,surprise,neutral,confusion,mild,mild,0.52868485,0.41619176,0.4474889,13,False,False,True,False,Medium
I don't know.,neutral,surprise,neutral,confusion,moderate,mild,0.52868485,0.41619176,0.4474889,13,False,False,False,False,Medium
"but good impression, bad impression.",neutral,anger,neutral,disapproval,mild,moderate,0.3359701,0.16807288,0.42257494,36,False,False,False,False,Very Low
At least I followed the brief.,neutral,neutral,neutral,neutral,mild,neutral,0.6120161,0.81976193,0.83026516,30,True,True,False,False,Very High
A little bit more energy.,neutral,happiness,neutral,neutral,neutral,neutral,0.25499356,0.37637225,0.4322674,25,False,True,True,False,Low
She's not even trying at all.,neutral,disgust,neutral,neutral,moderate,neutral,0.34899136,0.26096916,0.32687867,29,False,True,False,False,Very Low
Your nerves are like...,neutral,fear,neutral,annoyance,mild,moderate,0.3897803,0.17495467,0.48350084,23,False,False,False,False,Very Low
We've got that one.,neutral,neutral,neutral,neutral,mild,neutral,0.5953006,0.74172974,0.795503,19,True,True,False,False,Very High
You okay honey?,neutral,happiness,neutral,curiosity,moderate,mild,0.50942606,0.4611053,0.64439785,15,False,False,False,False,High
"This is like my first time, so",neutral,neutral,neutral,neutral,mild,neutral,0.47905257,0.688135,0.7174088,30,True,True,False,False,High
"I just feel like, I don't know.",neutral,surprise,neutral,confusion,moderate,mild,0.5576619,0.39997214,0.4451596,31,False,False,False,False,High
We're supposed not to break down,neutral,anger,neutral,neutral,moderate,neutral,0.3310026,0.36307073,0.41319582,32,False,True,False,False,Low
"the very first time, right?",neutral,neutral,neutral,neutral,mild,neutral,0.45346293,0.6920345,0.6389232,27,True,True,False,False,High
how about the next week and the next week?,neutral,happiness,neutral,curiosity,mild,mild,0.57674384,0.8008302,0.7422659,42,False,False,True,False,Very High
"Hey, do you not want to be here?",neutral,happiness,neutral,curiosity,mild,mild,0.51826686,0.75643647,0.67195964,32,False,False,True,False,High
Layla? What's going on?,neutral,surprise,neutral,curiosity,mild,mild,0.45868513,0.50062436,0.66858953,23,False,False,True,False,High
It's just this thing that comes over.,neutral,neutral,neutral,neutral,moderate,neutral,0.4222455,0.75511867,0.72765166,37,True,True,False,False,High
Do you want,neutral,happiness,neutral,curiosity,mild,mild,0.5961707,0.7076395,0.6959918,11,False,False,True,False,High
to be here?,neutral,happiness,neutral,curiosity,mild,mild,0.47924656,0.7195661,0.6923385,11,False,False,True,False,High
"Let me hear you say, I want to be here.",neutral,happiness,neutral,optimism,mild,neutral,0.33729416,0.25866798,0.3218973,39,False,False,False,False,Very Low
"Please, that's what I want to hear you say.",neutral,happiness,neutral,neutral,moderate,neutral,0.3383152,0.25813904,0.33937833,43,False,True,False,False,Very Low
I don't know what to say.,neutral,surprise,neutral,confusion,moderate,mild,0.55908114,0.45945796,0.4701599,25,False,False,False,False,High
You can't answer me?,neutral,happiness,neutral,curiosity,moderate,mild,0.28900385,0.5888886,0.6393759,20,False,False,False,False,High
Do you want to try again?,neutral,happiness,neutral,curiosity,neutral,mild,0.656123,0.7772729,0.7134541,25,False,False,False,False,Very High
No?,neutral,surprise,neutral,confusion,mild,mild,0.57232165,0.44477212,0.62213814,3,False,False,True,False,High
I'm sorry to hear that.,neutral,sadness,neutral,sadness,neutral,moderate,0.70965874,0.09248001,0.31251693,23,False,False,False,False,Low
"Ready, one, two, three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.5042772,0.7025842,0.7538896,27,True,True,False,False,High
Wow.,surprise,neutral,surprise,neutral,mild,neutral,0.43055123,0.7625748,0.7128143,4,False,False,False,False,High
That was really cool.,neutral,happiness,neutral,approval,moderate,mild,0.7026246,0.17629425,0.53918874,21,False,False,False,False,High
Whoa.,neutral,surprise,neutral,neutral,mild,neutral,0.42354667,0.5367259,0.48508748,5,False,True,False,False,High
I really forget anything about me.,neutral,sadness,neutral,annoyance,mild,moderate,0.31901002,0.09415317,0.4900469,34,False,False,False,False,Very Low
Wait.,neutral,neutral,neutral,neutral,mild,neutral,0.44389942,0.66869897,0.7210639,5,True,True,False,False,High
"It's awkward, but it's kind of amazing.",happiness,happiness,amusement,approval,mild,mild,0.6812454,0.12603037,0.46148577,39,True,False,True,False,Medium
"three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.5638616,0.7754318,0.8134312,10,True,True,False,False,Very High
