text,emotion,emotion_code,processed_text
Jill says vestibule... I'm going with vestibule.,neutral,6,Jill says vestibule . . . I am going with vestibule .
"I'm fine. No, I'm not alone... I don't know, some guy.",neutral,6,"I am fine . No , I am not alone . . . I do not know , some guy ."
"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",happiness,0,"Oh ! Some guy . Some guy . 'Hey Jill , I saw you with some guy last night . Yes , he was"
Are you seeing anybody right now?,neutral,6,Are you seeing anybody right now ?
"Og-ee-op, I’m not asking for me, I’m… I mean… No, I’m-I’m not gay, I’m not asking you out.",fear,3,"Og-ee-op , I am not asking for me , I’m… I mean… No , I’m-I am not gay , I am not asking you out ."
I’m not-I’m not-I’m not gay!,fear,3,I am not-I am not-I am not gay !
Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,neutral,6,Personal shopping ? What is that ? Like where you walk around with snooty rich people and tell them what to buy ?
Uh-huh.,neutral,6,Uh-huh .
That sounds great!,surprise,4,That sounds great !
"Umm, excuse me, we switched apartments. You can’t eat are food anymore, that-that gravy train had ended.",anger,2,"Umm , excuse me , we switched apartments . You cannot eat are food anymore , that-that gravy train had ended ."
There’s gravy?,surprise,4,There’s gravy ?
If you have the big apartment you have to deal with people coming over all the time.,neutral,6,If you have the big apartment you have to deal with people coming over all the time .
"That fridge has got to be stocked, okay, that’s your department now.",neutral,6,"That fridge has got to be stocked , okay , that’s your department now ."
What are you doing?,neutral,6,What are you doing ?
I think I left a donut up here.,neutral,6,I think I left a donut up here .
"So, in conclusion, the lines all go up , so I’m happy.",neutral,6,"So , in conclusion , the lines all go up , so I am happy ."
Great job team!,happiness,0,Great job team !
Tomorrow at 8:30.,neutral,6,Tomorrow at 8 : 30 .
Phil!,happiness,0,Phil !
Nice job.,happiness,0,Nice job .
Stevens!,happiness,0,Stevens !
Way to go!,happiness,0,Way to go !
"Joel-burg, you maniac!",happiness,0,"Joel-burg , you maniac !"
I love ya!,happiness,0,I love ya !
Bing!,happiness,0,Bing !
"Oh, excuse me. I forgot my briefcase y'know, by accident.",neutral,6,"Oh , excuse me . I forgot my briefcase y'know , by accident ."
"Of course, you did.",happiness,0,"Of course , you did ."
Forgot something else too ya bastard!,happiness,0,Forgot something else too ya bastard !
"Well, what about you?",neutral,6,"Well , what about you ?"
You’re not feeling left out or anything are ya?,neutral,6,You are not feeling left out or anything are ya ?
"No. No, not at all, that’s-that’s ridiculous.",sadness,1,"No . No , not at all , that’s-that’s ridiculous ."
"Everybody else got one, and you want one too. Don’t you?",happiness,0,"Everybody else got one , and you want one too . Do not you ?"
"Ye-ye-yeah, yes I do!",sadness,1,"Ye-ye-yeah , yes I do !"
"Now get on out of here, you!",happiness,0,"Now get on out of here , you !"
Hey Bob.,neutral,6,Hey Bob .
Hey! How’s my pal Toby doing today?,happiness,0,Hey ! How’s my pal Toby doing today ?
"If I see him, I’ll ask.",neutral,6,"If I see him , I’ll ask ."
Toby!,happiness,0,Toby !
Oh then you know each other.,neutral,6,Oh then you know each other .
We’re on a semi-first name basis.,neutral,6,We are on a semi-first name basis .
What do you think of adding him to our team?,neutral,6,What do you think of adding him to our team ?
"Bob? Ooh, working here with us? Everyday? Yeah, I don’t know if he has what it takes.",surprise,4,"Bob ? Ooh , working here with us ? Everyday ? Yeah , I do not know if he has what it takes ."
Really? They love him down on six.,surprise,4,Really ? They love him down on six .
But this is eleven. It’s almost twice as hard up here.,neutral,6,But this is eleven . It is almost twice as hard up here .
Hey! Guess what I got for your wedding!,happiness,0,Hey ! Guess what I got for your wedding !
A freakish thin date with a hanger for her head?,neutral,6,A freakish thin date with a hanger for her head ?
"No. Rachel hooked me up with a tux! But not just any tux, Batman’s tux!",happiness,0,"No . Rachel hooked me up with a tux ! But not just any tux , Batman’s tux !"
That’s right! Made expressly for Val Kilmer and worn by him in the hit film…that Batman film he was in.,happiness,0,That’s right ! Made expressly for Val Kilmer and worn by him in the hit film…that Batman film he was in .
You can’t wear that! I’m wearing the famous tux! James Bond’s tux!,anger,2,You cannot wear that ! I am wearing the famous tux ! James Bond’s tux !
So?,neutral,6,So ?
So—If you wear that you’ll make mine less special.,sadness,1,So—If you wear that you will make mine less special .
"Sorry, I just don’t like the idea of when I say ""I do,"" he’s thinking, ""Yeah, I’d do her too!""",anger,2,"Sorry , I just do not like the idea of when I say ""I do , "" he’s thinking , ""Yeah , I’d do her too ! """
Well then we still have a problem.,neutral,6,Well then we still have a problem .
With what?,neutral,6,With what ?
"Well, we’re trying to find someone to perform our wedding and they’re all either boring or annoying or y’know, can’t stop staring at the ladies.",neutral,6,"Well , we are trying to find someone to perform our wedding and they are all either boring or annoying or you know , cannot stop staring at the ladies ."
Oo! You should have one of us do it!,happiness,0,Oo ! You should have one of us do it !
"Phoebe, we’re getting",neutral,6,"Phoebe , we are getting"
No! No! It’s-it’s uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!,happiness,0,No ! No ! It’s-it is uh a real thing ! Anyone can get ordained on the Internet and perform like weddings and stuff !
I call it!!,happiness,0,I call it ! !
What?! No! It was my idea!,anger,2,What ? ! No ! It was my idea !
Guys thank you very much but neither of you is marrying us.,neutral,6,Guys thank you very much but neither of you is marrying us .
Does calling it not mean anything anymore?!,anger,2,Does calling it not mean anything anymore ? !
"We are going to have a legitimate member of the clergy! And when I say legitimate I mean, gay and in control of his saliva!",neutral,6,"We are going to have a legitimate member of the clergy ! And when I say legitimate I mean , gay and in control of his saliva !"
"See, I see.... big passion in your future.",happiness,0,"See , I see . . . . big passion in your future ."
I do.,neutral,6,I do .
"Oh Ross, you're so great. [she playfully rubs his head and gets up]",happiness,0,"Oh Ross , you are so great . [ she playfully rubs his head and gets up ]"
"That was supposed to be a good thing, I forget why.",neutral,6,"That was supposed to be a good thing , I forget why ."
"Just listen, Monica, I, do you know, okay, do you know, I couldn’t sleep for like a month because I got like a dot of ink on one of the sofa cushions.",neutral,6,"Just listen , Monica , I , do you know , okay , do you know , I couldn’t sleep for like a month because I got like a dot of ink on one of the sofa cushions ."
"Well, you-you coulda just turned the cushion over.",neutral,6,"Well , you-you coulda just turned the cushion over ."
"Yeah, I would’ve except I had a big spaghetti stain on the other side.",neutral,6,"Yeah , I would’ve except I had a big spaghetti stain on the other side ."
What?!?!,surprise,4,What ? ! ? !
"Okay, this is what I’m talking about, this. I-I need to live in a land where people can spill.",neutral,6,"Okay , this is what I am talking about , this . I-I need to live in a land where people can spill ."
You can spill. In the sink.,neutral,6,You can spill . In the sink .
"Aw, honey it’s not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don’t see that happening.",sadness,1,"Aw , honey it is not your fault , y'know this is who you are , and I love you , and I want us to be friends , and if I keep living here I do not see that happening ."
"I love you, too.",happiness,0,"I love you , too ."
"Aww, good.  What?",happiness,0,"Aww , good . What ?"
What? I’m just said.,sadness,1,What ? I am just said .
"No you’re not, you’re wondering which cushion it is.",neutral,6,"No you are not , you are wondering which cushion it is ."
Oh my God! Are you serious?!,surprise,4,Oh my God ! Are you serious ? !
I would love to live with you Ross.. that’s-that’s great! Thank you!,happiness,0,I would love to live with you Ross . . that’s-that’s great ! Thank you !
"Well, I’m-I’m just glad I could, y’know, help you out.",neutral,6,"Well , I’m-I am just glad I could , you know , help you out ."
"Ross-Ross, you have no idea what this means to me!",happiness,0,"Ross-Ross , you have no idea what this means to me !"
"I mean, I mean I was gonna be homeless.",sadness,1,"I mean , I mean I was gonna be homeless ."
You just saved me!,happiness,0,You just saved me !
You’re my hero!,happiness,0,You are my hero !
"Hero, I uh, I don’t know—well, all right.",neutral,6,"Hero , I uh , I do not know—well , all right ."
"Oh, I have to go tell Monica what a wonderful brother she has!",happiness,0,"Oh , I have to go tell Monica what a wonderful brother she has !"
"Oh please!   You’re gonna say things now, aren’t ya?",happiness,0,"Oh please ! You are gonna say things now , aren’t ya ?"
"No, I won’t.",neutral,6,"No , I will not ."
"But I should tell you this, this exact same thing happened to my roommate Denise.",neutral,6,"But I should tell you this , this exact same thing happened to my roommate Denise ."
"She moved in with a guy who was secretly married to her and he said he didn’t love her, but he really did, and it just blew up!",anger,2,"She moved in with a guy who was secretly married to her and he said he didn’t love her , but he really did , and it just blew up !"
"...Dammit, hire the girl!  Okay, everybody ready?",anger,2,". . . Dammit , hire the girl ! Okay , everybody ready ?"
"Uh, listen, I just wanna thank you for this great opportunity.",happiness,0,"Uh , listen , I just wanna thank you for this great opportunity ."
Lose the robe.,neutral,6,Lose the robe .
Me?,surprise,4,Me ?
That's great.,happiness,0,That's great .
"Well, I'm gonna get another espresso. Can I get you another latte?",neutral,6,"Well , I am gonna get another espresso . Can I get you another latte ?"
"No, no, I'm still working on mine.",neutral,6,"No , no , I am still working on mine ."
That's it?,surprise,4,That's it ?
"Yeah, it was really hard.",sadness,1,"Yeah , it was really hard ."
"Oh, yeah, that hug looked pretty brutal.",neutral,6,"Oh , yeah , that hug looked pretty brutal ."
"Ok, you weren't there.",anger,2,"Ok , you weren't there ."
"Wow! That’s ah, that’s pretty nice!",happiness,0,"Wow ! That’s ah , that’s pretty nice !"
Pretty nice?,neutral,6,Pretty nice ?
"You’ll have to pardon my roommate, he wanted to marry this.",neutral,6,"You will have to pardon my roommate , he wanted to marry this ."
"We don’t have 50 bucks, but would you be willing to trade for it? We’ve got a canoe.",neutral,6,"We do not have 50 bucks , but would you be willing to trade for it ? We’ve got a canoe ."
"Y'know, I, I really don’t think we need a canoe.",neutral,6,"Y'know , I , I really do not think we need a canoe ."
You gotta take the canoe!,anger,2,You gotta take the canoe !
"All right, just, just take the entertainment center, and then when you get home, throw the canoe away!",neutral,6,"All right , just , just take the entertainment center , and then when you get home , throw the canoe away !"
We’re not throwing it away! I built that canoe!,anger,2,We are not throwing it away ! I built that canoe !
Good for you!!,anger,2,Good for you ! !
Pheebs?,neutral,6,Pheebs ?
"Okay. Then I guess it’s just, wait here then.   Hi. I need one fake ticket to Yemen.",neutral,6,"Okay . Then I guess it is just , wait here then . Hi . I need one fake ticket to Yemen ."
One ticket to Yemen?,surprise,4,One ticket to Yemen ?
"Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket.",neutral,6,"Oh no-no-no , no . No , no , no , I just , I just need a pretend ticket ."
"I’m sorry sir, I don’t understand.",surprise,4,"I am sorry sir , I do not understand ."
What would you give to a kid if he wanted a ticket to play with?,neutral,6,What would you give to a kid if he wanted a ticket to play with ?
Are you travelling with a child?,neutral,6,Are you travelling with a child ?
"All right, y’know what, she’s  gonna think that I’m handing you a credit card, but what I’m really gonna do is hand you a library card.",neutral,6,"All right , you know what , she’s gonna think that I am handing you a credit card , but what I am really gonna do is hand you a library card ."
"Okay, but this is the last time.",neutral,6,"Okay , but this is the last time ."
"With a chick-chick here, and a chick-chick there.",happiness,0,"With a chick-chick here , and a chick-chick there ."
"Here a chick, there a chick, everywhere a chick-chick--chickeeeen.",happiness,0,"Here a chick , there a chick , everywhere a chick-chick--chickeeeen ."
How’s she doing?,neutral,6,How’s she doing ?
She?,surprise,4,She ?
"Well yeah, don’t-don’t you think it’s a she?",neutral,6,"Well yeah , don’t-do not you think it is a she ?"
"I don’t know.  I can’t tell, what ever it was went back in too quickly.",neutral,6,"I do not know . I cannot tell , what ever it was went back in too quickly ."
"Well, anyway, I got to go change, I’m ah, meeting some of the cast for drinks.",neutral,6,"Well , anyway , I got to go change , I am ah , meeting some of the cast for drinks ."
Excuse me?,surprise,4,Excuse me ?
"Okay, good, so there you go. Go with Vince.",happiness,0,"Okay , good , so there you go . Go with Vince ."
"Yeah, but Jason's really sensitive.",neutral,6,"Yeah , but Jason's really sensitive ."
"Well sensitive is important, pick him.",neutral,6,"Well sensitive is important , pick him ."
"Oh sure, go with the sissy.",disgust,5,"Oh sure , go with the sissy ."
Jason is not a sissy!,anger,2,Jason is not a sissy !
"Oh no-no-no-no, I meant Chandler.",anger,2,"Oh no-no-no-no , I meant Chandler ."
"So uh, apparently people are familiar with the Europe story?",neutral,6,"So uh , apparently people are familiar with the Europe story ?"
"Listen about that, the whole uh, who came on to who thing really doesn’t matter.",neutral,6,"Listen about that , the whole uh , who came on to who thing really doesn’t matter ."
"I mean, I think it would’ve happened either way.",neutral,6,"I mean , I think it would’ve happened either way ."
I mean if you hadn’t initiated it I-I-I know I would’ve.,neutral,6,I mean if you hadn’t initiated it I-I-I know I would’ve .
It was an amazing night.,happiness,0,It was an amazing night .
It was. It was an amazing night.,happiness,0,It was . It was an amazing night .
You think it looked amazing?,sadness,1,You think it looked amazing ?
Do we have a name yet?,neutral,6,Do we have a name yet ?
"No, not yet.",neutral,6,"No , not yet ."
"That’s fine, for now we’ll just call her Baby Girl Green.",neutral,6,"That’s fine , for now we’ll just call her Baby Girl Green ."
"Oh no, Baby Girl Geller-Green.",neutral,6,"Oh no , Baby Girl Geller-Green ."
Hello baby girl.,happiness,0,Hello baby girl .
"Ah-ha, nowhere to run!",happiness,0,"Ah-ha , nowhere to run !"
I don’t like sitting up here! I’m just gonna over,anger,2,I do not like sitting up here ! I am just gonna over
No Rachel! They got here first!,anger,2,No Rachel ! They got here first !
Why is Ross doing that?,neutral,6,Why is Ross doing that ?
DANGER,fear,3,DANGER
Oh my God! Why is he jumping on those women!,surprise,4,Oh my God ! Why is he jumping on those women !
No that’s all right. Don’t worry about it.,neutral,6,No that’s all right . Do not worry about it .
Oh but look! That’s gonna leave a stain!,disgust,5,Oh but look ! That’s gonna leave a stain !
Rach! Hey! It’s fine! You’re at Joey’s!,happiness,0,Rach ! Hey ! It is fine ! You are at Joey’s !
Yeah! Look!,neutral,6,Yeah ! Look !
I’ve never lived like this before.,disgust,5,I’ve never lived like this before .
"All right, don’t waste it, I mean its still food.",neutral,6,"All right , do not waste it , I mean its still food ."
"Hey Joey, is this the bed where Olivia lost her virginity?",neutral,6,"Hey Joey , is this the bed where Olivia lost her virginity ?"
"I don't know, but one of the extras sure did!  Hey, listen    Rach. Thanks again for coming down to watch my scenes!",happiness,0,"I do not know , but one of the extras sure did ! Hey , listen Rach . Thanks again for coming down to watch my scenes !"
"Oh, please!Honey, just the fact that you want me here to support    you, I'm...OH MY GOD!Is that Christian Sanders?He's so",surprise,4,"Oh , please ! Honey , just the fact that you want me here to support you , I am . . . OH MY GOD ! Is that Christian Sanders ? He's so"
Also so,neutral,6,Also so
"Oh, in my head he's done some pretty ""not-gay-stuff""!",neutral,6,"Oh , in my head he's done some pretty ""not-gay-stuff"" !"
"Well, at the Christmas party him and Santa did some definitely    gay stuff!",neutral,6,"Well , at the Christmas party him and Santa did some definitely gay stuff !"
"OK, you've got to promise that you'll never, ever tell Ross that I told you.",neutral,6,"OK , you've got to promise that you will never , ever tell Ross that I told you ."
About what?,neutral,6,About what ?
He's planning your birthday party.,neutral,6,He's planning your birthday party .
Oh my God! I love him!,happiness,0,Oh my God ! I love him !
You'd better act surprised.,fear,3,You'd better act surprised .
My surprise party!,happiness,0,My surprise party !
What surprise party?,surprise,4,What surprise party ?
Oh stop it. Joey already told me.,happiness,0,Oh stop it . Joey already told me .
"Well, he didn't tell me.",neutral,6,"Well , he didn't tell me ."
"Hey, don't look at me. This is Ross's thing.",neutral,6,"Hey , do not look at me . This is Ross's thing ."
This is so typical. I'm always the last one to know everything.,anger,2,This is so typical . I am always the last one to know everything .
"No, you are not. We tell you stuff.",neutral,6,"No , you are not . We tell you stuff ."
Yuh-huh!,anger,2,Yuh-huh !
I was the last one to know when Chandler got bitten by the peacock at the zoo.,anger,2,I was the last one to know when Chandler got bitten by the peacock at the zoo .
I was the last one to know when you had a crush on Joey when he was moving in.,anger,2,I was the last one to know when you had a crush on Joey when he was moving in .
Looks like I was second to last.,surprise,4,Looks like I was second to last .
"Chandler, we still haven’t gotten an RSVP from your dad.",neutral,6,"Chandler , we still haven’t gotten an RSVP from your dad ."
"Oh! Right. Umm, maybe that’s because I didn’t send him an invitation.",neutral,6,"Oh ! Right . Umm , maybe that’s because I didn’t send him an invitation ."
Chandler! He’s your father.  he should be at the wedding.,anger,2,Chandler ! He’s your father . he should be at the wedding .
I don’t even know the man. Okay? We’re not that close. I haven’t seen him in years.,disgust,5,I do not even know the man . Okay ? We are not that close . I haven’t seen him in years .
Well what are you gonna do when he finds out he wasn’t even asked?!,sadness,1,Well what are you gonna do when he finds out he wasn’t even asked ? !
It’s not like we run in the same circles.,neutral,6,It is not like we run in the same circles .
"I hang out with you guys, and he stars in a drag show in Vegas.",disgust,5,"I hang out with you guys , and he stars in a drag show in Vegas ."
"Ooh, I think I wanna trade circles.",neutral,6,"Ooh , I think I wanna trade circles ."
Nobody is gonna be staring at the bride when the father of the groom is wearing a back-less dress.,disgust,5,Nobody is gonna be staring at the bride when the father of the groom is wearing a back-less dress .
So what! As long as he’s not wearing a white dress and a veil I don’t care.,neutral,6,So what ! As long as he’s not wearing a white dress and a veil I do not care .
"Okay, I think I need to do some shopping.",neutral,6,"Okay , I think I need to do some shopping ."
Hello! Who’s in there?,neutral,6,Hello ! Who’s in there ?
How ya doin’?,neutral,6,How ya doin’ ?
Who in the hell are you?,anger,2,Who in the hell are you ?
"I guess you wouldn’t believe me if I said I was Kurt Douglas, huh?",neutral,6,"I guess you wouldn’t believe me if I said I was Kurt Douglas , huh ?"
"No-no, Rachel, don’t get it! He can’t see us!",fear,3,"No-no , Rachel , do not get it ! He cannot see us !"
"No, yeah! The groom cannot see the bride!",anger,2,"No , yeah ! The groom cannot see the bride !"
I’m not gonna marry Chandler!,anger,2,I am not gonna marry Chandler !
Not after this!,anger,2,Not after this !
"Okay, you guys, just relax.  I doooo.",neutral,6,"Okay , you guys , just relax . I doooo ."
I gotta go.,neutral,6,I gotta go .
"Oh, wait, Joshua! Joshua!   Yeah, well, that oughta do it.",sadness,1,"Oh , wait , Joshua ! Joshua ! Yeah , well , that oughta do it ."
"Sorry I'm late, but I left late.",neutral,6,"Sorry I am late , but I left late ."
"So Pheebs, what is the book about?",neutral,6,"So Pheebs , what is the book about ?"
I thought you said you read it in high school.,neutral,6,I thought you said you read it in high school .
"Well yeah, but then I remembered I started it and there was this pep rally and I was, I was on top of the pyramid but anyway—umm, what is this book about?",neutral,6,"Well yeah , but then I remembered I started it and there was this pep rally and I was , I was on top of the pyramid but anyway—umm , what is this book about ?"
"Excuse me, can I, can I bum one of those?",neutral,6,"Excuse me , can I , can I bum one of those ?"
"Y'know what, actually…  Okay, okay, okay, what's so funny over here?",neutral,6,"Y'know what , actually… Okay , okay , okay , what's so funny over here ?"
I thought you didn't smoke.,surprise,4,I thought you didn't smoke .
"Oh, I thought you guys meant marijuana cigarettes, y'know?",neutral,6,"Oh , I thought you guys meant marijuana cigarettes , y'know ?"
"Y'know what I mean, like dubbies?",neutral,6,"Y'know what I mean , like dubbies ?"
"And I actually, I thought to myself, ""Wow, those guys are crazy!""",surprise,4,"And I actually , I thought to myself , ""Wow , those guys are crazy ! """
"But no, I actually smoke the regular ones all, all the time.",neutral,6,"But no , I actually smoke the regular ones all , all the time ."
We get high.,neutral,6,We get high .
"Oh, me too.",neutral,6,"Oh , me too ."
I'm kidding.,neutral,6,I am kidding .
"Oh, are you sure you're ok?",sadness,1,"Oh , are you sure you are ok ?"
Does it still hurt?,sadness,1,Does it still hurt ?
What a neat idea. All your clothes match. I'm gonna do this.,happiness,0,What a neat idea . All your clothes match . I am gonna do this .
"Hey, how'd it go?",neutral,6,"Hey , how'd it go ?"
Excellent.,happiness,0,Excellent .
"We ripped that couple apart, and kept the pieces for ourselves.",happiness,0,"We ripped that couple apart , and kept the pieces for ourselves ."
"What a beautiful story. Hey, I'm fine by the way.",happiness,0,"What a beautiful story . Hey , I am fine by the way ."
You know what? You are right. I,neutral,6,You know what ? You are right . I
Good for you Pheebs!,happiness,0,Good for you Pheebs !
Ok.,neutral,6,Ok .
"Okay  If you guys have microphones in there too, I didn't mean",neutral,6,"Okay If you guys have microphones in there too , I didn't mean"
This sucks! I didn’t know I had to stay up all night before I went to this stupid sleep clinic! I’m so tired!,anger,2,This sucks ! I didn’t know I had to stay up all night before I went to this stupid sleep clinic ! I am so tired !
It’s 6:00.,neutral,6,It is 6 : 00 .
"Yeah, Rach, I think you’re handling that really well.",neutral,6,"Yeah , Rach , I think you are handling that really well ."
Handling it?,neutral,6,Handling it ?
"What do you mean, handling it?",happiness,0,"What do you mean , handling it ?"
There’s nothing to handle.,happiness,0,There’s nothing to handle .
"Now, maybe I would have a problem with this if it wasn’t for me and Joshua.",neutral,6,"Now , maybe I would have a problem with this if it wasn’t for me and Joshua ."
"Y’know, they’re not gonna get married anyway!",anger,2,"You know , they are not gonna get married anyway !"
Come on!,anger,2,Come on !
They rushed into this thing so fast it’s ridiculous!,disgust,5,They rushed into this thing so fast it is ridiculous !
"And somewhere along the way, one of them is gonna realise what they’ve done and they’re call the whole thing off.",neutral,6,"And somewhere along the way , one of them is gonna realise what they’ve done and they are call the whole thing off ."
"I’m telling ya, you’re gonna be dancing at my wedding before you’re dancing at there’s.",happiness,0,"I am telling ya , you are gonna be dancing at my wedding before you are dancing at there’s ."
What the hell is this?!,surprise,4,What the hell is this ? !
"What, did you actually thought it would make me feel better to give me stuff that I can’t use for another two months?!",anger,2,"What , did you actually thought it would make me feel better to give me stuff that I cannot use for another two months ? !"
This sucks!,anger,2,This sucks !
"All right, what’s my next present?",neutral,6,"All right , what’s my next present ?"
"All right, there’s a nuclear holocaust, I’m the last man on Earth. Would you go out with me?",neutral,6,"All right , there’s a nuclear holocaust , I am the last man on Earth . Would you go out with me ?"
Enhh,neutral,6,Enhh
I’ve got canned goods.,neutral,6,I’ve got canned goods .
"Hey, you guys! Take a look at this!  Check this baby out, dug me a hole!",surprise,4,"Hey , you guys ! Take a look at this ! Check this baby out , dug me a hole !"
"Excellent hole, Joe.",neutral,6,"Excellent hole , Joe ."
Oh no! No!! My hole!!,surprise,4,Oh no ! No ! ! My hole ! !
Ow!! Ow!!!,disgust,5,Ow ! ! Ow ! ! !
What?! What?!! What is it?!,surprise,4,What ? ! What ? ! ! What is it ? !
My drinking?,neutral,6,My drinking ?
"Oh, I must’ve said that after you left.",neutral,6,"Oh , I must have said that after you left ."
Said what? Exactly.,fear,3,Said what ? Exactly .
That you enjoyed the occasional drink…ing binge.,neutral,6,That you enjoyed the occasional drink…ing binge .
"Oh my God!! Ohh, that is it! I’m leaving! You are just a horrible person!",disgust,5,"Oh my God ! ! Ohh , that is it ! I am leaving ! You are just a horrible person !"
Wait-wait-wait-wait-wait-wait-wait-wait!!,fear,3,Wait-wait-wait-wait-wait-wait-wait-wait ! !
If you’re gonna get all sensitive about it!,anger,2,If you are gonna get all sensitive about it !
I don’t want to lose you.,sadness,1,I do not want to lose you .
"What if I, create a position for you?",neutral,6,"What if I , create a position for you ?"
I’ll make you an assistant buyer in this department.,neutral,6,I’ll make you an assistant buyer in this department .
Say more things like that.,happiness,0,Say more things like that .
"You can have your own office, and a raise! Effective tomorrow.",happiness,0,"You can have your own office , and a raise ! Effective tomorrow ."
I’d need an expense account.,neutral,6,I’d need an expense account .
Done!,happiness,0,Done !
And an assistant.,neutral,6,And an assistant .
"Sophie, get in here!",happiness,0,"Sophie , get in here !"
Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,happiness,0,Monica ? You gonna be very proud of me . I just got us dates with two unbelievably cute nurses .
Oh my!,surprise,4,Oh my !
They're male nurses.,neutral,6,They are male nurses .
Not in my head.,neutral,6,Not in my head .
"Anyway, they want to take us out Saturday night! What do you say?",happiness,0,"Anyway , they want to take us out Saturday night ! What do you say ?"
Umm.  Umm. Umm. I don't think so.,happiness,0,Umm . Umm . Umm . I do not think so .
What are you talking about?!,surprise,4,What are you talking about ? !
You-you're the one who's been telling me to get over Ross and move on.,anger,2,You-you are the one who's been telling me to get over Ross and move on .
"I'm moving on, and you're moving on with me.",neutral,6,"I am moving on , and you are moving on with me ."
"Come on, give me one good reason why you don't wanna go.",neutral,6,"Come on , give me one good reason why you do not wanna go ."
"Umm, why don't you give",neutral,6,"Umm , why do not you give"
Harder than it sounds. Isn't it?,neutral,6,Harder than it sounds . Isn't it ?
"Okay, you're coming with me, and I also told them that if we're still here when they get off that we'll go down to the cafeteria and have some",neutral,6,"Okay , you are coming with me , and I also told them that if we're still here when they get off that we'll go down to the cafeteria and have some"
Yep! There's always room for,neutral,6,Yep ! There's always room for
"Joey, how do you make",neutral,6,"Joey , how do you make"
"Oh, it's easy. Yeah, I-I can do it with anything. Watch uh,  Grandma's chicken salad",neutral,6,"Oh , it is easy . Yeah , I-I can do it with anything . Watch uh , Grandma's chicken salad"
"Hello, this is Monica...",neutral,6,"Hello , this is Monica . . ."
Yeah???,neutral,6,Yeah ? ? ?
Oh...,neutral,6,Oh . . .
"Okay, yes, we'll be right, we'll be right down.",neutral,6,"Okay , yes , we'll be right , we'll be right down ."
Okay. Let’s bring it in.,neutral,6,Okay . Let us bring it in .
"Wait no, honey, honey throw it to me, throw it to me.",neutral,6,"Wait no , honey , honey throw it to me , throw it to me ."
That almost hit me in the face.,anger,2,That almost hit me in the face .
"Well, if the magician can open my beer with his but cheeks, then all right.",neutral,6,"Well , if the magician can open my beer with his but cheeks , then all right ."
Y’know I’m-I’m really glad we decided not to sleep together before the wedding.,happiness,0,You know I’m-I am really glad we decided not to sleep together before the wedding .
"Oh boy, me too!",happiness,0,"Oh boy , me too !"
Y’know I was thinking if we had a…a big fight and uh we broke up for a few hours,neutral,6,You know I was thinking if we had a…a big fight and uh we broke up for a few hours
"Technically we could have sex again. What do you think, bossy and domineering?!",neutral,6,"Technically we could have sex again . What do you think , bossy and domineering ? !"
"The wedding is off, sloppy and immature!",anger,2,"The wedding is off , sloppy and immature !"
That’s me! Come on!,happiness,0,That’s me ! Come on !
"Okay.  But wait, we can’t. My Cousin Cassie is in the guest room, we’re supposed to have lunch.",neutral,6,"Okay . But wait , we cannot . My Cousin Cassie is in the guest room , we are supposed to have lunch ."
"Well, get rid of her, obsessive and shrill.",neutral,6,"Well , get rid of her , obsessive and shrill ."
Shrill?! The wedding is back on!,anger,2,Shrill ? ! The wedding is back on !
I thought I heard voices. You must be Chandler.,neutral,6,I thought I heard voices . You must be Chandler .
Hi! Nice to meet you!,happiness,0,Hi ! Nice to meet you !
Nice to meet you too.,neutral,6,Nice to meet you too .
"So, are you ready to go?",neutral,6,"So , are you ready to go ?"
Chandler!,anger,2,Chandler !
I’ll be right with you.,neutral,6,I’ll be right with you .
"Th-th-that's all it is, a third nipple.",neutral,6,"Th-th-that's all it is , a third nipple ."
Just your run-of-the-mill third nipple.,neutral,6,Just your run-of-the-mill third nipple .
You can take it off.,neutral,6,You can take it off .
Just slice that baby right off!,fear,3,Just slice that baby right off !
"Take your shirt off, and let's see what we're dealing with here.  What are you doing?",neutral,6,"Take your shirt off , and let us see what we're dealing with here . What are you doing ?"
Just showing you my run-of-the-mill-slice-it-right-off third nipple.,neutral,6,Just showing you my run-of-the-mill-slice-it-right-off third nipple .
Well that's not a third nipple.,neutral,6,Well that's not a third nipple .
No?,surprise,4,No ?
"First of all, it's on your ass.",neutral,6,"First of all , it is on your ass ."
"Well then, what is it?!",surprise,4,"Well then , what is it ? !"
"Wait a minute, hold it.  Johnson! Will you come in here a moment?",neutral,6,"Wait a minute , hold it . Johnson ! Will you come in here a moment ?"
I'm with Hamilton!,neutral,6,I am with Hamilton !
"He's good with rear things, bring him in too.",neutral,6,"He's good with rear things , bring him in too ."
"Umm, this is great wine.",happiness,0,"Umm , this is great wine ."
"It’s from France…In Europe…Western Europe. Y’know umm, a few years ago I actually was backpacking across Western Europe.",neutral,6,"It is from France…In Europe…Western Europe . You know umm , a few years ago I actually was backpacking across Western Europe ."
