text,emotion,emotion_code,processed_text
"I know, And then all of the sudden your Mom pops into your head.",anger,2,"I know , And then all of the sudden your Mom pops into your head ."
"And I actually, I thought to myself, ""Wow, those guys are crazy!""",surprise,4,"And I actually , I thought to myself , ""Wow , those guys are crazy ! """
"Actually, I think this apartment sullies the good name of crap",anger,2,"Actually , I think this apartment sullies the good name of crap"
"Oh, thank you that’s very helpful, I’m glad you came over.",neutral,6,"Oh , thank you that’s very helpful , I am glad you came over ."
"When I went there on what would have been our honeymoon, it was, uh... it was really nice.",sadness,1,"When I went there on what would have been our honeymoon , it was , uh . . . it was really nice ."
No don’t! Go back to repeating!,fear,3,No do not ! Go back to repeating !
"Oh, no no no no. Oh no no no no. I have to do this to her?",fear,3,"Oh , no no no no . Oh no no no no . I have to do this to her ?"
"No, no, that’s just Chuck Magioni, I-I sold him a house last year!",neutral,6,"No , no , that’s just Chuck Magioni , I-I sold him a house last year !"
Really?! You think that will work?,surprise,4,Really ? ! You think that will work ?
Okay. But the question is who’s gonna go first. ‘Cause whoever goes second is the bitch.,sadness,1,Okay . But the question is who’s gonna go first . ‘Cause whoever goes second is the bitch .
Really!?,surprise,4,Really ! ?
"Y'know, Joey, I think it's time to give up the bag.",sadness,1,"Y'know , Joey , I think it is time to give up the bag ."
"See I-I wrote a book up there and instead of reading it people are-are-are well, rolling around in front of it.",anger,2,"See I-I wrote a book up there and instead of reading it people are-are-are well , rolling around in front of it ."
"Oh, oh! It's on again!",happiness,0,"Oh , oh ! It is on again !"
The charity's on fire!,fear,3,The charity's on fire !
Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,anger,2,Why ? ! To celebrate your relationship ! To solidify your commitment ! To declare your love for one another to the world !
"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",sadness,1,"Okay , come on , I can't get married until I get something old , something new , something borrowed , and something blue ."
"Listen, it was nice to see you. I gotta run backstage.",happiness,0,"Listen , it was nice to see you . I gotta run backstage ."
"Chandler, Chandler, y’know what we should do? You and I should go out and get some new sunglasses.",happiness,0,"Chandler , Chandler , you know what we should do ? You and I should go out and get some new sunglasses ."
"I hang out with you guys, and he stars in a drag show in Vegas.",disgust,5,"I hang out with you guys , and he stars in a drag show in Vegas ."
Well usually...yeah!,surprise,4,Well usually . . . yeah !
The little jail between the doors!,anger,2,The little jail between the doors !
"Oh it’s Bing, sir. I’m sorry , I was just ah...",fear,3,"Oh it is Bing , sir . I am sorry , I was just ah . . ."
"Well it turns out she ah, she wants to get back together with me.",neutral,6,"Well it turns out she ah , she wants to get back together with me ."
"I know, me too.",neutral,6,"I know , me too ."
"We're on in 3, 2,",neutral,6,"We're on in 3 , 2 ,"
"Man, that's some",surprise,4,"Man , that's some"
That’s funny. Umm….  It’s not funny.,fear,3,That’s funny . Umm… . It is not funny .
Ah whatever!,anger,2,Ah whatever !
Not so fast Wesley!,anger,2,Not so fast Wesley !
"I'm moving on, and you're moving on with me.",neutral,6,"I am moving on , and you are moving on with me ."
"We heard about your pants, I'm so sorry.",sadness,1,"We heard about your pants , I am so sorry ."
"Oh, wait and on the nineteenth a secret crush announces itself.",surprise,4,"Oh , wait and on the nineteenth a secret crush announces itself ."
Robert!,anger,2,Robert !
"She’s avoiding me, she doesn’t want to tell me where my Father is.",sadness,1,"She’s avoiding me , she doesn’t want to tell me where my Father is ."
You kissed a guy?!! Oh my God.,surprise,4,You kissed a guy ? ! ! Oh my God .
I'm Joan Collins.,disgust,5,I am Joan Collins .
"Ross, ten o'clock.",neutral,6,"Ross , ten o'clock ."
Such a pig!,disgust,5,Such a pig !
"Well for the regular guy, it’s bad, but Chandler, Oh dear God!",fear,3,"Well for the regular guy , it is bad , but Chandler , Oh dear God !"
"You want me, you want me to quit my job so you can feel like you have a girlfriend?",anger,2,"You want me , you want me to quit my job so you can feel like you have a girlfriend ?"
Of course! Joey wouldn’t let you have one?,sadness,1,Of course ! Joey wouldn’t let you have one ?
Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,sadness,1,Yes . It is very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse .
They musta read the sonogram wrong.,surprise,4,They musta read the sonogram wrong .
"Oh, that’s uh, that’s pretty nice but I’m gonna go with the one I picked first.",neutral,6,"Oh , that’s uh , that’s pretty nice but I am gonna go with the one I picked first ."
Is this because of the burrito thing?,sadness,1,Is this because of the burrito thing ?
"Okay, did you see that?! With the inappropriate and the pinching!!",disgust,5,"Okay , did you see that ? ! With the inappropriate and the pinching ! !"
"Okay, good bye!",anger,2,"Okay , good bye !"
"Wow! Kind of uh, kind of a full house here. I’ll guess just…I’ll  come back.",surprise,4,"Wow ! Kind of uh , kind of a full house here . I’ll guess just…I’ll come back ."
What do you say?,neutral,6,What do you say ?
"No, you started it.",anger,2,"No , you started it ."
"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",fear,3,"Dr . Farber , we've got a bit of an emergency here . . . Jason Costalano is choking on his retainer ."
"Oh, y-yeah, so, you-you love me!",surprise,4,"Oh , y-yeah , so , you-you love me !"
"Oh-oh! Okay, she’s kicking!",happiness,0,"Oh-oh ! Okay , she’s kicking !"
"Okay, they even have actors coming in to read for my part!",fear,3,"Okay , they even have actors coming in to read for my part !"
What’s wrong with you?,disgust,5,What’s wrong with you ?
Wait-wait where are you going? Where are you going?,fear,3,Wait-wait where are you going ? Where are you going ?
"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",disgust,5,"Pheebs , this guy has been obsessed with your sister , for God knows how long , okay , you do not just give up something like that ."
We're here!,happiness,0,We're here !
"Well, I was having a conversation.",neutral,6,"Well , I was having a conversation ."
WHAT IS IT?!,anger,2,WHAT IS IT ? !
I’m on time!,happiness,0,I am on time !
I can't believe you said woowoo. I don't even say woowoo.,disgust,5,I can't believe you said woowoo . I do not even say woowoo .
"Joey. Joey, something feels weird and not good weird. I don’t—Whoa!!",fear,3,"Joey . Joey , something feels weird and not good weird . I don’t—Whoa ! !"
What?! Oh my...  Oh my God!! What happened?!,surprise,4,What ? ! Oh my . . . Oh my God ! ! What happened ? !
"Yeah, I'm gonna stay and read my book. I just wanna be alone right now.",sadness,1,"Yeah , I am gonna stay and read my book . I just wanna be alone right now ."
"God, Ross is on a date with your sister! How weird is that?!",disgust,5,"God , Ross is on a date with your sister ! How weird is that ? !"
"What do you want from me, I’ve never met the guy.",surprise,4,"What do you want from me , I’ve never met the guy ."
"Oh God, kindergarten flashback.",surprise,4,"Oh God , kindergarten flashback ."
"Well, the old lady died.",sadness,1,"Well , the old lady died ."
Rachel.,neutral,6,Rachel .
"Oh, Hi, Ju——Hi, Jew!",neutral,6,"Oh , Hi , Ju——Hi , Jew !"
"Are you kidding?! Another week with that sip, I’ll kill",disgust,5,"Are you kidding ? ! Another week with that sip , I’ll kill"
But only in the moment. So do ya wanna kiss again?,happiness,0,But only in the moment . So do ya wanna kiss again ?
"No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.",anger,2,"No . No-no-no-no , no . I mean , do not do that . Not , I mean not for me ."
Look at that! Look at that! They’re going into the first class lounge! Do you know what they have in there?,surprise,4,Look at that ! Look at that ! They are going into the first class lounge ! Do you know what they have in there ?
"Okay, stop-stop! Phoebe?!",sadness,1,"Okay , stop-stop ! Phoebe ? !"
"Oh it’s Bing, sir. I’m sorry , I was just ah...",fear,3,"Oh it is Bing , sir . I am sorry , I was just ah . . ."
Yes that was mine.,fear,3,Yes that was mine .
That’s great. Good for you guys.,happiness,0,That’s great . Good for you guys .
"Oh, boy, do they suck.",anger,2,"Oh , boy , do they suck ."
I got no sleep last night!,anger,2,I got no sleep last night !
"Uh, Phoebe we've been getting complaints and uh, we're gonna move you to a less high-profile spot.",neutral,6,"Uh , Phoebe we've been getting complaints and uh , we're gonna move you to a less high-profile spot ."
I don’t want to say.,neutral,6,I do not want to say .
Nah!,disgust,5,Nah !
And-and-and-and-and the toothpicks?,disgust,5,And-and-and-and-and the toothpicks ?
Well he made Rachel cry!,disgust,5,Well he made Rachel cry !
"Run! Run you crazy, rich freak!",fear,3,"Run ! Run you crazy , rich freak !"
"Uh-oh, uh-oh, the laundry's done.",fear,3,"Uh-oh , uh-oh , the laundry's done ."
These old things.,sadness,1,These old things .
"Just uh, just stand up straight.",fear,3,"Just uh , just stand up straight ."
I just never thought I would raise this baby all by myself. Pretty dumb huh?,sadness,1,I just never thought I would raise this baby all by myself . Pretty dumb huh ?
"No, I don’t.",disgust,5,"No , I do not ."
But the audition’s in a couple hours and I don’t even understand the game.,fear,3,But the audition’s in a couple hours and I do not even understand the game .
I didn't have to tell you that!! I'm stupider than Jane Rogers!!,anger,2,I didn't have to tell you that ! ! I am stupider than Jane Rogers ! !
Do you know what just happened?,anger,2,Do you know what just happened ?
"You can have your own office, and a raise! Effective tomorrow.",happiness,0,"You can have your own office , and a raise ! Effective tomorrow ."
Really? They love him down on six.,surprise,4,Really ? They love him down on six .
"Huh, Rach I got to say it’s gonna take a lot of money for me to go out on a date with a dude.",disgust,5,"Huh , Rach I got to say it is gonna take a lot of money for me to go out on a date with a dude ."
"Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in.",anger,2,"Excuse me , look , we've been here for over an hour , and a lot of people less sick than my friend have gone in ."
"Hmm, soup.  I mean, noodle soup. I mean soup!",anger,2,"Hmm , soup . I mean , noodle soup . I mean soup !"
"Ah,",neutral,6,"Ah ,"
Okay. And it’s not just chicks y'know? It’s all kinds of other animals!,disgust,5,Okay . And it is not just chicks y'know ? It is all kinds of other animals !
Wait-wait where are you going? Where are you going?,fear,3,Wait-wait where are you going ? Where are you going ?
So how did you know I was even here?,surprise,4,So how did you know I was even here ?
I can't write!,anger,2,I can't write !
Why?! How?! How is he a genius?,surprise,4,Why ? ! How ? ! How is he a genius ?
"Look Julio, someone left their book here.",surprise,4,"Look Julio , someone left their book here ."
"Oh, it’s so easy for you I mean, you’re not married, you get to have sex with who ever you want!",disgust,5,"Oh , it is so easy for you I mean , you are not married , you get to have sex with who ever you want !"
"What?! I wh-, what’s wrong?",fear,3,"What ? ! I wh- , what’s wrong ?"
"Oh, you’re switching apartments?",surprise,4,"Oh , you are switching apartments ?"
Don't you realise what you're-you're doing to yourself?,disgust,5,Do not you realise what you are-you are doing to yourself ?
"Uh, yeah, I’ll take a coffee. Thanks, man.",neutral,6,"Uh , yeah , I’ll take a coffee . Thanks , man ."
I think somebody’s got a little crush on Casey.,happiness,0,I think somebody’s got a little crush on Casey .
And Ross.,neutral,6,And Ross .
That’s a hernia.,disgust,5,That’s a hernia .
Okay .,neutral,6,Okay .
"But, when we were in high school I made out with James Farrell even when I knew that you liked him!",anger,2,"But , when we were in high school I made out with James Farrell even when I knew that you liked him !"
"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",fear,3,"Sweetheart , just gimme- gimme another chance , okay , we'll start all over again . We'll go back to Aruba ."
Ross got married again—Nooooooo!!!!!!!!!,surprise,4,Ross got married again—Nooooooo ! ! ! ! ! ! ! ! !
"Oh. Oh, did-did-did I wake you?",surprise,4,"Oh . Oh , did-did-did I wake you ?"
They musta read the sonogram wrong.,surprise,4,They musta read the sonogram wrong .
We got some,neutral,6,We got some
Oh shoot!,surprise,4,Oh shoot !
"Look, it’s not that easy. She said she wanted to marry me. I  don’t want to hurt her.",sadness,1,"Look , it is not that easy . She said she wanted to marry me . I do not want to hurt her ."
"Umm, well I sorta have some bad news, can I come in?",sadness,1,"Umm , well I sorta have some bad news , can I come in ?"
"Mon, look at yourself. You have cookie on your neck.",disgust,5,"Mon , look at yourself . You have cookie on your neck ."
Isn’t there a national football league.,neutral,6,Isn’t there a national football league .
"No, don’t look directly at them!",fear,3,"No , do not look directly at them !"
Damnit woman we’re losing precious time! Now do you want this man’s blood on your head?,anger,2,Damnit woman we are losing precious time ! Now do you want this man’s blood on your head ?
"You spend half your life in the bathroom, why don’t you ever go out the bloody window!",anger,2,"You spend half your life in the bathroom , why do not you ever go out the bloody window !"
God!,anger,2,God !
And that’s I’m so glad… there’s no problem.,happiness,0,And that’s I am so glad… there’s no problem .
I'm trppd... in an ATM vstbl... wth,fear,3,I am trppd . . . in an ATM vstbl . . . wth
"This is supposed to be, like, the greatest day of my life, y'know?",anger,2,"This is supposed to be , like , the greatest day of my life , y'know ?"
It’s kind of embarrassing.,neutral,6,It is kind of embarrassing .
"Oh, I’m not doing it alone. I have Ross.",neutral,6,"Oh , I am not doing it alone . I have Ross ."
...pig...pig man!,disgust,5,. . . pig . . . pig man !
OK... my weirdest place would have to be... the women's room on the second floor of the New York CIty public library.,neutral,6,OK . . . my weirdest place would have to be . . . the women's room on the second floor of the New York CIty public library .
"No, a guy would be saying, ""I’m never gonna get to sleep with anyone else.""",disgust,5,"No , a guy would be saying , ""I am never gonna get to sleep with anyone else . """
"Well, can you blame her?",sadness,1,"Well , can you blame her ?"
Not even if Carol's breast had a picture of a missing child on it.,disgust,5,Not even if Carol's breast had a picture of a missing child on it .
"I know, but that creep that I went on that date with goes to there so I have to find a new one.",disgust,5,"I know , but that creep that I went on that date with goes to there so I have to find a new one ."
Huh. Y’know what’s not one of a kind? A twin!,anger,2,Huh . You know what’s not one of a kind ? A twin !
"So just stop all the yelling, just stop it!",anger,2,"So just stop all the yelling , just stop it !"
"Ohh, get a room.",disgust,5,"Ohh , get a room ."
"Yeah, it is! Naked Ross!!",surprise,4,"Yeah , it is ! Naked Ross ! !"
"Doesn't matter, I'm never gonna get to meet her anyway.",sadness,1,"Doesn't matter , I am never gonna get to meet her anyway ."
"Yep. Hey, what do you say we make it a double feature?",neutral,6,"Yep . Hey , what do you say we make it a double feature ?"
"All right, so are we not having dinner at all?",sadness,1,"All right , so are we not having dinner at all ?"
How do you expect me to stay calm?!,anger,2,How do you expect me to stay calm ? !
But they're not here yet!,fear,3,But they are not here yet !
Oh God. I’m sorry about this.,sadness,1,Oh God . I am sorry about this .
"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",happiness,0,"Hey Ross , wouldn't it be great if we could go two straight hours without dropping it ? !"
Give me your hands.  Strings. Gimme it!  Pick. Do you want to learn to play guitar?,anger,2,Give me your hands . Strings . Gimme it ! Pick . Do you want to learn to play guitar ?
Do you remember how he behaved at our wedding?,disgust,5,Do you remember how he behaved at our wedding ?
What're we gonna do? What're we gonna do?,fear,3,What're we gonna do ? What're we gonna do ?
I know I miss you too. I can't wait to see you. I love you. Bye.,happiness,0,I know I miss you too . I can't wait to see you . I love you . Bye .
Hey! Did Chandler show up yet?,fear,3,Hey ! Did Chandler show up yet ?
Are you mocking me?,anger,2,Are you mocking me ?
My turn? What-what are you talking about?,surprise,4,My turn ? What-what are you talking about ?
Uh huh?,neutral,6,Uh huh ?
Don't let him in! I'm supposed to be at a regatta gala.,fear,3,Do not let him in ! I am supposed to be at a regatta gala .
"Oh, no-no-no, see, that-that clock’s a little fast, uh, we have 17 minutes.",neutral,6,"Oh , no-no-no , see , that-that clock’s a little fast , uh , we have 17 minutes ."
Sure.,neutral,6,Sure .
"The babies are asleep, I’m sure you’ll be okay on your own for a while!",neutral,6,"The babies are asleep , I am sure you will be okay on your own for a while !"
"Ok, Ok, Pheebs...",neutral,6,"Ok , Ok , Pheebs . . ."
You’ll see.,neutral,6,You will see .
Wow! If only more people knew.,surprise,4,Wow ! If only more people knew .
Hey!!,happiness,0,Hey ! !
We hate that guy.,disgust,5,We hate that guy .
"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",disgust,5,"Eww ! Look , I am asking a favor here . If I do this for her brother , maybe Angela will come back to me ."
You gotta help me out with a couple more boxes!,sadness,1,You gotta help me out with a couple more boxes !
"So, yay!",happiness,0,"So , yay !"
So what did he decide? Does your Uncle Nathan get an invite or not?,neutral,6,So what did he decide ? Does your Uncle Nathan get an invite or not ?
"Oh no it’s not, no it’s not. It’s a first date. I’m",fear,3,"Oh no it is not , no it is not . It is a first date . I’m"
"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",sadness,1,"Oh my God Ross , no , hang up the phone , give me the phone Ross , give me the phone , give me the phone , give me the ."
"But believe me, that’s not gonna happen today.",neutral,6,"But believe me , that’s not gonna happen today ."
"The next time you want to dump a fire alarm in a trash chute, don’t wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",disgust,5,"The next time you want to dump a fire alarm in a trash chute , do not wrap it in a blanket that says , ""Property of Phoebe Buffay not Monica . """
"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",anger,2,"Yeah , they think they can charge me for some dirty movie and a bag of Mashuga nuts , they got another think coming ."
"Okay, that's, that's enough.",neutral,6,"Okay , that's , that's enough ."
"Umm, look I like you.",fear,3,"Umm , look I like you ."
"Well, I’d gotten Judy pregnant. I still don’t know how that happened.",happiness,0,"Well , I’d gotten Judy pregnant . I still do not know how that happened ."
"Hey Monica, it’s Chip.",neutral,6,"Hey Monica , it is Chip ."
Big deal!,anger,2,Big deal !
You are really frightening me.,fear,3,You are really frightening me .
Thanks a lot.,anger,2,Thanks a lot .
"Anyway, it just doesn’t seem worth it to make a whole turkey for just three people. Okay? It’s a lot of work.",neutral,6,"Anyway , it just doesn’t seem worth it to make a whole turkey for just three people . Okay ? It is a lot of work ."
"Uh-oh, uh-oh, the laundry's done.",fear,3,"Uh-oh , uh-oh , the laundry's done ."
"Two very good points, look I’ve known you both a long time, and I’ve never seen either of you one/millionth as happy as you’ve been since you’ve got together.",sadness,1,"Two very good points , look I’ve known you both a long time , and I’ve never seen either of you one/millionth as happy as you’ve been since you’ve got together ."
"Oh, why is it unfair?",surprise,4,"Oh , why is it unfair ?"
It's just like pulling off a Band-aid.,neutral,6,It is just like pulling off a Band-aid .
"About a month ago this guy spent the night with Rachel, I didn’t see who it was but",disgust,5,"About a month ago this guy spent the night with Rachel , I didn’t see who it was but"
Of course!!,fear,3,Of course ! !
He’s taking off her coat!,disgust,5,He’s taking off her coat !
Oh no.,disgust,5,Oh no .
The woman from the museum called and said that there was a cancellation and that we could move up our wedding and Chandler heard!,fear,3,The woman from the museum called and said that there was a cancellation and that we could move up our wedding and Chandler heard !
Well then we’ll get wet.,anger,2,Well then we’ll get wet .
"Well, I don’t understand why Adrienne’s attracted to Victor.",disgust,5,"Well , I do not understand why Adrienne’s attracted to Victor ."
"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.",sadness,1,"Yeah , and it really freaked me out ! And after a while I even tried to hurt you and it just spurred you on ."
"Oh, look! Acting for Beginners! Want to feel good about yourself?",fear,3,"Oh , look ! Acting for Beginners ! Want to feel good about yourself ?"
"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""",disgust,5,"See , there's always one guy . ""If I had a wish , I'd wish for three more wishes . """
What are you crazy?!,disgust,5,What are you crazy ? !
Chandler! He’s your father.  he should be at the wedding.,anger,2,Chandler ! He’s your father . he should be at the wedding .
You want it there? You take it there baby!,happiness,0,You want it there ? You take it there baby !
We found your fire alarm in the trash chute.,anger,2,We found your fire alarm in the trash chute .
"Now, after you receive the doubling bonus, you get uh, one card.",neutral,6,"Now , after you receive the doubling bonus , you get uh , one card ."
"Man, we gotta do something about that guy.",disgust,5,"Man , we gotta do something about that guy ."
No-no-no! We need something old!,sadness,1,No-no-no ! We need something old !
"Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?",neutral,6,"Hey-hey-hey ! So , how did it go with Dana ? Any reason I should leave a block of time open say Thursday ?"
"So, so, what’d ya think?",neutral,6,"So , so , what’d ya think ?"
Do you remember how he behaved at our wedding?,disgust,5,Do you remember how he behaved at our wedding ?
Huh? Uh,neutral,6,Huh ? Uh
"Fine, I’m mentally unstable.",anger,2,"Fine , I am mentally unstable ."
"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",sadness,1,"I mean , well , 'cause when I was growing up , you know my dad left , and my mother died , and my stepfather went to jail , so I barely had enough pieces of parents to make one whole one ."
"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",happiness,0,"Ok , I know this is gonna sound really stupid , but I feel that if I can do this , you know , if I can actually do my own laundry , there isn't anything I can't do ."
Oh man!,surprise,4,Oh man !
"Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel.",neutral,6,"Okay . And , my , dead , mother , says , you , are , it . I am with Rachel ."
I don’t know what I’m going to do!,fear,3,I do not know what I am going to do !
And I just want a million dollars!,fear,3,And I just want a million dollars !
No there won’t! I promise I will finish that turkey!,happiness,0,No there will not ! I promise I will finish that turkey !
"Very good,  so good.",happiness,0,"Very good , so good ."
Did you tell your sister to ask me out?,neutral,6,Did you tell your sister to ask me out ?
"You can come in, but your filter-tipped little buddy has to stay outside!",happiness,0,"You can come in , but your filter-tipped little buddy has to stay outside !"
"As I recall when we got married, I saw the groom in the wedding dress.",happiness,0,"As I recall when we got married , I saw the groom in the wedding dress ."
"This doesn’t mean anything, does it?",fear,3,"This doesn’t mean anything , does it ?"
I can never kiss you again when it's all I can do not    to kiss you right now.,sadness,1,I can never kiss you again when it is all I can do not to kiss you right now .
See? I’m doing it. I am totally doing it.  I lost it.,anger,2,See ? I am doing it . I am totally doing it . I lost it .
That’s my job!,anger,2,That’s my job !
Really? You'd-you'd do that for me?!,surprise,4,Really ? You'd-you'd do that for me ? !
Y’know what? It doesn’t matter! Because it is not true!,anger,2,You know what ? It doesn’t matter ! Because it is not true !
I just came from the park!,anger,2,I just came from the park !
"I’m so sorry. Please, stop freaking out.",fear,3,"I am so sorry . Please , stop freaking out ."
"Ah, it’s says so in the script!",anger,2,"Ah , it is says so in the script !"
"Well, go over to her! She's not with anyone.",happiness,0,"Well , go over to her ! She's not with anyone ."
Maybe it was the guy.,neutral,6,Maybe it was the guy .
"No. When it comes to sweets, he’s surprisingly strict.",sadness,1,"No . When it comes to sweets , he’s surprisingly strict ."
"Y'know, for me anyway.",sadness,1,"Y'know , for me anyway ."
"Yeah, I’ve always hated that Howie.",disgust,5,"Yeah , I’ve always hated that Howie ."
I can’t believe you came back.,surprise,4,I cannot believe you came back .
"That’s funny, yeah!",happiness,0,"That’s funny , yeah !"
Electrical plans for the building.,neutral,6,Electrical plans for the building .
Well he’s probably mad after you called him this morning to borrow his goggles.,neutral,6,Well he’s probably mad after you called him this morning to borrow his goggles .
Do I know you?,surprise,4,Do I know you ?
"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",sadness,1,"Okay , come on , I can't get married until I get something old , something new , something borrowed , and something blue ."
"Well, she is going to know that you stole the joke.",anger,2,"Well , she is going to know that you stole the joke ."
"Hey, when I’m in a play and you’re in the audience, I don’t talk to you, right?",neutral,6,"Hey , when I am in a play and you are in the audience , I do not talk to you , right ?"
"Hold it, hold it.",neutral,6,"Hold it , hold it ."
They rushed into this thing so fast it’s ridiculous!,disgust,5,They rushed into this thing so fast it is ridiculous !
Okay. And it’s not just chicks y'know? It’s all kinds of other animals!,disgust,5,Okay . And it is not just chicks y'know ? It is all kinds of other animals !
Oh God I'm sorry!,happiness,0,Oh God I am sorry !
"Well, I don’t understand why Adrienne’s attracted to Victor.",disgust,5,"Well , I do not understand why Adrienne’s attracted to Victor ."
They’re wildly unpopular.,neutral,6,They are wildly unpopular .
"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'",disgust,5,"Yeah , well , you wouldn't think it was cool if you are eleven years old and all your friends are passing around page 79 of 'Mistress Bitch . '"
Ohh.,surprise,4,Ohh .
"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.",disgust,5,"Hey , y'know what you should do ? You should take her back to the 1890's , when that phrase was last used ."
"No! I do not care what my hormones are doing, I am not going to just do it with some random guy!",disgust,5,"No ! I do not care what my hormones are doing , I am not going to just do it with some random guy !"
"Umm, I’ve been thinking, I’m just gonna come out and say it.",fear,3,"Umm , I’ve been thinking , I am just gonna come out and say it ."
"Oh... Mike's sister just invited me to a party tonight, he's gonna be there.",anger,2,"Oh . . . Mike's sister just invited me to a party tonight , he's gonna be there ."
"Oh, I'd love to, but I gotta get up so early the next day and    so, you know me, work comes first",neutral,6,"Oh , I'd love to , but I gotta get up so early the next day and so , you know me , work comes first"
Really? I’ve been dealing with Dr. Wells.,surprise,4,Really ? I’ve been dealing with Dr . Wells .
"Okay, Ben, I won’t tell your daddy that you had ice cream for dinner, if you don’t tell about our little bonking incident.",fear,3,"Okay , Ben , I will not tell your daddy that you had ice cream for dinner , if you do not tell about our little bonking incident ."
"Hey, my Father’s house does that!",surprise,4,"Hey , my Father’s house does that !"
I am going to take you out to dinner tonight.,happiness,0,I am going to take you out to dinner tonight .
": ‘Cause you’re a little princess! ""Daddy, buy me a pizza. Daddy, buy me a candy factory. Daddy, make the cast of",disgust,5,": ‘Cause you are a little princess ! ""Daddy , buy me a pizza . Daddy , buy me a candy factory . Daddy , make the cast of"
"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",surprise,4,"Wow ! You realize that we've been throwing this ball , without dropping it , for like an hour ?"
But we should move quick.,fear,3,But we should move quick .
"Well, fine.",anger,2,"Well , fine ."
Monica kinda trusted me with something and she shouldn’t have!,fear,3,Monica kinda trusted me with something and she shouldn’t have !
No but you shouldn't! Don't ever do that again.,anger,2,No but you shouldn't ! Do not ever do that again .
But how about tomorrow?,neutral,6,But how about tomorrow ?
"Oh, okay that explains it.",neutral,6,"Oh , okay that explains it ."
"Oh, I’m sorry. Of course I mean that. Interesting idea, umm, talk about it, but no.",disgust,5,"Oh , I am sorry . Of course I mean that . Interesting idea , umm , talk about it , but no ."
Wait you stole those from these people’s wedding?,surprise,4,Wait you stole those from these people’s wedding ?
You stole them from me!,anger,2,You stole them from me !
"Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...",sadness,1,"Y'know I wanted to tell you yesterday , but I just , I kinda felt all floopy , and . . ."
"Oh, great!",surprise,4,"Oh , great !"
"Oh, don’t thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.",anger,2,"Oh , do not thank me , thank the jerk that never showed up . Okay , I gotta get to get to work ."
Jason is not a sissy!,anger,2,Jason is not a sissy !
See you later Rach.,neutral,6,See you later Rach .
"You know, it still smells like monkey in there.",disgust,5,"You know , it still smells like monkey in there ."
It doesn’t matter because nothing beats a three and a six.,happiness,0,It doesn’t matter because nothing beats a three and a six .
"Oh, oh, oh, sorry.",fear,3,"Oh , oh , oh , sorry ."
Why don’t you tell me what happened.,neutral,6,Why do not you tell me what happened .
So?,neutral,6,So ?
"Chandler, we said we would meet at the coffeehouse at six.",anger,2,"Chandler , we said we would meet at the coffeehouse at six ."
I made it in the sixth grade.,neutral,6,I made it in the sixth grade .
"Push 'em out, push 'em out, harder, harder.",happiness,0,"Push 'em out , push 'em out , harder , harder ."
I can't believe you said woowoo. I don't even say woowoo.,disgust,5,I can't believe you said woowoo . I do not even say woowoo .
"Since you have such a great sense of what I need, uh ooh, here’s-here’s 60 bucks, why don’t you take Phoebe down to that Colonial flea market of yours and get me some stuff.",neutral,6,"Since you have such a great sense of what I need , uh ooh , here’s-here’s 60 bucks , why do not you take Phoebe down to that Colonial flea market of yours and get me some stuff ."
People make mistakes!,neutral,6,People make mistakes !
"Oh my god, what were you thinking?",disgust,5,"Oh my god , what were you thinking ?"
Someone on the subway licked my neck! Licked my neck!!,disgust,5,Someone on the subway licked my neck ! Licked my neck ! !
"Uh-oh, Bruiser has Becker on the canvas and is going for his favourite area.",fear,3,"Uh-oh , Bruiser has Becker on the canvas and is going for his favourite area ."
