text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
Good luck!,neutral,happiness,neutral,approval,mild,mild,0.6891656,0.11998528,0.5011728,10,False,False,True,False,Medium
It's my very first photo challenge,neutral,happiness,neutral,neutral,moderate,neutral,0.38411567,0.5870811,0.53530264,34,False,True,False,False,High
in Asia's Next Top Model.,happiness,happiness,pride,neutral,moderate,neutral,0.50910395,0.42900985,0.41717875,25,True,False,False,False,Medium
"I've been waiting for this, like, for my whole life,",neutral,happiness,neutral,neutral,intense,mild,0.2618214,0.4526221,0.39313155,52,False,True,False,False,Very Low
"so I'm very excited, but I was so scared also.",fear,sadness,nervousness,optimism,intense,moderate,0.26065323,0.092394345,0.5246294,46,False,False,False,False,Very Low
"Being in the bottom three for the runaway task,",neutral,neutral,neutral,neutral,moderate,neutral,0.28128934,0.6730638,0.5187271,47,True,True,False,False,Medium
"it was a lot of pressure,",neutral,sadness,neutral,neutral,moderate,moderate,0.4395593,0.1325618,0.43399897,25,False,True,True,False,Very Low
"because I know I had to, like,",neutral,neutral,neutral,neutral,moderate,neutral,0.2854673,0.5803681,0.4347931,30,True,True,False,False,Low
step up my game this time.,neutral,happiness,neutral,neutral,moderate,mild,0.698982,0.14940405,0.49833673,26,False,True,False,False,Medium
"I kind of was just like,",neutral,neutral,neutral,neutral,mild,neutral,0.38716137,0.67187965,0.64839965,24,True,True,False,False,High
gotta give it your all.,neutral,happiness,neutral,neutral,moderate,mild,0.51187855,0.2676062,0.3625457,23,False,True,False,False,Low
"But at the same time, I was just like,",neutral,surprise,neutral,neutral,mild,neutral,0.32797995,0.6178872,0.55573833,38,False,True,False,False,High
"shit, you know?",neutral,surprise,neutral,curiosity,moderate,mild,0.5004765,0.2927515,0.67885786,15,False,False,False,False,Medium
"Hey, girls!",neutral,happiness,neutral,neutral,neutral,neutral,0.51471806,0.43933892,0.421012,11,False,True,True,False,Medium
"Probably some of you are excited,",neutral,happiness,neutral,neutral,mild,mild,0.61359185,0.26001185,0.5221008,33,False,True,True,False,Medium
a little bit nervous.,fear,fear,nervousness,annoyance,mild,moderate,0.319582,0.08461975,0.5281156,21,True,False,False,False,Very Low
I know what it feels like,neutral,surprise,neutral,neutral,mild,mild,0.5092839,0.28208923,0.5834573,25,False,True,True,False,Medium
"to be in a competition kind of situation,",neutral,neutral,neutral,neutral,mild,neutral,0.49066493,0.74346286,0.64541525,41,True,True,False,False,High
I'm not gonna be physically with you,neutral,sadness,neutral,neutral,neutral,moderate,0.2844089,0.29494998,0.36406854,36,False,True,False,False,Very Low
but Cindy did invite me to share some tips with you,neutral,happiness,neutral,neutral,mild,mild,0.5646605,0.44166628,0.55272245,51,False,True,True,False,High
so that I can see how you girls are doing.,neutral,happiness,neutral,curiosity,moderate,mild,0.6112026,0.34014034,0.67240053,42,False,False,False,False,High
You have a long way to go.,neutral,neutral,neutral,neutral,mild,neutral,0.22767392,0.5471385,0.3754029,26,True,True,False,False,Low
"And also, people want somebody easy to work with,",neutral,happiness,neutral,neutral,neutral,mild,0.58351827,0.29663825,0.4194752,49,False,True,False,False,Low
It's very important.,neutral,happiness,neutral,neutral,neutral,mild,0.56972337,0.27466697,0.48634073,20,False,True,False,False,Medium
Group hug!,neutral,happiness,neutral,neutral,moderate,mild,0.6411103,0.18701187,0.4511582,10,False,True,False,False,Low
"I'm the first girl,",neutral,neutral,neutral,neutral,moderate,neutral,0.5972552,0.7875798,0.77040964,19,True,True,False,False,Very High
so I won't be able to see,neutral,sadness,neutral,neutral,mild,moderate,0.28579813,0.33500203,0.32795915,25,False,True,False,False,Very Low
what to do and what not to do.,neutral,neutral,neutral,neutral,moderate,neutral,0.48867962,0.8091196,0.6934501,30,True,True,False,False,High
"I'm kind of, like, nervous.",fear,fear,nervousness,annoyance,mild,moderate,0.312622,0.10257042,0.56277955,27,True,False,False,False,Very Low
"You're really missing the beat of the camera,",neutral,disgust,neutral,disapproval,moderate,moderate,0.26837853,0.19426553,0.47209916,45,False,False,True,False,Very Low
"so just really try to get it on the 1, 2, 3.",neutral,happiness,neutral,neutral,neutral,neutral,0.34256327,0.6356868,0.5383102,44,False,True,True,False,High
It's not even a pretty dancer.,neutral,disgust,neutral,neutral,moderate,mild,0.31313255,0.24391845,0.47260603,30,False,True,False,False,Very Low
It's very awkward-looking at the moment.,neutral,sadness,neutral,disapproval,moderate,moderate,0.40827963,0.1453273,0.44520715,40,False,False,True,False,Very Low
I was kind of panicking,neutral,sadness,neutral,annoyance,moderate,moderate,0.31906942,0.0928998,0.47553012,23,False,False,True,False,Very Low
"because the judges were trying to help me out,",neutral,happiness,neutral,neutral,mild,mild,0.6248233,0.22069468,0.49159065,46,False,True,True,False,Medium
"like, do this, do that.",neutral,neutral,neutral,neutral,mild,neutral,0.64638335,0.84932697,0.8056757,23,True,True,False,False,Very High
I'm kind of thinking I should have done better.,neutral,surprise,neutral,neutral,neutral,mild,0.21990702,0.31082633,0.3716997,47,False,True,False,False,Very Low
Clara!,neutral,neutral,neutral,neutral,mild,neutral,0.40052706,0.5760834,0.5680935,6,True,True,False,False,High
"Let's go. 1, 2, 3, go!",neutral,happiness,neutral,neutral,moderate,neutral,0.39600533,0.53967416,0.53121305,22,False,True,False,False,Medium
Yeah!,neutral,happiness,neutral,neutral,mild,neutral,0.37061247,0.57267255,0.5387946,5,False,True,False,False,High
"1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.70091915,0.872602,0.8626683,12,True,True,False,False,Very High
Good.,neutral,happiness,neutral,neutral,mild,mild,0.6011934,0.21597725,0.50336766,5,False,True,True,False,Medium
"1, 2, 3, let's go.",neutral,neutral,neutral,neutral,mild,neutral,0.67108995,0.84181505,0.8347372,18,True,True,False,False,Very High
"Yeah, she's got two.",neutral,neutral,neutral,neutral,mild,neutral,0.6474226,0.8335812,0.78863263,20,True,True,False,False,Very High
Today's photoshoot's so perfect for me.,neutral,happiness,neutral,approval,moderate,mild,0.71014667,0.12195141,0.48474392,39,False,False,False,False,Medium
"Yes, yes, I want some more, just like that.",neutral,happiness,neutral,neutral,moderate,neutral,0.5215014,0.3235097,0.3870672,43,False,True,False,False,Low
"Okay, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.7039974,0.8728509,0.8465284,18,True,True,False,False,Very High
"I like photographers who talk like,",neutral,happiness,neutral,neutral,mild,mild,0.46553406,0.48852465,0.5449237,35,False,True,True,False,High
"nice, good, amazing, so I can improve, right?",happiness,happiness,optimism,admiration,mild,mild,0.70744365,0.13062645,0.4981971,45,True,False,True,False,Medium
Beautiful.,neutral,happiness,neutral,admiration,mild,mild,0.62046695,0.15695281,0.530458,10,False,False,True,False,Medium
Beautiful.,neutral,happiness,neutral,admiration,moderate,mild,0.62046695,0.15695281,0.530458,10,False,False,False,False,Medium
Go.,neutral,neutral,neutral,neutral,mild,neutral,0.73470044,0.87197727,0.8749098,3,True,True,False,False,Very High
Clara's doing really good.,neutral,happiness,neutral,admiration,moderate,mild,0.68615913,0.14456926,0.48502544,26,False,False,False,False,Medium
I'm very impressed.,neutral,happiness,neutral,admiration,moderate,mild,0.6244188,0.13370372,0.48211366,19,False,False,False,False,Low
"Okay, okay, I got my work cut out for me now.",neutral,happiness,neutral,neutral,neutral,mild,0.5446776,0.23388037,0.37027752,45,False,True,False,False,Low
Well done!,neutral,happiness,neutral,admiration,moderate,mild,0.6827169,0.14301153,0.4880599,10,False,False,False,False,Medium
"Okay, less like a bird, all right?",neutral,neutral,neutral,neutral,mild,neutral,0.58481956,0.8180833,0.7355103,34,True,True,False,False,High
"I was like, what was I gonna do,",neutral,surprise,neutral,curiosity,moderate,mild,0.3861059,0.5747458,0.7853444,32,False,False,False,False,High
"what was I gonna do,",neutral,surprise,neutral,curiosity,moderate,mild,0.32558328,0.39769122,0.6955091,20,False,False,False,False,Medium
and then it just went blank.,neutral,sadness,neutral,neutral,intense,neutral,0.23289914,0.40455788,0.43929633,28,False,True,False,False,Very Low
Think about what your hands are doing and your face.,neutral,surprise,neutral,curiosity,neutral,mild,0.41344544,0.2555302,0.6659831,52,False,False,False,False,Medium
"1, 2, 3, and go.",neutral,neutral,neutral,neutral,mild,neutral,0.7042358,0.8738368,0.8710966,16,True,True,False,False,Very High
Very well.,neutral,happiness,neutral,neutral,mild,mild,0.5929156,0.19521105,0.51569873,10,False,True,True,False,Low
Much better.,neutral,happiness,neutral,neutral,moderate,mild,0.68239486,0.14482675,0.5399894,12,False,True,False,False,Medium
"So much better, good job.",neutral,happiness,neutral,admiration,moderate,mild,0.63977265,0.15947124,0.47188866,25,False,False,False,False,Low
My shoot is like a rollercoaster ride.,neutral,happiness,neutral,neutral,moderate,mild,0.49516463,0.2671658,0.59444386,38,False,True,False,False,Medium
"they like it, they don't.",neutral,disgust,neutral,neutral,mild,mild,0.3363485,0.22866164,0.415389,25,False,True,True,False,Very Low
My goal now is just to survive.,neutral,happiness,neutral,neutral,moderate,neutral,0.49393705,0.242805,0.3348411,31,False,True,False,False,Very Low
I'm gonna try to like climb on top,neutral,happiness,neutral,neutral,mild,neutral,0.45521948,0.48394656,0.40324345,34,False,True,False,False,Medium
Lady!,neutral,happiness,neutral,neutral,mild,mild,0.57574284,0.22683339,0.5193273,5,False,True,True,False,Medium
I like the energy.,neutral,happiness,neutral,admiration,moderate,mild,0.70123565,0.15292382,0.51388603,18,False,False,False,False,Medium
I don't think I can win Best Photographer.,neutral,sadness,neutral,neutral,mild,moderate,0.27778238,0.27964625,0.38848668,42,False,True,False,False,Very Low
"I see Heidi do it really, really well.",neutral,happiness,neutral,admiration,moderate,mild,0.63017404,0.15710917,0.5155371,38,False,False,False,False,Low
That one's beautiful.,neutral,happiness,neutral,admiration,moderate,mild,0.6314141,0.16630933,0.5331074,21,False,False,False,False,Medium
"She's like a stallion,",neutral,neutral,neutral,neutral,moderate,neutral,0.3635291,0.61738104,0.5000438,22,True,True,False,False,High
like a galloping stallion in this one.,neutral,neutral,neutral,neutral,moderate,neutral,0.4641677,0.72250694,0.61137325,38,True,True,False,False,High
That's amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.6182517,0.14813082,0.5390661,15,True,True,False,False,Medium
I'm getting great feedback at this moment.,neutral,happiness,neutral,approval,moderate,mild,0.69413257,0.13145314,0.51601624,42,False,False,False,False,Medium
Whoa!,neutral,happiness,neutral,neutral,moderate,mild,0.3366742,0.37059668,0.5297872,5,False,True,False,False,Low
"If I trip and it's a good picture,",neutral,happiness,neutral,neutral,mild,mild,0.65253764,0.23043266,0.52613026,34,False,True,True,False,Medium
it will be worth it.,neutral,happiness,neutral,neutral,mild,mild,0.63948804,0.10943094,0.40080285,20,False,True,True,False,Low
"Nice, I like that!",neutral,happiness,neutral,admiration,moderate,mild,0.6650064,0.15095513,0.49009758,18,False,False,False,False,Medium
Thank you so much.,neutral,happiness,neutral,admiration,moderate,mild,0.63255155,0.14242162,0.4383676,18,False,False,False,False,Low
I'm so happy I'm before Veronica.,neutral,happiness,neutral,approval,moderate,mild,0.66850096,0.116264045,0.49297428,33,False,False,False,False,Low
"Photo shoot is more my thing,",neutral,neutral,neutral,neutral,moderate,neutral,0.604217,0.81045765,0.7743111,29,True,True,False,False,Very High
so she can learn from me.,neutral,happiness,neutral,neutral,mild,mild,0.6089424,0.26193947,0.47509888,25,False,True,True,False,Medium
"Okay, ready, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.6885472,0.8659051,0.82721853,25,True,True,False,False,Very High
It's making you look very angry.,anger,sadness,disapproval,annoyance,mild,moderate,0.34267962,0.102734335,0.4504531,32,False,False,False,False,Very Low
Try to relax your jaw a little bit.,neutral,neutral,neutral,neutral,mild,neutral,0.24437591,0.68142384,0.48204195,35,True,True,False,False,Medium
"Use your arms, change the angle of the face.",neutral,neutral,neutral,neutral,mild,neutral,0.55006146,0.7712755,0.7416654,44,True,True,False,False,High
"When I remember to put my chin up,",neutral,neutral,neutral,neutral,mild,neutral,0.44695935,0.78521323,0.6508311,34,True,True,False,False,High
I forget about the mouth.,neutral,surprise,neutral,neutral,mild,neutral,0.34771922,0.47855255,0.4913791,25,False,True,False,False,Medium
And then when I remember the chin and the mouth,neutral,surprise,neutral,neutral,mild,neutral,0.43090576,0.49033087,0.44641963,47,False,True,False,False,Medium
I comment about the eyes.,neutral,neutral,neutral,neutral,mild,neutral,0.56743276,0.7919052,0.766451,25,True,True,False,False,High
There's always something.,neutral,neutral,neutral,neutral,mild,neutral,0.6195838,0.8545275,0.7754994,25,True,True,False,False,Very High
"Yes, there you go.",neutral,neutral,neutral,neutral,moderate,neutral,0.7110681,0.86603135,0.856743,18,True,True,False,False,Very High
Chicken!,neutral,happiness,neutral,neutral,mild,mild,0.43648532,0.52175003,0.4316995,8,False,True,True,False,Medium
I'm feeling very hot in the jacket.,neutral,happiness,neutral,neutral,neutral,mild,0.4407388,0.35212737,0.42445514,35,False,True,False,False,Low
It's really constricting my movements as well.,neutral,sadness,neutral,annoyance,mild,moderate,0.34940603,0.13317823,0.53471816,46,False,False,False,False,Very Low
"Where are you going, honey?",neutral,happiness,neutral,curiosity,mild,mild,0.4159844,0.70079345,0.7997815,27,False,False,True,False,High
Tame the hands.,neutral,neutral,neutral,neutral,mild,neutral,0.371764,0.71231383,0.64558804,15,True,True,False,False,High
You look like Lady Gaga.,neutral,happiness,neutral,neutral,mild,mild,0.6452669,0.25905722,0.592709,24,False,True,True,False,High
"Yes, yes, yes, good.",neutral,happiness,neutral,neutral,moderate,mild,0.5910941,0.2492427,0.49888584,20,False,True,False,False,Medium
Let's try jumping in.,neutral,neutral,neutral,neutral,mild,neutral,0.57662725,0.7663521,0.75902236,21,True,True,False,False,High
"Good, a little bit less.",neutral,neutral,neutral,neutral,mild,neutral,0.46258596,0.7964439,0.70921683,24,True,True,False,False,High
Almost.,neutral,neutral,neutral,neutral,mild,neutral,0.70913106,0.8658949,0.8619642,7,True,True,False,False,Very High
"Namita, let's see what you got, girlfriend.",neutral,happiness,neutral,curiosity,neutral,mild,0.47331494,0.509808,0.7285652,43,False,False,False,False,High
"Everyone set such a high bar,",neutral,happiness,neutral,neutral,moderate,mild,0.6484912,0.2156959,0.61970335,29,False,True,False,False,High
"and I was just like, oh, shit, crap, okay.",neutral,surprise,neutral,neutral,mild,mild,0.44435522,0.37978724,0.44791454,42,False,True,True,False,Low
Watch that duck face.,neutral,neutral,neutral,neutral,mild,neutral,0.5155708,0.8346763,0.7006521,21,True,True,False,False,High
"Careful of your eyes, you're looking really bug-eyed.",neutral,fear,neutral,annoyance,neutral,moderate,0.30682492,0.14371067,0.5134882,53,False,False,False,False,Very Low
So my confidence kind of just went...,neutral,neutral,neutral,neutral,moderate,neutral,0.48567343,0.7623767,0.674895,37,True,True,False,False,High
"Keep doing what you're doing with your body,",neutral,anger,neutral,neutral,mild,mild,0.25613734,0.40614748,0.351493,44,False,True,True,False,Very Low
"Yes, better, better, much better.",neutral,happiness,neutral,admiration,moderate,mild,0.69028705,0.13560796,0.49978998,33,False,False,False,False,Medium
That one's amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.5969063,0.159794,0.55270064,19,True,True,False,False,Medium
When I finally got into the momentum,neutral,happiness,neutral,neutral,mild,mild,0.37176654,0.49522457,0.44741714,36,False,True,True,False,Medium
"and when I finally got what they were asking for,",neutral,happiness,neutral,neutral,mild,mild,0.3613561,0.40066746,0.525898,49,False,True,True,False,Low
it was kind of too late.,neutral,sadness,neutral,neutral,mild,moderate,0.41015106,0.19191885,0.33457166,24,False,True,False,False,Very Low
"Well done, Veronica!",neutral,happiness,neutral,admiration,moderate,mild,0.67150635,0.14191768,0.47950444,20,False,False,False,False,Low
"Between me and Valerie, it's really complicated",neutral,surprise,neutral,neutral,mild,mild,0.3274148,0.28999674,0.43830308,47,False,True,True,False,Very Low
"It's a competition, but we're still connected, right?",neutral,happiness,neutral,neutral,neutral,mild,0.4308761,0.473165,0.41444355,53,False,True,False,False,Medium
"So I want her to do good, but I want to do better.",neutral,happiness,neutral,neutral,moderate,moderate,0.5907729,0.12670828,0.38993704,50,False,True,True,False,Very Low
"Nice, that was a nice shape there.",neutral,happiness,neutral,admiration,mild,mild,0.68994594,0.16809253,0.5501079,34,False,False,True,False,Medium
That was amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.59479463,0.15447177,0.49960217,17,True,True,False,False,Low
It's hard to tell if you're smiling or not.,neutral,surprise,neutral,neutral,mild,mild,0.3646699,0.34774765,0.55847573,43,False,True,True,False,Low
"The pose is good,",neutral,happiness,neutral,neutral,mild,mild,0.68175167,0.1384451,0.53754157,17,False,True,True,False,Medium
I just have to pay more attention up here.,neutral,happiness,neutral,neutral,neutral,mild,0.29196933,0.371302,0.33944845,42,False,True,False,False,Very Low
I really enjoyed the photo shoot.,neutral,happiness,neutral,admiration,moderate,mild,0.6792052,0.12722112,0.49056914,33,False,False,False,False,Low
"Last frame, you are done.",neutral,neutral,neutral,neutral,mild,neutral,0.43493685,0.7898806,0.6943405,25,True,True,False,False,High
Good job.,neutral,happiness,neutral,admiration,mild,mild,0.6805027,0.1414373,0.49162644,9,False,False,True,False,Medium
I don't have much experience of taking photo shoots.,neutral,sadness,neutral,neutral,neutral,neutral,0.2381467,0.4380992,0.41092068,52,False,True,True,False,Very Low
"I have a lot of thoughts,",neutral,neutral,neutral,neutral,mild,neutral,0.4285647,0.7155619,0.606614,25,True,True,False,False,High
I have many plans for different kinds of posing.,neutral,neutral,neutral,neutral,mild,neutral,0.4422677,0.6630383,0.5538892,48,True,True,False,False,High
A little bit more energy in your face.,neutral,fear,neutral,neutral,neutral,neutral,0.23691683,0.49576584,0.4217285,38,False,True,True,False,Low
"Once I step on the set, all the plans just deleted.",neutral,sadness,neutral,neutral,moderate,neutral,0.2424521,0.4015565,0.34416786,51,False,True,False,False,Very Low
"Right now, your outfit, everything is so dramatic,",neutral,sadness,neutral,disapproval,mild,moderate,0.29036486,0.17568539,0.4671782,50,False,False,False,False,Very Low
but your face is still too sweet.,neutral,happiness,neutral,admiration,mild,mild,0.40694,0.15936947,0.5398775,33,False,False,True,False,Very Low
"I need more fierce, okay?",happiness,happiness,desire,neutral,moderate,mild,0.49311802,0.25910303,0.35260412,25,True,False,False,False,Very Low
"Well, give me a fierce, give me like you're angry.",happiness,anger,neutral,annoyance,neutral,moderate,0.2895052,0.1421949,0.50308454,50,False,False,False,False,Very Low
That's angry?,anger,surprise,confusion,confusion,mild,mild,0.30800864,0.3576749,0.5821743,13,False,True,True,False,Low
More angry.,anger,sadness,anger,annoyance,mild,moderate,0.30557922,0.11937732,0.530807,11,False,False,False,False,Very Low
I thought I can be fierce.,happiness,happiness,neutral,neutral,neutral,mild,0.6291922,0.16813467,0.47707558,26,True,True,False,False,Low
Show me happy.,neutral,happiness,neutral,approval,neutral,mild,0.68528956,0.114535354,0.48052716,14,False,False,False,False,Low
Happy.,neutral,happiness,neutral,approval,neutral,mild,0.62921804,0.11662171,0.49902943,6,False,False,False,False,Low
Serious.,neutral,surprise,neutral,neutral,neutral,neutral,0.21090096,0.5491569,0.5021732,8,False,True,True,False,Low
Angry.,anger,sadness,anger,annoyance,mild,moderate,0.3677855,0.12363415,0.5242697,6,False,False,False,False,Very Low
Your face did not change from serious to angry at all.,anger,sadness,confusion,disapproval,mild,moderate,0.3830149,0.16475488,0.48052195,54,False,False,False,False,Very Low
"Obviously, it's not working.",neutral,sadness,neutral,disapproval,moderate,moderate,0.41005716,0.1565805,0.42131093,28,False,False,True,False,Very Low
Let's do some other emotions.,neutral,neutral,neutral,neutral,mild,neutral,0.4671576,0.6859089,0.6439606,29,True,True,False,False,High
"What are you doing, Cindy?",neutral,surprise,neutral,curiosity,mild,mild,0.42172638,0.4916096,0.7340926,26,False,False,True,False,High
"Sorry, not you.",neutral,sadness,neutral,annoyance,mild,moderate,0.4685803,0.09888997,0.40533888,15,False,False,False,False,Very Low
This is so awkward and embarrassing.,neutral,sadness,neutral,annoyance,moderate,moderate,0.420347,0.110956125,0.4878345,36,False,False,True,False,Very Low
I put that embarrassing thing aside,neutral,sadness,neutral,annoyance,mild,moderate,0.452846,0.118805915,0.4773757,35,False,False,False,False,Very Low
Yes.,neutral,neutral,neutral,neutral,mild,neutral,0.7213517,0.8637083,0.8688107,4,True,True,False,False,Very High
"Change, good.",neutral,happiness,neutral,neutral,mild,mild,0.66233015,0.14969064,0.5009187,13,False,True,True,False,Medium
Nice.,neutral,happiness,neutral,admiration,mild,mild,0.64591986,0.15091085,0.5479808,5,False,False,True,False,Medium
Let's go.,neutral,neutral,neutral,neutral,mild,neutral,0.6406567,0.7970389,0.8104049,9,True,True,False,False,Very High
"and the judges already have to help me a lot,",neutral,happiness,neutral,neutral,moderate,mild,0.6541644,0.10453418,0.44047517,45,False,True,False,False,Low
so I feel pressured.,neutral,fear,neutral,neutral,moderate,moderate,0.33953813,0.0932057,0.5060061,20,False,True,True,False,Very Low
I liked your attitude on the catwalk.,neutral,happiness,neutral,admiration,mild,mild,0.6874709,0.17546268,0.53956354,37,False,False,True,False,Medium
"Where's that attitude today, girlfriend?",neutral,surprise,neutral,curiosity,mild,mild,0.3238445,0.52919203,0.7301816,40,False,False,True,False,High
It's so hard.,neutral,sadness,neutral,annoyance,moderate,moderate,0.3886297,0.14165525,0.51379985,13,False,False,True,False,Very Low
I have no idea what I'm doing.,neutral,surprise,neutral,confusion,moderate,mild,0.49990878,0.2458844,0.5474291,30,False,False,False,False,Low
So let's do more where it's like...,neutral,neutral,neutral,neutral,mild,neutral,0.53967756,0.8016613,0.68222886,35,True,True,False,False,High
"Come on, I need this shot.",neutral,happiness,neutral,neutral,moderate,neutral,0.45886678,0.2797016,0.37665898,26,False,True,False,False,Very Low
"When everything comes together, Maureen,",neutral,neutral,neutral,neutral,mild,neutral,0.5047514,0.71467227,0.6868641,40,True,True,False,False,High
you look spectacular.,neutral,happiness,neutral,admiration,moderate,mild,0.6748367,0.16796724,0.47673923,21,False,False,False,False,Medium
"Damn, girl.",neutral,sadness,neutral,neutral,mild,mild,0.28269827,0.109873176,0.4040352,11,False,True,True,False,Very Low
"Jump off the bridge, please.",neutral,neutral,neutral,neutral,moderate,neutral,0.35180655,0.67569447,0.64129657,28,True,True,False,False,High
So I come in with too much energy.,neutral,sadness,neutral,neutral,mild,mild,0.22926354,0.34323874,0.3392744,34,False,True,True,False,Very Low
A lot of them are booty shots.,neutral,happiness,neutral,neutral,neutral,mild,0.38137245,0.5781171,0.45524848,30,False,True,False,False,Medium
I don't know.,neutral,surprise,neutral,confusion,mild,mild,0.6060633,0.24426872,0.5706997,13,False,False,True,False,Medium
I don't know.,neutral,surprise,neutral,confusion,moderate,mild,0.6060633,0.24426872,0.5706997,13,False,False,False,False,Medium
"That's an impression for sure,",neutral,happiness,neutral,neutral,neutral,mild,0.39650488,0.204875,0.58720535,30,False,True,False,False,Low
"but good impression, bad impression.",neutral,disgust,neutral,neutral,mild,neutral,0.21027415,0.5487047,0.4933665,36,False,True,False,False,Low
At least I followed the brief.,neutral,neutral,neutral,neutral,mild,neutral,0.41728872,0.6699289,0.57937354,30,True,True,False,False,High
She's not even trying at all.,neutral,disgust,neutral,neutral,moderate,mild,0.27319258,0.3918157,0.39136893,29,False,True,False,False,Very Low
Your nerves are like...,neutral,disgust,neutral,neutral,mild,mild,0.2084451,0.3664332,0.42288277,23,False,True,True,False,Very Low
We've got that one.,neutral,neutral,neutral,neutral,mild,neutral,0.7095073,0.85964656,0.85543334,19,True,True,False,False,Very High
You okay honey?,neutral,happiness,neutral,curiosity,moderate,mild,0.6096568,0.5905006,0.72408116,15,False,False,False,False,High
"This is like my first time, so",neutral,neutral,neutral,neutral,mild,neutral,0.29890972,0.6098255,0.49459487,30,True,True,False,False,Medium
"I just feel like, I don't know.",neutral,surprise,neutral,neutral,moderate,mild,0.59464264,0.21962722,0.5367744,31,False,True,False,False,Medium
We're supposed not to break down,neutral,neutral,neutral,neutral,moderate,neutral,0.3103092,0.7256101,0.62632006,32,True,True,False,False,High
"the very first time, right?",neutral,neutral,neutral,neutral,mild,neutral,0.33221674,0.6574014,0.5718986,27,True,True,False,False,High
how about the next week and the next week?,neutral,happiness,neutral,neutral,mild,mild,0.4049038,0.4524574,0.47189242,42,False,True,True,False,Medium
"Hey, do you not want to be here?",neutral,happiness,neutral,curiosity,mild,mild,0.51234627,0.6537251,0.75110096,32,False,False,True,False,High
Layla? What's going on?,neutral,surprise,neutral,curiosity,mild,mild,0.453684,0.6027382,0.79784966,23,False,False,True,False,High
It's just this thing that comes over.,neutral,neutral,neutral,neutral,moderate,neutral,0.37446442,0.67728674,0.6280928,37,True,True,False,False,High
Do you want,neutral,happiness,neutral,curiosity,mild,mild,0.5272956,0.71981716,0.734711,11,False,False,True,False,High
to be here?,neutral,happiness,neutral,curiosity,mild,mild,0.41258612,0.69842464,0.81838435,11,False,False,True,False,High
"Let me hear you say, I want to be here.",neutral,happiness,neutral,neutral,mild,mild,0.5872966,0.21809334,0.38366646,39,False,True,True,False,Low
"Please, that's what I want to hear you say.",neutral,happiness,neutral,neutral,moderate,mild,0.5771186,0.33803856,0.44976547,43,False,True,False,False,Medium
I don't know what to say.,neutral,surprise,neutral,curiosity,moderate,mild,0.60735995,0.31132627,0.6682203,25,False,False,False,False,High
You can't answer me?,neutral,surprise,neutral,confusion,moderate,mild,0.31094286,0.36098212,0.55659676,20,False,False,False,False,Low
Do you want to try again?,neutral,happiness,neutral,curiosity,neutral,mild,0.5769779,0.7762449,0.7786086,25,False,False,False,False,High
No?,neutral,surprise,neutral,neutral,mild,mild,0.31637073,0.37938812,0.4807632,3,False,True,True,False,Low
I'm sorry to hear that.,neutral,sadness,neutral,annoyance,neutral,moderate,0.49420372,0.098279186,0.438571,23,False,False,False,False,Very Low
"Ready, one, two, three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.66522324,0.84731215,0.80712324,27,True,True,False,False,Very High
Wow.,surprise,happiness,surprise,admiration,mild,mild,0.5009514,0.1384022,0.6037711,4,False,False,True,False,Low
That was really cool.,neutral,happiness,neutral,admiration,moderate,mild,0.61779326,0.15566523,0.50303805,21,False,False,False,False,Low
Whoa.,neutral,surprise,neutral,neutral,mild,mild,0.56490517,0.29890296,0.5326399,5,False,True,True,False,Medium
I really forget anything about me.,neutral,sadness,neutral,neutral,mild,moderate,0.3981631,0.1845769,0.3696964,34,False,True,False,False,Very Low
Wait.,neutral,surprise,neutral,neutral,mild,neutral,0.3181972,0.6220614,0.55775034,5,False,True,False,False,High
I need to wait to get the energy,neutral,happiness,neutral,neutral,neutral,neutral,0.32662985,0.484218,0.45998332,32,False,True,True,False,Low
"It's awkward, but it's kind of amazing.",happiness,happiness,amusement,admiration,mild,mild,0.4665068,0.12531261,0.5601472,39,True,False,True,False,Low
"three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.7338331,0.87475896,0.87536967,10,True,True,False,False,Very High
You tell me when I,neutral,happiness,neutral,neutral,mild,neutral,0.32749915,0.60267884,0.4343705,18,False,True,False,False,Medium
go. You tell me.,neutral,neutral,neutral,neutral,mild,neutral,0.65677506,0.8638992,0.8183127,16,True,True,False,False,Very High
It got a bit tense when two were shooting.,neutral,sadness,neutral,annoyance,moderate,moderate,0.29413396,0.13037023,0.5335866,42,False,False,True,False,Very Low
are a bit too firm over and over,neutral,disgust,neutral,neutral,mild,mild,0.29061872,0.21792647,0.4047723,32,False,True,True,False,Very Low
"again with someone,",neutral,neutral,neutral,neutral,mild,neutral,0.6926043,0.87787944,0.85678875,19,True,True,False,False,Very High
