text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
Good luck!,neutral,happiness,neutral,neutral,mild,mild,0.57209957,0.19684646,0.38388744,10,False,True,True,False,Low
It's my very first photo challenge,neutral,neutral,neutral,neutral,moderate,neutral,0.4201481,0.63092726,0.5584711,34,True,True,False,False,High
in Asia's Next Top Model.,happiness,neutral,pride,neutral,moderate,neutral,0.32090792,0.45901865,0.4242204,25,False,False,False,False,Medium
"I've been waiting for this, like, for my whole life,",neutral,disgust,neutral,neutral,intense,neutral,0.22254945,0.3637435,0.3672311,52,False,True,False,False,Very Low
"so I'm very excited, but I was so scared also.",fear,fear,nervousness,disapproval,intense,moderate,0.2611555,0.12926814,0.5179343,46,True,False,False,False,Very Low
"Being in the bottom three for the runaway task,",neutral,disgust,neutral,neutral,moderate,mild,0.2894624,0.28910902,0.34131393,47,False,True,False,False,Very Low
"it was a lot of pressure,",neutral,sadness,neutral,disapproval,moderate,moderate,0.2733546,0.1967335,0.41398802,25,False,False,True,False,Very Low
"because I know I had to, like,",neutral,surprise,neutral,neutral,moderate,neutral,0.21589269,0.5762752,0.46090958,30,False,True,False,False,Medium
step up my game this time.,neutral,happiness,neutral,admiration,moderate,mild,0.64256305,0.10977995,0.38600683,26,False,False,False,False,Low
"I kind of was just like,",neutral,neutral,neutral,neutral,mild,neutral,0.3667716,0.6764604,0.6716246,24,True,True,False,False,High
gotta give it your all.,neutral,happiness,neutral,neutral,moderate,moderate,0.48521766,0.16065814,0.39493197,23,False,True,True,False,Low
"But at the same time, I was just like,",neutral,neutral,neutral,neutral,mild,neutral,0.3791096,0.6980452,0.67758226,38,True,True,False,False,High
"shit, you know?",neutral,surprise,neutral,curiosity,moderate,mild,0.4974477,0.4620262,0.681389,15,False,False,False,False,High
"Probably some of you are excited,",neutral,happiness,neutral,neutral,mild,mild,0.4235394,0.35606837,0.38572443,33,False,True,True,False,Low
a little bit nervous.,fear,sadness,nervousness,disapproval,mild,moderate,0.2455333,0.18101707,0.45742792,21,False,False,False,False,Very Low
I know what it feels like,neutral,surprise,neutral,curiosity,mild,mild,0.4789046,0.51681125,0.72010815,25,False,False,True,False,High
"to be in a competition kind of situation,",neutral,fear,neutral,neutral,mild,neutral,0.21230166,0.5422022,0.42417085,41,False,True,False,False,Low
I'm not gonna be physically with you,neutral,sadness,neutral,neutral,neutral,moderate,0.2824133,0.2952323,0.3437571,36,False,True,False,False,Very Low
but Cindy did invite me to share some tips with you,neutral,happiness,neutral,neutral,mild,mild,0.3781918,0.42820054,0.4902491,51,False,True,True,False,Medium
so that I can see how you girls are doing.,neutral,happiness,neutral,neutral,moderate,mild,0.36484748,0.42150965,0.45100257,42,False,True,False,False,Medium
You have a long way to go.,neutral,fear,neutral,neutral,mild,neutral,0.23175742,0.5091802,0.44501045,26,False,True,False,False,Medium
"And also, people want somebody easy to work with,",neutral,happiness,neutral,neutral,neutral,mild,0.5448385,0.22471534,0.41202143,49,False,True,False,False,Low
It's very important.,neutral,happiness,neutral,neutral,neutral,mild,0.51434803,0.21579777,0.3802605,20,False,True,False,False,Low
Group hug!,neutral,neutral,neutral,neutral,moderate,neutral,0.3130417,0.38072717,0.35078308,10,True,True,False,False,Low
"I'm the first girl,",neutral,neutral,neutral,neutral,moderate,neutral,0.61984164,0.84253275,0.8257649,19,True,True,False,False,Very High
so I won't be able to see,neutral,sadness,neutral,neutral,mild,neutral,0.28094584,0.31601873,0.33481652,25,False,True,False,False,Very Low
what to do and what not to do.,neutral,surprise,neutral,neutral,moderate,mild,0.3260402,0.30238193,0.54562336,30,False,True,False,False,Low
"I'm kind of, like, nervous.",fear,disgust,nervousness,disapproval,mild,moderate,0.2642492,0.20095223,0.4623036,27,False,False,False,False,Very Low
"You're really missing the beat of the camera,",neutral,disgust,neutral,disapproval,moderate,moderate,0.38273314,0.23090768,0.5021269,45,False,False,True,False,Low
It's not even a pretty dancer.,neutral,disgust,neutral,disapproval,moderate,mild,0.38625553,0.18240236,0.37471464,30,False,False,False,False,Very Low
It's very awkward-looking at the moment.,neutral,disgust,neutral,disapproval,moderate,moderate,0.34516224,0.21836612,0.44569063,40,False,False,True,False,Very Low
I was kind of panicking,neutral,disgust,neutral,disapproval,moderate,moderate,0.2610167,0.1945106,0.46213347,23,False,False,True,False,Very Low
"because the judges were trying to help me out,",neutral,disgust,neutral,disapproval,mild,moderate,0.34732625,0.20709,0.45993808,46,False,False,False,False,Very Low
"like, do this, do that.",neutral,neutral,neutral,neutral,mild,neutral,0.5204961,0.7961552,0.7553351,23,True,True,False,False,Very High
I'm kind of thinking I should have done better.,neutral,disgust,neutral,neutral,neutral,moderate,0.27563944,0.20596525,0.36427888,47,False,True,False,False,Very Low
Clara!,neutral,neutral,neutral,neutral,mild,neutral,0.28073552,0.41309074,0.3794295,6,True,True,False,False,Low
"Let's go. 1, 2, 3, go!",neutral,neutral,neutral,neutral,moderate,neutral,0.26619074,0.40209034,0.35446933,22,True,True,False,False,Low
Yeah!,neutral,neutral,neutral,neutral,mild,neutral,0.29699588,0.39435798,0.38071164,5,True,True,False,False,Low
"1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.518362,0.8420662,0.79308766,12,True,True,False,False,Very High
Good.,neutral,neutral,neutral,neutral,mild,neutral,0.4254153,0.5439304,0.5664983,5,True,True,False,False,High
"1, 2, 3, let's go.",neutral,neutral,neutral,neutral,mild,neutral,0.48895445,0.7755232,0.7309805,18,True,True,False,False,High
"Yeah, she's got two.",neutral,neutral,neutral,neutral,mild,neutral,0.5733605,0.8425749,0.83190435,20,True,True,False,False,Very High
Today's photoshoot's so perfect for me.,neutral,happiness,neutral,admiration,moderate,mild,0.6676822,0.123460114,0.4368051,39,False,False,False,False,Medium
"Yes, yes, I want some more, just like that.",neutral,happiness,neutral,neutral,moderate,mild,0.4234282,0.28950277,0.3572664,43,False,True,False,False,Low
"Okay, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.5607509,0.84101576,0.80750275,18,True,True,False,False,Very High
"I like photographers who talk like,",neutral,surprise,neutral,neutral,mild,neutral,0.29178023,0.5994425,0.50579226,35,False,True,False,False,Medium
"nice, good, amazing, so I can improve, right?",happiness,happiness,optimism,admiration,mild,mild,0.7219578,0.11397124,0.5273343,45,True,False,True,False,Medium
Beautiful.,neutral,happiness,neutral,neutral,mild,mild,0.532578,0.2557722,0.43318626,10,False,True,True,False,Medium
Beautiful.,neutral,happiness,neutral,neutral,moderate,mild,0.532578,0.2557722,0.43318626,10,False,True,False,False,Medium
Go.,neutral,neutral,neutral,neutral,mild,neutral,0.5948576,0.85505897,0.8402164,3,True,True,False,False,Very High
Clara's doing really good.,neutral,happiness,neutral,neutral,moderate,mild,0.61223763,0.15458892,0.42018336,26,False,True,False,False,Medium
I'm very impressed.,neutral,happiness,neutral,admiration,moderate,mild,0.67849475,0.12076204,0.43938255,19,False,False,False,False,Medium
"Okay, okay, I got my work cut out for me now.",neutral,happiness,neutral,neutral,neutral,moderate,0.38597813,0.23087293,0.37701446,45,False,True,False,False,Very Low
Well done!,neutral,happiness,neutral,admiration,moderate,mild,0.66388977,0.12669966,0.42713606,10,False,False,False,False,Medium
"Okay, less like a bird, all right?",neutral,neutral,neutral,neutral,mild,neutral,0.36964712,0.6675875,0.5776926,34,True,True,False,False,High
"More like a woman, okay?",neutral,surprise,neutral,neutral,neutral,mild,0.34435552,0.37963638,0.53179544,24,False,True,False,False,Medium
"I was like, what was I gonna do,",neutral,surprise,neutral,curiosity,moderate,mild,0.49975103,0.471921,0.6411044,32,False,False,False,False,High
"what was I gonna do,",neutral,surprise,neutral,curiosity,moderate,mild,0.4555779,0.5212917,0.6601014,20,False,False,False,False,High
and then it just went blank.,neutral,disgust,neutral,disapproval,intense,moderate,0.3287238,0.20605487,0.3782018,28,False,False,False,False,Very Low
Think about what your hands are doing and your face.,neutral,surprise,neutral,curiosity,neutral,mild,0.47912616,0.5208799,0.68497324,52,False,False,False,False,High
"1, 2, 3, and go.",neutral,neutral,neutral,neutral,mild,neutral,0.53899384,0.84937274,0.81338423,16,True,True,False,False,Very High
Very well.,neutral,happiness,neutral,neutral,mild,neutral,0.45793134,0.31631544,0.3997942,10,False,True,False,False,Low
Much better.,neutral,happiness,neutral,neutral,moderate,mild,0.5876518,0.19658479,0.4455102,12,False,True,False,False,Medium
"So much better, good job.",neutral,happiness,neutral,admiration,moderate,mild,0.705383,0.13249364,0.46352547,25,False,False,False,False,Medium
My shoot is like a rollercoaster ride.,neutral,surprise,neutral,neutral,moderate,moderate,0.22072926,0.21331048,0.414193,38,False,True,True,False,Very Low
"they like it, they don't.",neutral,disgust,neutral,disapproval,mild,moderate,0.3413459,0.17922266,0.38985187,25,False,False,False,False,Very Low
My goal now is just to survive.,neutral,happiness,neutral,neutral,moderate,neutral,0.35405594,0.31192437,0.37143663,31,False,True,False,False,Low
I'm gonna try to like climb on top,neutral,happiness,neutral,neutral,mild,neutral,0.31642285,0.5143485,0.41145504,34,False,True,False,False,Medium
when there's just fewer girls.,neutral,disgust,neutral,neutral,neutral,neutral,0.21701902,0.5822767,0.54862744,30,False,True,True,False,Medium
Lady!,neutral,surprise,neutral,neutral,mild,moderate,0.34406477,0.15851478,0.39131793,5,False,True,False,False,Very Low
I like the energy.,neutral,happiness,neutral,admiration,moderate,mild,0.67286766,0.13190067,0.47300166,18,False,False,False,False,Medium
I don't think I can win Best Photographer.,neutral,disgust,neutral,disapproval,mild,moderate,0.3442981,0.1816842,0.42259488,42,False,False,False,False,Very Low
"I see Heidi do it really, really well.",neutral,happiness,neutral,admiration,moderate,mild,0.66787493,0.12893821,0.40544757,38,False,False,False,False,Medium
That one's beautiful.,neutral,happiness,neutral,admiration,moderate,mild,0.68465346,0.122314185,0.49519387,21,False,False,False,False,Medium
"She's like a stallion,",neutral,happiness,neutral,neutral,moderate,mild,0.3268626,0.46436125,0.41922447,22,False,True,False,False,Medium
like a galloping stallion in this one.,neutral,neutral,neutral,neutral,moderate,neutral,0.27733773,0.59574926,0.4234072,38,True,True,False,False,Medium
That's amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.69670177,0.12364585,0.49974847,15,True,True,False,False,Medium
I'm getting great feedback at this moment.,neutral,happiness,neutral,neutral,moderate,mild,0.6413469,0.11293474,0.43785644,42,False,True,False,False,Medium
Whoa!,neutral,surprise,neutral,neutral,moderate,moderate,0.26881942,0.17639202,0.36412272,5,False,True,True,False,Very Low
"If I trip and it's a good picture,",neutral,happiness,neutral,neutral,mild,mild,0.45861074,0.26798567,0.5607295,34,False,True,True,False,Medium
it will be worth it.,neutral,happiness,neutral,optimism,mild,mild,0.6038802,0.11366833,0.3745664,20,False,False,True,False,Low
"Nice, I like that!",neutral,happiness,neutral,admiration,moderate,mild,0.6966611,0.13429919,0.4474582,18,False,False,False,False,Medium
Thank you so much.,neutral,happiness,neutral,admiration,moderate,mild,0.67363036,0.1256424,0.41807145,18,False,False,False,False,Medium
I'm so happy I'm before Veronica.,neutral,happiness,neutral,neutral,moderate,mild,0.63497263,0.11131341,0.38477176,33,False,True,False,False,Low
"Photo shoot is more my thing,",neutral,neutral,neutral,neutral,moderate,neutral,0.40530488,0.6811479,0.64460385,29,True,True,False,False,High
so she can learn from me.,neutral,happiness,neutral,neutral,mild,mild,0.57953733,0.2010842,0.470678,25,False,True,True,False,Medium
"Okay, ready, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.52789843,0.8165948,0.76863563,25,True,True,False,False,Very High
It's making you look very angry.,anger,anger,disapproval,disapproval,mild,moderate,0.28115535,0.17873226,0.5203868,32,True,True,False,False,Very Low
Try to relax your jaw a little bit.,neutral,neutral,neutral,neutral,mild,neutral,0.2630544,0.63170844,0.54769695,35,True,True,False,False,High
"Use your arms, change the angle of the face.",neutral,neutral,neutral,neutral,mild,neutral,0.5206993,0.79606634,0.7606599,44,True,True,False,False,Very High
"When I remember to put my chin up,",neutral,surprise,neutral,neutral,mild,neutral,0.3496561,0.567919,0.46941108,34,False,True,False,False,Medium
I forget about the mouth.,neutral,surprise,neutral,neutral,mild,mild,0.26866394,0.34185636,0.43431792,25,False,True,True,False,Low
And then when I remember the chin and the mouth,neutral,surprise,neutral,neutral,mild,mild,0.40280598,0.34969333,0.5084349,47,False,True,True,False,Medium
I comment about the eyes.,neutral,neutral,neutral,neutral,mild,neutral,0.44098115,0.7584984,0.74991083,25,True,True,False,False,High
There's always something.,neutral,neutral,neutral,neutral,mild,neutral,0.51144063,0.7942478,0.7621692,25,True,True,False,False,Very High
"Yes, there you go.",neutral,neutral,neutral,neutral,moderate,neutral,0.5582257,0.83424777,0.8296538,18,True,True,False,False,Very High
Chicken!,neutral,surprise,neutral,neutral,mild,moderate,0.31747434,0.19190933,0.39487618,8,False,True,False,False,Very Low
I'm feeling very hot in the jacket.,neutral,sadness,neutral,disapproval,neutral,moderate,0.23704502,0.21165945,0.47770682,35,False,False,False,False,Very Low
It's really constricting my movements as well.,neutral,anger,neutral,disapproval,mild,moderate,0.25931746,0.2063898,0.5134471,46,False,False,False,False,Very Low
"Where are you going, honey?",neutral,surprise,neutral,curiosity,mild,mild,0.4095624,0.66813624,0.73551106,27,False,False,True,False,High
Tame the hands.,neutral,neutral,neutral,neutral,mild,neutral,0.4992668,0.8284733,0.79929835,15,True,True,False,False,Very High
but don't bring it up too much.,neutral,fear,neutral,neutral,neutral,neutral,0.2064243,0.5053255,0.46378067,31,False,True,True,False,Low
You look like Lady Gaga.,neutral,happiness,neutral,neutral,mild,mild,0.42947355,0.21245128,0.4665206,24,False,True,True,False,Low
"Yes, yes, yes, good.",neutral,happiness,neutral,neutral,moderate,neutral,0.3441168,0.45372072,0.465352,20,False,True,False,False,Medium
Let's try jumping in.,neutral,neutral,neutral,neutral,mild,neutral,0.37764362,0.54555655,0.43449575,21,True,True,False,False,Medium
"Good, a little bit less.",neutral,neutral,neutral,neutral,mild,neutral,0.5284754,0.8073255,0.80278176,24,True,True,False,False,Very High
Almost.,neutral,neutral,neutral,neutral,mild,neutral,0.59060407,0.84163594,0.8339944,7,True,True,False,False,Very High
"Namita, let's see what you got, girlfriend.",neutral,surprise,neutral,curiosity,neutral,mild,0.53110045,0.45734254,0.6825424,43,False,False,False,False,High
"Everyone set such a high bar,",neutral,happiness,neutral,neutral,moderate,mild,0.5171378,0.1744598,0.3857864,29,False,True,False,False,Low
"and I was just like, oh, shit, crap, okay.",neutral,disgust,neutral,disapproval,mild,moderate,0.340916,0.23001365,0.4667668,42,False,False,False,False,Low
Watch that duck face.,neutral,surprise,neutral,neutral,mild,mild,0.26072377,0.2364581,0.43323576,21,False,True,True,False,Very Low
"Careful of your eyes, you're looking really bug-eyed.",neutral,disgust,neutral,disapproval,neutral,moderate,0.28487474,0.23634394,0.5047944,53,False,False,False,False,Low
So my confidence kind of just went...,neutral,neutral,neutral,neutral,moderate,neutral,0.30936453,0.5079557,0.49758115,37,True,True,False,False,Medium
"Keep doing what you're doing with your body,",neutral,disgust,neutral,neutral,mild,moderate,0.24717963,0.3623432,0.32813284,44,False,True,False,False,Very Low
"Yes, better, better, much better.",neutral,happiness,neutral,admiration,moderate,mild,0.6622707,0.11233222,0.4261,33,False,False,False,False,Medium
That one's amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.6975398,0.11946368,0.5062048,19,True,True,False,False,Medium
When I finally got into the momentum,neutral,neutral,neutral,neutral,mild,neutral,0.47238117,0.6962884,0.62535155,36,True,True,False,False,High
"and when I finally got what they were asking for,",neutral,surprise,neutral,neutral,mild,mild,0.40133634,0.26960588,0.52792263,49,False,True,True,False,Medium
it was kind of too late.,neutral,sadness,neutral,neutral,mild,moderate,0.3302511,0.17292434,0.35378715,24,False,True,False,False,Very Low
"Well done, Veronica!",neutral,happiness,neutral,admiration,moderate,mild,0.654893,0.12220522,0.41922742,20,False,False,False,False,Medium
"Between me and Valerie, it's really complicated",neutral,disgust,neutral,neutral,mild,mild,0.29768384,0.21075548,0.39068693,47,False,True,True,False,Very Low
"It's a competition, but we're still connected, right?",neutral,surprise,neutral,neutral,neutral,mild,0.42168075,0.3593412,0.53240895,53,False,True,False,False,Medium
"So I want her to do good, but I want to do better.",neutral,happiness,neutral,optimism,moderate,moderate,0.5381411,0.117915966,0.4307693,50,False,False,True,False,Low
"Nice, that was a nice shape there.",neutral,happiness,neutral,admiration,mild,mild,0.6865894,0.1191865,0.48827583,34,False,False,True,False,Medium
That was amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.69189656,0.12675169,0.4549346,17,True,True,False,False,Medium
It's hard to tell if you're smiling or not.,neutral,surprise,neutral,confusion,mild,mild,0.4052105,0.28375623,0.596087,43,False,False,True,False,Medium
"The pose is good,",neutral,happiness,neutral,neutral,mild,mild,0.53705496,0.29893982,0.4086879,17,False,True,True,False,Medium
I just have to pay more attention up here.,neutral,disgust,neutral,neutral,neutral,mild,0.20752026,0.32031384,0.33508298,42,False,True,False,False,Very Low
I really enjoyed the photo shoot.,neutral,happiness,neutral,admiration,moderate,mild,0.6621004,0.12795109,0.41922742,33,False,False,False,False,Medium
"Last frame, you are done.",neutral,neutral,neutral,neutral,mild,neutral,0.2893029,0.74467057,0.7093177,25,True,True,False,False,High
Good job.,neutral,happiness,neutral,neutral,mild,mild,0.6126014,0.16619274,0.42482105,9,False,True,True,False,Medium
Cindy!,neutral,surprise,neutral,neutral,neutral,mild,0.32899392,0.22169231,0.3596078,6,False,True,False,False,Very Low
I don't have much experience of taking photo shoots.,neutral,disgust,neutral,neutral,neutral,neutral,0.2498061,0.45094916,0.44687694,52,False,True,True,False,Low
"I have a lot of thoughts,",neutral,neutral,neutral,neutral,mild,neutral,0.28023812,0.5868915,0.5244442,25,True,True,False,False,Medium
I have many plans for different kinds of posing.,neutral,neutral,neutral,neutral,mild,neutral,0.37977567,0.6257699,0.5058532,48,True,True,False,False,High
A little bit more energy in your face.,neutral,surprise,neutral,neutral,neutral,neutral,0.35552964,0.5530835,0.4479341,38,False,True,True,False,Medium
"Once I step on the set, all the plans just deleted.",neutral,disgust,neutral,neutral,moderate,neutral,0.23060998,0.46310455,0.39906773,51,False,True,False,False,Low
"Right now, your outfit, everything is so dramatic,",neutral,anger,neutral,disapproval,mild,moderate,0.2846077,0.21094386,0.53845555,50,False,False,False,False,Low
but your face is still too sweet.,neutral,disgust,neutral,disapproval,mild,moderate,0.29842368,0.16417179,0.54479223,33,False,False,False,False,Very Low
"I need more fierce, okay?",happiness,surprise,desire,curiosity,moderate,mild,0.4105216,0.42538023,0.6251204,25,False,False,False,False,High
"Well, give me a fierce, give me like you're angry.",happiness,anger,neutral,disapproval,neutral,moderate,0.30253372,0.18734804,0.5442865,50,False,False,False,False,Low
That's angry?,anger,surprise,confusion,curiosity,mild,mild,0.43576333,0.38009214,0.6071554,13,False,False,True,False,High
More angry.,anger,disgust,anger,disapproval,mild,moderate,0.2582199,0.18940718,0.4943514,11,False,False,False,False,Very Low
I thought I can be fierce.,happiness,happiness,neutral,admiration,neutral,mild,0.561031,0.11176708,0.3959803,26,True,False,False,False,Low
Show me happy.,neutral,happiness,neutral,neutral,neutral,mild,0.6577252,0.114857,0.4353052,14,False,True,False,False,Medium
Happy.,neutral,happiness,neutral,neutral,neutral,mild,0.4592774,0.3137063,0.36300874,6,False,True,False,False,Low
Serious.,neutral,disgust,neutral,disapproval,neutral,moderate,0.32706183,0.21677294,0.45603773,8,False,False,False,False,Very Low
Angry.,anger,disgust,anger,disapproval,mild,moderate,0.24992508,0.18016785,0.5035918,6,False,False,False,False,Very Low
Your face did not change from serious to angry at all.,anger,disgust,confusion,disapproval,mild,moderate,0.36913002,0.20032524,0.42897063,54,False,False,False,False,Very Low
"Obviously, it's not working.",neutral,disgust,neutral,disapproval,moderate,moderate,0.3369741,0.20634939,0.42177266,28,False,False,True,False,Very Low
Let's do some other emotions.,neutral,surprise,neutral,neutral,mild,neutral,0.27568743,0.55349064,0.45768708,29,False,True,False,False,Medium
"What are you doing, Cindy?",neutral,surprise,neutral,curiosity,mild,mild,0.44159183,0.5848919,0.7027981,26,False,False,True,False,High
"Sorry, not you.",neutral,sadness,neutral,disapproval,mild,moderate,0.34304494,0.17985542,0.39292103,15,False,False,False,False,Very Low
This is so awkward and embarrassing.,neutral,disgust,neutral,disapproval,moderate,moderate,0.2655977,0.18508713,0.52894306,36,False,False,True,False,Very Low
I put that embarrassing thing aside,neutral,disgust,neutral,disapproval,mild,moderate,0.29662567,0.19650231,0.44160524,35,False,False,False,False,Very Low
Yes.,neutral,neutral,neutral,neutral,mild,neutral,0.57433003,0.84938717,0.83253783,4,True,True,False,False,Very High
"Change, good.",neutral,neutral,neutral,neutral,mild,neutral,0.3707209,0.47295862,0.50705475,13,True,True,False,False,Medium
Nice.,neutral,happiness,neutral,neutral,mild,mild,0.50167537,0.27734601,0.40562794,5,False,True,True,False,Medium
Let's go.,neutral,neutral,neutral,neutral,mild,neutral,0.5463966,0.7711276,0.75738645,9,True,True,False,False,Very High
you're going to have to stride a lot more.,neutral,fear,neutral,neutral,neutral,neutral,0.2594092,0.37958032,0.33197024,42,False,True,True,False,Very Low
"and the judges already have to help me a lot,",neutral,happiness,neutral,optimism,moderate,mild,0.5953424,0.10982837,0.3826519,45,False,False,False,False,Low
so I feel pressured.,neutral,sadness,neutral,disapproval,moderate,moderate,0.25223428,0.19877633,0.48304313,20,False,False,True,False,Very Low
I liked your attitude on the catwalk.,neutral,happiness,neutral,admiration,mild,mild,0.7023091,0.13839458,0.47160712,37,False,False,True,False,Medium
"Where's that attitude today, girlfriend?",neutral,surprise,neutral,curiosity,mild,mild,0.4515825,0.49807665,0.67106515,40,False,False,True,False,High
It's so hard.,neutral,disgust,neutral,disapproval,moderate,moderate,0.26229832,0.20803148,0.47696877,13,False,False,True,False,Very Low
I have no idea what I'm doing.,neutral,disgust,neutral,confusion,moderate,mild,0.34227628,0.18331549,0.4685613,30,False,False,False,False,Very Low
So let's do more where it's like...,neutral,neutral,neutral,neutral,mild,neutral,0.37451765,0.6259816,0.5519674,35,True,True,False,False,High
"Come on, I need this shot.",neutral,happiness,neutral,neutral,moderate,neutral,0.30434176,0.4271981,0.39156368,26,False,True,False,False,Low
"When everything comes together, Maureen,",neutral,neutral,neutral,neutral,mild,neutral,0.39342263,0.6714127,0.6098561,40,True,True,False,False,High
you look spectacular.,neutral,happiness,neutral,admiration,moderate,mild,0.69190365,0.12694457,0.48105764,21,False,False,False,False,Medium
"Damn, girl.",neutral,disgust,neutral,disapproval,mild,moderate,0.3228983,0.20126721,0.49949303,11,False,False,False,False,Low
"Jump off the bridge, please.",neutral,fear,neutral,neutral,moderate,neutral,0.25382644,0.4868112,0.43036968,28,False,True,False,False,Low
So I come in with too much energy.,neutral,anger,neutral,disapproval,mild,moderate,0.25341073,0.20919201,0.5130598,34,False,False,False,False,Very Low
A lot of them are booty shots.,neutral,surprise,neutral,neutral,neutral,neutral,0.2867889,0.56643975,0.41119543,30,False,True,True,False,Medium
I don't know.,neutral,surprise,neutral,curiosity,mild,mild,0.54190326,0.35626265,0.692476,13,False,False,True,False,High
I don't know.,neutral,surprise,neutral,curiosity,moderate,mild,0.54190326,0.35626265,0.692476,13,False,False,False,False,High
"That's an impression for sure,",neutral,surprise,neutral,neutral,neutral,mild,0.47332588,0.23812774,0.56467605,30,False,True,False,False,Medium
"but good impression, bad impression.",neutral,disgust,neutral,disapproval,mild,moderate,0.29505497,0.16523907,0.36632493,36,False,False,False,False,Very Low
At least I followed the brief.,neutral,neutral,neutral,neutral,mild,neutral,0.52002543,0.7047933,0.68175846,30,True,True,False,False,High
She's not even trying at all.,neutral,disgust,neutral,neutral,moderate,mild,0.31773722,0.22828694,0.3435288,29,False,True,False,False,Very Low
Your nerves are like...,neutral,disgust,neutral,disapproval,mild,moderate,0.3326339,0.2198137,0.49123132,23,False,False,False,False,Low
We've got that one.,neutral,neutral,neutral,neutral,mild,neutral,0.64623314,0.8453351,0.84616286,19,True,True,False,False,Very High
You okay honey?,neutral,happiness,neutral,curiosity,moderate,mild,0.396615,0.56617534,0.6537556,15,False,False,False,False,High
"This is like my first time, so",neutral,neutral,neutral,neutral,mild,neutral,0.31100148,0.616185,0.55182904,30,True,True,False,False,High
"I just feel like, I don't know.",neutral,surprise,neutral,confusion,moderate,mild,0.3847746,0.30135235,0.60106933,31,False,False,False,False,Medium
We're supposed not to break down,neutral,disgust,neutral,neutral,moderate,neutral,0.2512223,0.48448786,0.42525685,32,False,True,False,False,Low
"the very first time, right?",neutral,surprise,neutral,curiosity,mild,mild,0.55492884,0.39552096,0.66741085,27,False,False,True,False,High
"If Layla cannot take in the first week,",neutral,disgust,neutral,neutral,neutral,neutral,0.2277537,0.4891377,0.40889475,39,False,True,True,False,Low
how about the next week and the next week?,neutral,happiness,neutral,curiosity,mild,mild,0.33789864,0.5464118,0.63928497,42,False,False,True,False,High
"Hey, do you not want to be here?",neutral,surprise,neutral,curiosity,mild,mild,0.37954837,0.65818286,0.7124557,32,False,False,True,False,High
Layla? What's going on?,neutral,surprise,neutral,curiosity,mild,mild,0.43941903,0.5920338,0.7045236,23,False,False,True,False,High
It's just this thing that comes over.,neutral,surprise,neutral,confusion,moderate,mild,0.40967646,0.19542405,0.5789531,37,False,False,False,False,Medium
Do you want,neutral,happiness,neutral,curiosity,mild,mild,0.47276405,0.7417024,0.7576151,11,False,False,True,False,High
to be here?,neutral,surprise,neutral,curiosity,mild,mild,0.43558097,0.68935263,0.7586071,11,False,False,True,False,High
"Let me hear you say, I want to be here.",neutral,happiness,neutral,neutral,mild,mild,0.5633376,0.11075476,0.38033244,39,False,True,True,False,Low
"Please, that's what I want to hear you say.",neutral,surprise,neutral,neutral,moderate,mild,0.3149559,0.20007873,0.45492473,43,False,True,False,False,Very Low
I don't know what to say.,neutral,surprise,neutral,confusion,moderate,mild,0.4736926,0.35394356,0.6432538,25,False,False,False,False,High
You can't answer me?,neutral,surprise,neutral,curiosity,moderate,mild,0.44488427,0.5074536,0.67288613,20,False,False,False,False,High
Do you want to try again?,neutral,happiness,neutral,curiosity,neutral,mild,0.50452584,0.7454339,0.78060377,25,False,False,False,False,High
No?,neutral,surprise,neutral,curiosity,mild,mild,0.49929753,0.51649356,0.7341332,3,False,False,True,False,High
I'm sorry to hear that.,neutral,sadness,neutral,disapproval,neutral,moderate,0.3454801,0.16833937,0.41377917,23,False,False,False,False,Very Low
"Ready, one, two, three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.49275285,0.80119926,0.7382845,27,True,True,False,False,High
Wow.,surprise,surprise,surprise,neutral,mild,mild,0.3618005,0.23993699,0.41631004,4,True,False,True,False,Very Low
That was really cool.,neutral,happiness,neutral,admiration,moderate,mild,0.6858744,0.12770875,0.42769867,21,False,False,False,False,Medium
Whoa.,neutral,disgust,neutral,neutral,mild,mild,0.2972441,0.17310734,0.4138569,5,False,True,True,False,Very Low
I really forget anything about me.,neutral,disgust,neutral,disapproval,mild,moderate,0.31628832,0.18206292,0.3983197,34,False,False,False,False,Very Low
Wait.,neutral,surprise,neutral,neutral,mild,neutral,0.32247397,0.64827985,0.60491705,5,False,True,False,False,High
"where you get to tell a photographer,",neutral,surprise,neutral,neutral,neutral,mild,0.40099752,0.35423994,0.5497173,37,False,True,False,False,Medium
to do it again.,neutral,disgust,neutral,neutral,neutral,neutral,0.23337361,0.4128405,0.40793282,15,False,True,True,False,Low
"It's awkward, but it's kind of amazing.",happiness,happiness,amusement,neutral,mild,moderate,0.35896373,0.09435249,0.42383745,39,True,False,False,False,Very Low
