text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
We want you motivated.,neutral,happiness,neutral,neutral,mild,mild,0.6819136,0.17569073,0.41736236,22,False,True,True,False,Medium
"Are you ready, girls?",neutral,happiness,neutral,curiosity,mild,mild,0.7086783,0.71427584,0.8170714,21,False,False,True,False,Very High
Good luck!,neutral,happiness,neutral,admiration,mild,mild,0.697164,0.14845344,0.43161044,10,False,False,True,False,Medium
It's my very first photo challenge,neutral,happiness,neutral,neutral,moderate,mild,0.61326563,0.21714409,0.44389656,34,False,True,False,False,Medium
in Asia's Next Top Model.,happiness,happiness,pride,neutral,moderate,mild,0.5657205,0.304784,0.46016684,25,True,False,False,False,Medium
"I've been waiting for this, like, for my whole life,",neutral,fear,neutral,neutral,intense,moderate,0.21791448,0.3005355,0.34138846,52,False,True,False,False,Very Low
"so I'm very excited, but I was so scared also.",fear,sadness,nervousness,disapproval,intense,moderate,0.29230365,0.08690241,0.47415617,46,False,False,False,False,Very Low
"Being in the bottom three for the runaway task,",neutral,fear,neutral,neutral,moderate,moderate,0.25841817,0.38084826,0.38380647,47,False,True,True,False,Low
"it was a lot of pressure,",neutral,sadness,neutral,neutral,moderate,moderate,0.32040766,0.15214662,0.459835,25,False,True,True,False,Very Low
"because I know I had to, like,",neutral,neutral,neutral,neutral,moderate,neutral,0.31933224,0.6336956,0.5825746,30,True,True,False,False,High
step up my game this time.,neutral,happiness,neutral,neutral,moderate,mild,0.631399,0.12362551,0.4053554,26,False,True,False,False,Low
"I kind of was just like,",neutral,neutral,neutral,neutral,mild,neutral,0.3319576,0.63215506,0.5790373,24,True,True,False,False,High
gotta give it your all.,neutral,happiness,neutral,neutral,moderate,neutral,0.29721147,0.30606243,0.36980113,23,False,True,False,False,Very Low
"But at the same time, I was just like,",neutral,neutral,neutral,neutral,mild,neutral,0.33857247,0.62901366,0.6280024,38,True,True,False,False,High
"shit, you know?",neutral,surprise,neutral,curiosity,moderate,mild,0.48764962,0.48136786,0.73019785,15,False,False,False,False,High
"Hey, girls!",neutral,happiness,neutral,neutral,neutral,mild,0.67214483,0.14617303,0.44388962,11,False,True,False,False,Medium
"Probably some of you are excited,",neutral,happiness,neutral,curiosity,mild,mild,0.70570034,0.13865231,0.6029933,33,False,False,True,False,High
a little bit nervous.,fear,sadness,nervousness,neutral,mild,moderate,0.30779406,0.1728713,0.43764228,21,False,False,False,False,Very Low
I know what it feels like,neutral,happiness,neutral,curiosity,mild,mild,0.3451986,0.4027297,0.6850515,25,False,False,True,False,Medium
"to be in a competition kind of situation,",neutral,happiness,neutral,neutral,mild,mild,0.23055153,0.4123795,0.46759915,41,False,True,True,False,Low
I'm not gonna be physically with you,neutral,fear,neutral,neutral,neutral,neutral,0.27261803,0.4035412,0.3562453,36,False,True,True,False,Low
but Cindy did invite me to share some tips with you,neutral,happiness,neutral,neutral,mild,mild,0.6986616,0.23241635,0.6039236,51,False,True,True,False,High
so that I can see how you girls are doing.,neutral,happiness,neutral,neutral,moderate,mild,0.6438843,0.28868222,0.5832461,42,False,True,False,False,High
You have a long way to go.,neutral,fear,neutral,neutral,mild,neutral,0.29596412,0.49982244,0.4121318,26,False,True,False,False,Low
"And also, people want somebody easy to work with,",neutral,happiness,neutral,neutral,neutral,mild,0.5769394,0.19750907,0.47716856,49,False,True,False,False,Low
somebody who's professional.,neutral,happiness,neutral,neutral,neutral,neutral,0.48364452,0.43062606,0.41329348,28,False,True,True,False,Medium
It's very important.,neutral,happiness,neutral,neutral,neutral,mild,0.6670242,0.18386012,0.48134923,20,False,True,False,False,Medium
Group hug!,neutral,happiness,neutral,neutral,moderate,mild,0.6139816,0.17429653,0.3458351,10,False,True,False,False,Low
"I'm the first girl,",neutral,neutral,neutral,neutral,moderate,neutral,0.53647673,0.72168916,0.7396134,19,True,True,False,False,High
so I won't be able to see,neutral,sadness,neutral,neutral,mild,moderate,0.28959578,0.30946726,0.35993484,25,False,True,False,False,Very Low
what to do and what not to do.,neutral,surprise,neutral,neutral,moderate,mild,0.23957406,0.5436328,0.4010051,30,False,True,False,False,Low
"I'm kind of, like, nervous.",fear,sadness,nervousness,disapproval,mild,moderate,0.31845278,0.14917952,0.48182562,27,False,False,False,False,Very Low
"You're really missing the beat of the camera,",neutral,disgust,neutral,disapproval,moderate,moderate,0.3400262,0.25080845,0.51859516,45,False,False,True,False,Low
It's not even a pretty dancer.,neutral,disgust,neutral,disapproval,moderate,moderate,0.3704111,0.26504636,0.5101682,30,False,False,True,False,Low
It's very awkward-looking at the moment.,neutral,sadness,neutral,disapproval,moderate,moderate,0.31575897,0.19980423,0.5137676,40,False,False,True,False,Low
I was kind of panicking,neutral,sadness,neutral,disapproval,moderate,moderate,0.3601859,0.13186692,0.46486512,23,False,False,True,False,Very Low
"because the judges were trying to help me out,",neutral,disgust,neutral,disapproval,mild,moderate,0.30421734,0.18847801,0.502905,46,False,False,False,False,Very Low
"like, do this, do that.",neutral,neutral,neutral,neutral,mild,neutral,0.4527775,0.733739,0.70742416,23,True,True,False,False,High
I'm kind of thinking I should have done better.,neutral,sadness,neutral,neutral,neutral,moderate,0.2044233,0.11428477,0.46925637,47,False,True,False,False,Very Low
Clara!,neutral,happiness,neutral,neutral,mild,mild,0.42075798,0.34050894,0.42183557,6,False,True,True,False,Low
"Let's go. 1, 2, 3, go!",neutral,neutral,neutral,neutral,moderate,neutral,0.32249779,0.31979945,0.4622151,22,True,True,False,False,Low
Yeah!,neutral,happiness,neutral,neutral,mild,mild,0.47569972,0.3309554,0.41978943,5,False,True,True,False,Low
"1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.5448014,0.8071708,0.8083388,12,True,True,False,False,Very High
Good.,neutral,happiness,neutral,neutral,mild,mild,0.68338436,0.15159023,0.4494701,5,False,True,True,False,Medium
"1, 2, 3, let's go.",neutral,neutral,neutral,neutral,mild,neutral,0.52386206,0.71457034,0.7506954,18,True,True,False,False,High
"Yeah, she's got two.",neutral,neutral,neutral,neutral,mild,neutral,0.5827356,0.8458981,0.77937555,20,True,True,False,False,Very High
Today's photoshoot's so perfect for me.,neutral,happiness,neutral,admiration,moderate,mild,0.76583093,0.1656581,0.47489733,39,False,False,False,False,Medium
"Yes, yes, I want some more, just like that.",neutral,happiness,neutral,neutral,moderate,mild,0.49247053,0.19452086,0.40676174,43,False,True,False,False,Low
"Okay, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.56061345,0.80129296,0.81815916,18,True,True,False,False,Very High
"I like photographers who talk like,",neutral,happiness,neutral,curiosity,mild,mild,0.56231195,0.2951918,0.72041047,35,False,False,True,False,High
"nice, good, amazing, so I can improve, right?",happiness,happiness,optimism,admiration,mild,mild,0.78058964,0.14160316,0.56224304,45,True,False,True,False,High
Beautiful.,neutral,happiness,neutral,admiration,mild,mild,0.71474963,0.15006657,0.50480545,10,False,False,True,False,Medium
Beautiful.,neutral,happiness,neutral,admiration,moderate,mild,0.71474963,0.15006657,0.50480545,10,False,False,False,False,Medium
Go.,neutral,neutral,neutral,neutral,mild,neutral,0.5640009,0.8526539,0.8394406,3,True,True,False,False,Very High
Clara's doing really good.,neutral,happiness,neutral,admiration,moderate,mild,0.7581105,0.17161585,0.48126596,26,False,False,False,False,Medium
I'm very impressed.,neutral,happiness,neutral,admiration,moderate,mild,0.7147741,0.15377735,0.46323615,19,False,False,False,False,Medium
Well done!,neutral,happiness,neutral,admiration,moderate,mild,0.7281737,0.16304214,0.46497384,10,False,False,False,False,Medium
"More like a woman, okay?",neutral,happiness,neutral,curiosity,neutral,mild,0.57852936,0.48190328,0.7480807,24,False,False,False,False,High
"I was like, what was I gonna do,",neutral,surprise,neutral,curiosity,moderate,mild,0.51007104,0.40907314,0.70177805,32,False,False,False,False,High
"what was I gonna do,",neutral,surprise,neutral,curiosity,moderate,mild,0.50765175,0.48516765,0.7013779,20,False,False,False,False,High
and then it just went blank.,neutral,sadness,neutral,neutral,intense,moderate,0.29837772,0.2798903,0.38618767,28,False,True,False,False,Very Low
Think about what your hands are doing and your face.,neutral,surprise,neutral,confusion,neutral,mild,0.31777665,0.32027227,0.47685185,52,False,False,False,False,Low
"1, 2, 3, and go.",neutral,neutral,neutral,neutral,mild,neutral,0.54252017,0.79414505,0.8049029,16,True,True,False,False,Very High
Very well.,neutral,happiness,neutral,neutral,mild,neutral,0.56739736,0.305451,0.36907437,10,False,True,False,False,Low
Much better.,neutral,happiness,neutral,admiration,moderate,mild,0.722224,0.14114769,0.482389,12,False,False,False,False,Medium
"So much better, good job.",neutral,happiness,neutral,admiration,moderate,mild,0.7014479,0.1686333,0.46108636,25,False,False,False,False,Medium
My shoot is like a rollercoaster ride.,neutral,happiness,neutral,neutral,moderate,moderate,0.3626758,0.08825318,0.43534565,38,False,True,True,False,Very Low
"they like it, they don't.",neutral,disgust,neutral,disapproval,mild,moderate,0.38736296,0.2379778,0.49209645,25,False,False,False,False,Low
My goal now is just to survive.,neutral,happiness,neutral,neutral,moderate,neutral,0.288278,0.3023968,0.43127924,31,False,True,False,False,Low
I'm gonna try to like climb on top,neutral,happiness,neutral,neutral,mild,mild,0.5980807,0.19792733,0.40350884,34,False,True,True,False,Low
Lady!,neutral,happiness,neutral,neutral,mild,mild,0.4924564,0.12640437,0.4517117,5,False,True,True,False,Low
I like the energy.,neutral,happiness,neutral,admiration,moderate,mild,0.758366,0.16021013,0.52511036,18,False,False,False,False,High
I don't think I can win Best Photographer.,neutral,sadness,neutral,neutral,mild,moderate,0.25456953,0.19792454,0.44922122,42,False,True,False,False,Very Low
"I see Heidi do it really, really well.",neutral,happiness,neutral,admiration,moderate,mild,0.7683519,0.15722607,0.4848022,38,False,False,False,False,Medium
That one's beautiful.,neutral,happiness,neutral,admiration,moderate,mild,0.73390836,0.17126906,0.52028704,21,False,False,False,False,Medium
"She's like a stallion,",neutral,happiness,neutral,neutral,moderate,mild,0.5812417,0.17211558,0.48644078,22,False,True,False,False,Low
like a galloping stallion in this one.,neutral,happiness,neutral,neutral,moderate,mild,0.38780347,0.27133185,0.47924918,38,False,True,False,False,Low
That's amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.7509844,0.1663825,0.5270989,15,True,True,False,False,High
I'm getting great feedback at this moment.,neutral,happiness,neutral,admiration,moderate,mild,0.7370098,0.1472855,0.46849054,42,False,False,False,False,Medium
Whoa!,neutral,surprise,neutral,neutral,moderate,mild,0.3192287,0.18514024,0.47151113,5,False,True,False,False,Very Low
"If I trip and it's a good picture,",neutral,happiness,neutral,admiration,mild,mild,0.74196166,0.13170694,0.58784235,34,False,False,True,False,High
it will be worth it.,neutral,happiness,neutral,admiration,mild,mild,0.75114167,0.14584485,0.43370017,20,False,False,True,False,Medium
"Nice, I like that!",neutral,happiness,neutral,admiration,moderate,mild,0.71325976,0.1574923,0.47982633,18,False,False,False,False,Medium
Thank you so much.,neutral,happiness,neutral,admiration,moderate,mild,0.6830965,0.14714006,0.4646518,18,False,False,False,False,Medium
I'm so happy I'm before Veronica.,neutral,happiness,neutral,admiration,moderate,mild,0.72782135,0.15734574,0.4431317,33,False,False,False,False,Medium
"Photo shoot is more my thing,",neutral,happiness,neutral,neutral,moderate,mild,0.49662375,0.40372735,0.5456756,29,False,True,False,False,High
so she can learn from me.,neutral,happiness,neutral,neutral,mild,mild,0.576906,0.21575625,0.43432578,25,False,True,True,False,Low
"Okay, ready, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.55392915,0.7878524,0.8067352,25,True,True,False,False,Very High
It's making you look very angry.,anger,disgust,disapproval,disapproval,mild,moderate,0.29448617,0.21172874,0.52671546,32,False,True,False,False,Low
Try to relax your jaw a little bit.,neutral,neutral,neutral,neutral,mild,neutral,0.29366076,0.5068714,0.5206564,35,True,True,False,False,Medium
"Use your arms, change the angle of the face.",neutral,neutral,neutral,neutral,mild,neutral,0.4425583,0.70402485,0.6293646,44,True,True,False,False,High
"When I remember to put my chin up,",neutral,neutral,neutral,neutral,mild,neutral,0.4748321,0.7291261,0.7040194,34,True,True,False,False,High
I forget about the mouth.,neutral,surprise,neutral,neutral,mild,neutral,0.28257403,0.44011667,0.4525561,25,False,True,False,False,Low
And then when I remember the chin and the mouth,neutral,surprise,neutral,neutral,mild,mild,0.4209154,0.36772025,0.48660466,47,False,True,True,False,Medium
I comment about the eyes.,neutral,neutral,neutral,neutral,mild,neutral,0.5130892,0.81737155,0.71723473,25,True,True,False,False,Very High
There's always something.,neutral,neutral,neutral,neutral,mild,neutral,0.52142864,0.79282516,0.725973,25,True,True,False,False,Very High
"Yes, there you go.",neutral,neutral,neutral,neutral,moderate,neutral,0.6094995,0.85147065,0.8280452,18,True,True,False,False,Very High
Chicken!,neutral,happiness,neutral,neutral,mild,mild,0.21161312,0.17388815,0.40591294,8,False,True,True,False,Very Low
I'm feeling very hot in the jacket.,neutral,happiness,neutral,neutral,neutral,moderate,0.3085086,0.17360865,0.36676875,35,False,True,False,False,Very Low
It's really constricting my movements as well.,neutral,sadness,neutral,disapproval,mild,moderate,0.2726644,0.19237506,0.4923269,46,False,False,False,False,Very Low
"Where are you going, honey?",neutral,happiness,neutral,curiosity,mild,mild,0.62822676,0.78019387,0.8168925,27,False,False,True,False,Very High
Tame the hands.,neutral,neutral,neutral,neutral,mild,neutral,0.5383177,0.82554734,0.8111593,15,True,True,False,False,Very High
You look like Lady Gaga.,neutral,happiness,neutral,approval,mild,mild,0.6494373,0.11930238,0.5802676,24,False,False,True,False,Medium
"Yes, yes, yes, good.",neutral,happiness,neutral,neutral,moderate,neutral,0.3635253,0.3225959,0.36741415,20,False,True,False,False,Low
Let's try jumping in.,neutral,happiness,neutral,neutral,mild,mild,0.48892516,0.3655377,0.42308185,21,False,True,True,False,Medium
"Good, a little bit less.",neutral,neutral,neutral,neutral,mild,neutral,0.32300588,0.7176186,0.60615987,24,True,True,False,False,High
Almost.,neutral,neutral,neutral,neutral,mild,neutral,0.5987883,0.8617354,0.8507238,7,True,True,False,False,Very High
"Namita, let's see what you got, girlfriend.",neutral,happiness,neutral,curiosity,neutral,mild,0.39937323,0.45995107,0.7315038,43,False,False,False,False,High
"Everyone set such a high bar,",neutral,happiness,neutral,neutral,moderate,mild,0.5990159,0.13845836,0.42756906,29,False,True,False,False,Low
"and I was just like, oh, shit, crap, okay.",neutral,surprise,neutral,neutral,mild,mild,0.22449936,0.19733852,0.34383032,42,False,True,True,False,Very Low
Watch that duck face.,neutral,disgust,neutral,neutral,mild,moderate,0.26585957,0.18295369,0.40099213,21,False,True,False,False,Very Low
"Careful of your eyes, you're looking really bug-eyed.",neutral,disgust,neutral,disapproval,neutral,moderate,0.25990716,0.20497046,0.5219745,53,False,False,False,False,Very Low
So my confidence kind of just went...,neutral,neutral,neutral,neutral,moderate,neutral,0.3212863,0.5932447,0.5430257,37,True,True,False,False,High
"Keep doing what you're doing with your body,",neutral,disgust,neutral,disapproval,mild,moderate,0.2621226,0.15486991,0.46466666,44,False,False,False,False,Very Low
"Yes, better, better, much better.",neutral,happiness,neutral,admiration,moderate,moderate,0.58393854,0.10290273,0.37133265,33,False,False,True,False,Low
That one's amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.7363342,0.16460057,0.5421004,19,True,True,False,False,High
When I finally got into the momentum,neutral,neutral,neutral,neutral,mild,neutral,0.42583728,0.65959865,0.59769803,36,True,True,False,False,High
"and when I finally got what they were asking for,",neutral,surprise,neutral,neutral,mild,mild,0.19973266,0.47417045,0.41811976,49,False,True,True,False,Low
it was kind of too late.,neutral,sadness,neutral,neutral,mild,moderate,0.37733367,0.14891109,0.43864343,24,False,True,False,False,Very Low
"Well done, Veronica!",neutral,happiness,neutral,admiration,moderate,mild,0.7291317,0.16033192,0.44908512,20,False,False,False,False,Medium
"Between me and Valerie, it's really complicated",neutral,fear,neutral,neutral,mild,mild,0.2044142,0.35078272,0.33963454,47,False,True,True,False,Very Low
"It's a competition, but we're still connected, right?",neutral,happiness,neutral,curiosity,neutral,mild,0.58539057,0.32269338,0.7034633,53,False,False,False,False,High
"So I want her to do good, but I want to do better.",neutral,happiness,neutral,neutral,moderate,moderate,0.63621676,0.115348674,0.3998467,50,False,True,True,False,Low
"Nice, that was a nice shape there.",neutral,happiness,neutral,admiration,mild,mild,0.767931,0.16898106,0.56781006,34,False,False,True,False,High
That was amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.72231877,0.16488563,0.51703686,17,True,True,False,False,Medium
It's hard to tell if you're smiling or not.,neutral,surprise,neutral,neutral,mild,mild,0.3282872,0.42807227,0.4626611,43,False,True,True,False,Low
"The pose is good,",neutral,happiness,neutral,admiration,mild,mild,0.7850786,0.16815518,0.512366,17,False,False,True,False,High
I really enjoyed the photo shoot.,neutral,happiness,neutral,admiration,moderate,mild,0.71194327,0.15070823,0.4712245,33,False,False,False,False,Medium
"Last frame, you are done.",neutral,neutral,neutral,neutral,mild,neutral,0.29338175,0.6087766,0.5756813,25,True,True,False,False,High
Good job.,neutral,happiness,neutral,admiration,mild,mild,0.7203985,0.17018574,0.4942615,9,False,False,True,False,Medium
Cindy!,neutral,happiness,neutral,neutral,neutral,mild,0.4068961,0.2210396,0.43833902,6,False,True,False,False,Low
"I have a lot of thoughts,",neutral,neutral,neutral,neutral,mild,neutral,0.3466321,0.6510728,0.49035105,25,True,True,False,False,High
I have many plans for different kinds of posing.,neutral,happiness,neutral,neutral,mild,mild,0.35646397,0.47897133,0.48313472,48,False,True,True,False,Medium
A little bit more energy in your face.,neutral,surprise,neutral,neutral,neutral,neutral,0.20753011,0.36551252,0.36568654,38,False,True,True,False,Very Low
"Once I step on the set, all the plans just deleted.",neutral,fear,neutral,neutral,moderate,moderate,0.2852349,0.39349762,0.3440826,51,False,True,True,False,Low
"Right now, your outfit, everything is so dramatic,",neutral,disgust,neutral,disapproval,mild,moderate,0.2937776,0.1856781,0.50271916,50,False,False,False,False,Very Low
but your face is still too sweet.,neutral,happiness,neutral,admiration,mild,mild,0.6567453,0.1433589,0.53794205,33,False,False,True,False,Medium
"I need more fierce, okay?",happiness,happiness,desire,curiosity,moderate,mild,0.61745256,0.20619382,0.6694195,25,True,False,False,False,High
"Well, give me a fierce, give me like you're angry.",happiness,disgust,neutral,disapproval,neutral,moderate,0.3025143,0.20245567,0.5280315,50,False,False,False,False,Low
That's angry?,anger,surprise,confusion,curiosity,mild,mild,0.4112016,0.6376558,0.7384068,13,False,False,True,False,High
More angry.,anger,sadness,anger,disapproval,mild,moderate,0.37667832,0.13205215,0.47179535,11,False,False,False,False,Very Low
I thought I can be fierce.,happiness,happiness,neutral,admiration,neutral,mild,0.58754146,0.11826388,0.41058412,26,True,False,False,False,Low
Show me happy.,neutral,happiness,neutral,admiration,neutral,mild,0.7233046,0.15877299,0.4287681,14,False,False,False,False,Medium
Happy.,neutral,happiness,neutral,admiration,neutral,mild,0.6927623,0.15570526,0.42371055,6,False,False,False,False,Medium
Serious.,neutral,disgust,neutral,disapproval,neutral,moderate,0.3088811,0.18261032,0.40341553,8,False,False,False,False,Very Low
Angry.,anger,sadness,anger,disapproval,mild,moderate,0.26585594,0.18481396,0.49668452,6,False,False,False,False,Very Low
Your face did not change from serious to angry at all.,anger,sadness,confusion,disapproval,mild,moderate,0.28695902,0.2173338,0.5703879,54,False,False,False,False,Low
"Obviously, it's not working.",neutral,sadness,neutral,disapproval,moderate,moderate,0.379944,0.1439171,0.44936156,28,False,False,True,False,Very Low
Let's do some other emotions.,neutral,neutral,neutral,neutral,mild,neutral,0.37537476,0.6156342,0.49911696,29,True,True,False,False,High
"What are you doing, Cindy?",neutral,happiness,neutral,curiosity,mild,mild,0.41496488,0.74112964,0.7849154,26,False,False,True,False,High
"Sorry, not you.",neutral,sadness,neutral,neutral,mild,moderate,0.38650376,0.14775543,0.32709888,15,False,True,False,False,Very Low
This is so awkward and embarrassing.,neutral,sadness,neutral,disapproval,moderate,moderate,0.33730385,0.14761151,0.48964545,36,False,False,True,False,Very Low
I put that embarrassing thing aside,neutral,sadness,neutral,disapproval,mild,moderate,0.38541606,0.12849054,0.4712875,35,False,False,False,False,Very Low
Yes.,neutral,neutral,neutral,neutral,mild,neutral,0.6272622,0.86935174,0.83797044,4,True,True,False,False,Very High
"Change, good.",neutral,happiness,neutral,admiration,mild,moderate,0.6766362,0.14889376,0.39301395,13,False,False,False,False,Low
Nice.,neutral,happiness,neutral,admiration,mild,mild,0.7257295,0.15618145,0.5176764,5,False,False,True,False,Medium
Let's go.,neutral,neutral,neutral,neutral,mild,neutral,0.51222557,0.6831574,0.7148098,9,True,True,False,False,High
you're going to have to stride a lot more.,neutral,fear,neutral,neutral,neutral,moderate,0.3031671,0.30956966,0.3855257,42,False,True,False,False,Very Low
"and the judges already have to help me a lot,",neutral,happiness,neutral,admiration,moderate,moderate,0.56349164,0.10694774,0.3443927,45,False,False,True,False,Very Low
so I feel pressured.,neutral,sadness,neutral,disapproval,moderate,moderate,0.31971237,0.14310557,0.45732474,20,False,False,True,False,Very Low
I liked your attitude on the catwalk.,neutral,happiness,neutral,admiration,mild,mild,0.7332521,0.1564358,0.5098237,37,False,False,True,False,Medium
"Where's that attitude today, girlfriend?",neutral,happiness,neutral,curiosity,mild,mild,0.51745963,0.77331895,0.80071646,40,False,False,True,False,Very High
It's so hard.,neutral,sadness,neutral,disapproval,moderate,moderate,0.3007365,0.15245925,0.49002382,13,False,False,True,False,Very Low
I have no idea what I'm doing.,neutral,surprise,neutral,confusion,moderate,mild,0.42878756,0.36088672,0.50555825,30,False,False,False,False,Medium
So let's do more where it's like...,neutral,neutral,neutral,neutral,mild,neutral,0.3946567,0.72391427,0.61671656,35,True,True,False,False,High
"Come on, I need this shot.",neutral,neutral,neutral,neutral,moderate,neutral,0.3779382,0.4606992,0.527871,26,True,True,False,False,Medium
"When everything comes together, Maureen,",neutral,neutral,neutral,neutral,mild,neutral,0.44595492,0.6456271,0.6277625,40,True,True,False,False,High
you look spectacular.,neutral,happiness,neutral,admiration,moderate,mild,0.7505867,0.16346072,0.4998154,21,False,False,False,False,Medium
"Damn, girl.",neutral,anger,neutral,disapproval,mild,moderate,0.26504594,0.16690174,0.4617836,11,False,False,False,False,Very Low
"Jump off the bridge, please.",neutral,fear,neutral,neutral,moderate,neutral,0.2502959,0.59483474,0.49464166,28,False,True,False,False,Medium
So I come in with too much energy.,neutral,sadness,neutral,disapproval,mild,moderate,0.26159182,0.18372631,0.4879219,34,False,False,False,False,Very Low
A lot of them are booty shots.,neutral,happiness,neutral,neutral,neutral,mild,0.53575754,0.13449365,0.5318374,30,False,True,False,False,Low
I don't know.,neutral,surprise,neutral,confusion,mild,mild,0.50538826,0.33170125,0.64821076,13,False,False,True,False,High
I don't know.,neutral,surprise,neutral,confusion,moderate,mild,0.50538826,0.33170125,0.64821076,13,False,False,False,False,High
"That's an impression for sure,",neutral,happiness,neutral,neutral,neutral,mild,0.48583743,0.39824727,0.59552556,30,False,True,False,False,High
"but good impression, bad impression.",neutral,sadness,neutral,neutral,mild,moderate,0.29984102,0.18082377,0.4427048,36,False,True,False,False,Very Low
At least I followed the brief.,neutral,neutral,neutral,neutral,mild,neutral,0.4189652,0.5917969,0.5503468,30,True,True,False,False,High
She's not even trying at all.,neutral,fear,neutral,neutral,moderate,moderate,0.2661597,0.49320313,0.3428714,29,False,True,True,False,Low
Your nerves are like...,neutral,disgust,neutral,confusion,mild,moderate,0.2579516,0.18677667,0.37095314,23,False,False,False,False,Very Low
We've got that one.,neutral,neutral,neutral,neutral,mild,neutral,0.6080989,0.8209084,0.8180628,19,True,True,False,False,Very High
You okay honey?,neutral,happiness,neutral,curiosity,moderate,mild,0.70824283,0.61529946,0.799034,15,False,False,False,False,Very High
"This is like my first time, so",neutral,neutral,neutral,neutral,mild,neutral,0.39639562,0.72762984,0.59828705,30,True,True,False,False,High
"I just feel like, I don't know.",neutral,surprise,neutral,confusion,moderate,mild,0.5239607,0.3928753,0.544714,31,False,False,False,False,High
We're supposed not to break down,neutral,neutral,neutral,neutral,moderate,neutral,0.27206415,0.7126196,0.58851403,32,True,True,False,False,High
"the very first time, right?",neutral,happiness,neutral,curiosity,mild,mild,0.3733527,0.5033917,0.7510068,27,False,False,True,False,High
"If Layla cannot take in the first week,",neutral,fear,neutral,neutral,neutral,neutral,0.22474098,0.6494354,0.55240405,39,False,True,True,False,Medium
how about the next week and the next week?,neutral,happiness,neutral,curiosity,mild,mild,0.56027097,0.68061054,0.7695851,42,False,False,True,False,Very High
"Hey, do you not want to be here?",neutral,happiness,neutral,curiosity,mild,mild,0.5022526,0.77953345,0.8120061,32,False,False,True,False,Very High
Layla? What's going on?,neutral,happiness,neutral,curiosity,mild,mild,0.4393683,0.75112796,0.8065132,23,False,False,True,False,High
It's just this thing that comes over.,neutral,surprise,neutral,neutral,moderate,neutral,0.35531354,0.6165432,0.58052045,37,False,True,False,False,High
Do you want,neutral,happiness,neutral,curiosity,mild,mild,0.6012799,0.7836677,0.8249511,11,False,False,True,False,Very High
to be here?,neutral,happiness,neutral,curiosity,mild,mild,0.52959335,0.7516211,0.8226737,11,False,False,True,False,Very High
"Let me hear you say, I want to be here.",neutral,happiness,neutral,neutral,mild,mild,0.60690314,0.12044348,0.38824853,39,False,True,True,False,Low
"Please, that's what I want to hear you say.",neutral,happiness,neutral,neutral,moderate,mild,0.6248207,0.12308415,0.5083144,43,False,True,False,False,Low
I don't know what to say.,neutral,surprise,neutral,confusion,moderate,mild,0.522541,0.3820534,0.5472024,25,False,False,False,False,High
You can't answer me?,neutral,surprise,neutral,curiosity,moderate,mild,0.47848043,0.5476093,0.73844665,20,False,False,False,False,High
Do you want to try again?,neutral,happiness,neutral,curiosity,neutral,mild,0.676653,0.7444615,0.80597717,25,False,False,False,False,Very High
No?,neutral,surprise,neutral,neutral,mild,mild,0.43530643,0.50412476,0.49727622,3,False,True,True,False,Medium
I'm sorry to hear that.,neutral,sadness,neutral,disappointment,neutral,moderate,0.3868289,0.077352114,0.33393237,23,False,False,False,False,Very Low
"Ready, one, two, three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.5166039,0.792568,0.7916654,27,True,True,False,False,Very High
Wow.,surprise,happiness,surprise,neutral,mild,mild,0.3698993,0.21796188,0.6089883,4,False,False,True,False,Low
That was really cool.,neutral,happiness,neutral,admiration,moderate,mild,0.70055485,0.16083565,0.5170888,21,False,False,False,False,Medium
Whoa.,neutral,surprise,neutral,neutral,mild,mild,0.3795785,0.2633986,0.4132404,5,False,True,True,False,Low
I really forget anything about me.,neutral,disgust,neutral,disapproval,mild,moderate,0.21650149,0.19407113,0.40351674,34,False,False,False,False,Very Low
Wait.,neutral,surprise,neutral,neutral,mild,neutral,0.22450078,0.5854566,0.5589788,5,False,True,False,False,Medium
"where you get to tell a photographer,",neutral,happiness,neutral,neutral,neutral,mild,0.3474714,0.43797633,0.504137,37,False,True,False,False,Medium
"It's awkward, but it's kind of amazing.",happiness,happiness,amusement,admiration,mild,mild,0.71979904,0.14676544,0.490313,39,True,False,True,False,Medium
"three, go.",neutral,neutral,neutral,neutral,mild,neutral,0.53742504,0.81632304,0.8097625,10,True,True,False,False,Very High
You tell me when I,neutral,neutral,neutral,neutral,mild,neutral,0.3114398,0.593025,0.45213705,18,True,True,False,False,Medium
go. You tell me.,neutral,neutral,neutral,neutral,mild,neutral,0.55796367,0.8499436,0.82928765,16,True,True,False,False,Very High
It got a bit tense when two were shooting.,neutral,fear,neutral,disapproval,moderate,moderate,0.26053435,0.19283567,0.46642122,42,False,False,True,False,Very Low
