text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
"So, ladies, it's time to meet your photographer",neutral,happiness,neutral,neutral,neutral,neutral,0.37415236,0.47685468,0.47635695,47,False,True,True,False,Medium
"Congratulations, ladies,",neutral,happiness,neutral,gratitude,moderate,mild,0.7355671,0.16651064,0.45825496,24,False,False,False,False,Medium
on making it to your first photo challenge.,neutral,happiness,neutral,neutral,moderate,neutral,0.49187297,0.34152356,0.3903068,43,False,True,False,False,Low
Success on this competition,neutral,happiness,neutral,approval,moderate,mild,0.7673704,0.13469894,0.49344444,27,False,False,False,False,High
almost guarantees you success in the industry.,neutral,happiness,neutral,admiration,moderate,mild,0.7234294,0.14714353,0.45956403,46,False,False,False,False,Medium
So we want you excited.,neutral,happiness,neutral,gratitude,moderate,mild,0.7110571,0.13912287,0.4556573,23,False,False,False,False,Medium
We want you motivated.,neutral,happiness,neutral,neutral,mild,mild,0.7374228,0.090429984,0.5016839,22,False,True,True,False,Medium
"Are you ready, girls?",neutral,happiness,neutral,curiosity,mild,mild,0.70045596,0.55896574,0.6920226,21,False,False,True,False,Very High
Good luck!,neutral,happiness,neutral,approval,mild,mild,0.6780516,0.15265405,0.4644155,10,False,False,True,False,Medium
It's my very first photo challenge,neutral,happiness,neutral,neutral,moderate,mild,0.5432453,0.16772504,0.42726123,34,False,True,False,False,Low
in Asia's Next Top Model.,happiness,happiness,pride,neutral,moderate,mild,0.525885,0.35385576,0.4105126,25,True,False,False,False,Medium
"I've been waiting for this, like, for my whole life,",neutral,fear,neutral,neutral,intense,neutral,0.3594508,0.5269051,0.5251402,52,False,True,False,False,High
"so I'm very excited, but I was so scared also.",fear,fear,nervousness,excitement,intense,moderate,0.4189541,0.09051335,0.38950428,46,True,False,False,False,Very Low
"Being in the bottom three for the runaway task,",neutral,neutral,neutral,neutral,moderate,neutral,0.35520837,0.5951596,0.5678853,47,True,True,False,False,High
"it was a lot of pressure,",neutral,fear,neutral,neutral,moderate,moderate,0.40526223,0.21018021,0.42245165,25,False,True,True,False,Very Low
"because I know I had to, like,",neutral,neutral,neutral,neutral,moderate,neutral,0.340994,0.5016818,0.47089076,30,True,True,False,False,Medium
step up my game this time.,neutral,fear,neutral,neutral,moderate,neutral,0.34081677,0.35910654,0.39098746,26,False,True,False,False,Low
"I kind of was just like,",neutral,happiness,neutral,neutral,mild,mild,0.346626,0.24444078,0.5039981,24,False,True,True,False,Low
gotta give it your all.,neutral,neutral,neutral,neutral,moderate,neutral,0.3143489,0.50547755,0.49009418,23,True,True,False,False,Medium
"But at the same time, I was just like,",neutral,neutral,neutral,neutral,mild,neutral,0.34217232,0.5860561,0.5897434,38,True,True,False,False,High
"shit, you know?",neutral,anger,neutral,annoyance,moderate,moderate,0.4010475,0.1659737,0.36071682,15,False,False,True,False,Very Low
"Hey, girls!",neutral,surprise,neutral,neutral,neutral,neutral,0.24225049,0.27066445,0.42766532,11,False,True,True,False,Very Low
"Probably some of you are excited,",neutral,happiness,neutral,gratitude,mild,mild,0.7492818,0.10147469,0.50942034,33,False,False,True,False,Medium
a little bit nervous.,fear,fear,nervousness,neutral,mild,moderate,0.57625407,0.14673269,0.38275394,21,True,False,False,False,Low
I know what it feels like,neutral,surprise,neutral,confusion,mild,mild,0.68032044,0.2612911,0.5489033,25,False,False,True,False,High
"to be in a competition kind of situation,",neutral,happiness,neutral,neutral,mild,mild,0.65644634,0.16666228,0.43728244,41,False,True,True,False,Medium
I'm not gonna be physically with you,neutral,sadness,neutral,neutral,neutral,neutral,0.3445101,0.42785215,0.44707692,36,False,True,True,False,Low
"throughout the whole competition,",neutral,happiness,neutral,neutral,neutral,neutral,0.37618142,0.45517606,0.5007228,33,False,True,True,False,Medium
but Cindy did invite me to share some tips with you,neutral,happiness,neutral,neutral,mild,mild,0.42232996,0.30218917,0.3944177,51,False,True,True,False,Low
so that I can see how you girls are doing.,neutral,happiness,neutral,curiosity,moderate,mild,0.41849428,0.26123682,0.6013457,42,False,False,False,False,Medium
This is basically one of your first challenges.,neutral,happiness,neutral,neutral,neutral,mild,0.6328246,0.14854108,0.48963192,47,False,True,False,False,Medium
You have a long way to go.,neutral,neutral,neutral,neutral,mild,neutral,0.3460405,0.6457874,0.5830275,26,True,True,False,False,High
"And also, people want somebody easy to work with,",neutral,happiness,neutral,admiration,neutral,mild,0.71365196,0.1293655,0.5126666,49,False,False,False,False,Medium
somebody who's professional.,neutral,neutral,neutral,neutral,neutral,mild,0.2647732,0.44185936,0.43979114,28,True,True,False,False,Low
It's very important.,neutral,happiness,neutral,admiration,neutral,mild,0.5916956,0.1789943,0.51883686,20,False,False,False,False,Medium
I'll be seeing you again.,neutral,happiness,neutral,neutral,neutral,neutral,0.34125277,0.3855242,0.37031803,25,False,True,True,False,Low
Group hug!,neutral,surprise,neutral,neutral,moderate,neutral,0.43739572,0.23724598,0.39057642,10,False,True,False,False,Low
"I'm the first girl,",neutral,neutral,neutral,neutral,moderate,neutral,0.39519432,0.5466205,0.5444796,19,True,True,False,False,High
so I won't be able to see,neutral,sadness,neutral,neutral,mild,moderate,0.4885783,0.28307813,0.3173714,25,False,True,False,False,Low
what to do and what not to do.,neutral,disgust,neutral,neutral,moderate,mild,0.3361946,0.26662508,0.4091188,30,False,True,False,False,Very Low
"I'm kind of, like, nervous.",fear,fear,nervousness,neutral,mild,moderate,0.64934933,0.095239565,0.37232524,27,True,False,False,False,Low
"You're really missing the beat of the camera,",neutral,sadness,neutral,neutral,moderate,moderate,0.47695348,0.1616459,0.44009775,45,False,True,True,False,Low
"so just really try to get it on the 1, 2, 3.",neutral,happiness,neutral,neutral,neutral,neutral,0.33084637,0.38413227,0.39042145,44,False,True,True,False,Low
It's not even a pretty dancer.,neutral,disgust,neutral,neutral,moderate,neutral,0.3831851,0.33157516,0.42951885,30,False,True,False,False,Low
It's very awkward-looking at the moment.,neutral,fear,neutral,neutral,moderate,moderate,0.37157664,0.27228996,0.3759558,40,False,True,True,False,Very Low
I was kind of panicking,neutral,fear,neutral,annoyance,moderate,moderate,0.31514287,0.12517118,0.39800137,23,False,False,True,False,Very Low
"because the judges were trying to help me out,",neutral,happiness,neutral,optimism,mild,moderate,0.5400032,0.14346446,0.44130743,46,False,False,False,False,Low
"like, do this, do that.",neutral,neutral,neutral,neutral,mild,neutral,0.3980004,0.5710454,0.57508236,23,True,True,False,False,High
You're coming down.,neutral,anger,neutral,neutral,neutral,neutral,0.25328982,0.55306625,0.48514813,19,False,True,True,False,Medium
I'm kind of thinking I should have done better.,neutral,happiness,neutral,optimism,neutral,mild,0.6370459,0.11201141,0.42623922,47,False,False,False,False,Low
Clara!,neutral,surprise,neutral,neutral,mild,neutral,0.34746465,0.22692761,0.34930408,6,False,True,False,False,Very Low
"Let's go. 1, 2, 3, go!",neutral,neutral,neutral,neutral,moderate,neutral,0.24372347,0.37058413,0.47078964,22,True,True,False,False,Low
Yeah!,neutral,surprise,neutral,neutral,mild,mild,0.3574003,0.19944991,0.34771764,5,False,True,True,False,Very Low
"1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.512522,0.7656376,0.76508784,12,True,True,False,False,Very High
Good.,neutral,happiness,neutral,approval,mild,mild,0.63932437,0.17902997,0.48719662,5,False,False,True,False,Medium
"1, 2, 3, let's go.",neutral,neutral,neutral,neutral,mild,neutral,0.44931242,0.66859025,0.6849005,18,True,True,False,False,Very High
"Yeah, she's got two.",neutral,neutral,neutral,neutral,mild,neutral,0.5144681,0.70530385,0.6805745,20,True,True,False,False,Very High
Today's photoshoot's so perfect for me.,neutral,happiness,neutral,admiration,moderate,mild,0.7616827,0.18699239,0.5012581,39,False,False,False,False,High
"Yes, yes, I want some more, just like that.",neutral,happiness,neutral,neutral,moderate,mild,0.5538569,0.27710897,0.42641726,43,False,True,False,False,Medium
"Okay, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.51661414,0.7463431,0.75929135,18,True,True,False,False,Very High
"I like photographers who talk like,",neutral,happiness,neutral,admiration,mild,mild,0.7565107,0.12338072,0.508502,35,False,False,True,False,High
"nice, good, amazing, so I can improve, right?",happiness,happiness,optimism,joy,mild,mild,0.7833008,0.10954157,0.49439678,45,True,False,True,False,Medium
Beautiful.,neutral,happiness,neutral,admiration,mild,mild,0.77972174,0.14669517,0.52815795,10,False,False,True,False,High
Beautiful.,neutral,happiness,neutral,admiration,moderate,mild,0.77972174,0.14669517,0.52815795,10,False,False,False,False,High
Go.,neutral,neutral,neutral,neutral,mild,neutral,0.6578438,0.8411779,0.840729,3,True,True,False,False,Very High
Clara's doing really good.,neutral,happiness,neutral,admiration,moderate,mild,0.75785184,0.18809375,0.5180987,26,False,False,False,False,High
I'm very impressed.,neutral,happiness,neutral,gratitude,moderate,mild,0.75632924,0.11583655,0.5008653,19,False,False,False,False,Medium
"Okay, okay, I got my work cut out for me now.",neutral,fear,neutral,neutral,neutral,moderate,0.3637722,0.27592152,0.40935957,45,False,True,False,False,Very Low
Well done!,neutral,happiness,neutral,approval,moderate,mild,0.6610019,0.15790616,0.4366104,10,False,False,False,False,Medium
"Okay, less like a bird, all right?",neutral,surprise,neutral,neutral,mild,mild,0.27901784,0.41963217,0.54379827,34,False,True,True,False,Low
"More like a woman, okay?",neutral,happiness,neutral,neutral,neutral,mild,0.438714,0.1652581,0.63443685,24,False,True,False,False,Low
"When they started doing the shoot,",neutral,anger,neutral,neutral,neutral,mild,0.30462104,0.35365906,0.32973418,34,False,True,False,False,Very Low
"I was like, what was I gonna do,",neutral,surprise,neutral,neutral,moderate,mild,0.46686906,0.34847847,0.45114985,32,False,True,False,False,Medium
"what was I gonna do,",neutral,surprise,neutral,neutral,moderate,mild,0.56982064,0.38850105,0.46835065,20,False,True,False,False,High
and then it just went blank.,neutral,surprise,neutral,neutral,intense,neutral,0.25105134,0.5259398,0.5313925,28,False,True,False,False,Medium
Think about what your hands are doing and your face.,neutral,surprise,neutral,curiosity,neutral,mild,0.48059556,0.45959416,0.6661631,52,False,False,False,False,High
"1, 2, 3, and go.",neutral,neutral,neutral,neutral,mild,neutral,0.5701784,0.81073314,0.79085404,16,True,True,False,False,Very High
Very well.,neutral,happiness,neutral,approval,mild,mild,0.69216543,0.1682496,0.48851046,10,False,False,True,False,Medium
Much better.,neutral,happiness,neutral,neutral,moderate,mild,0.6363807,0.17301022,0.45426336,12,False,True,False,False,Medium
"So much better, good job.",neutral,happiness,neutral,approval,moderate,mild,0.7483045,0.16609734,0.52153945,25,False,False,False,False,High
My shoot is like a rollercoaster ride.,neutral,anger,neutral,neutral,moderate,moderate,0.25186995,0.20775749,0.3567065,38,False,True,True,False,Very Low
"It's like Miss Karen, Miss Indira,",neutral,happiness,neutral,admiration,neutral,mild,0.53495413,0.22850025,0.53571177,34,False,False,False,False,Medium
"they like it, they don't.",neutral,disgust,neutral,neutral,mild,neutral,0.44107231,0.30043533,0.38851383,25,False,True,False,False,Low
My goal now is just to survive.,neutral,happiness,neutral,optimism,moderate,moderate,0.45685202,0.1651394,0.3692214,31,False,False,True,False,Very Low
I'm gonna try to like climb on top,neutral,happiness,neutral,neutral,mild,neutral,0.34298772,0.3902189,0.40772137,34,False,True,False,False,Low
when there's just fewer girls.,neutral,disgust,neutral,neutral,neutral,neutral,0.25086933,0.5937074,0.61063933,30,False,True,True,False,High
Lady!,neutral,surprise,neutral,excitement,mild,neutral,0.3542861,0.17820369,0.298918,5,False,False,False,False,Very Low
I like the energy.,neutral,happiness,neutral,gratitude,moderate,mild,0.7373143,0.1319989,0.46051547,18,False,False,False,False,Medium
I don't think I can win Best Photographer.,neutral,sadness,neutral,neutral,mild,moderate,0.39338797,0.26361817,0.3353762,42,False,True,False,False,Very Low
"I see Heidi do it really, really well.",neutral,happiness,neutral,approval,moderate,mild,0.6793143,0.14514859,0.48359054,38,False,False,False,False,Medium
That one's beautiful.,neutral,happiness,neutral,admiration,moderate,mild,0.7680451,0.19638999,0.53389937,21,False,False,False,False,High
"She's like a stallion,",neutral,happiness,neutral,admiration,moderate,mild,0.48882034,0.26951146,0.51718843,22,False,False,False,False,Medium
like a galloping stallion in this one.,neutral,anger,neutral,neutral,moderate,neutral,0.22533235,0.33643034,0.33640394,38,False,True,False,False,Very Low
That's amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.74451715,0.17010526,0.5126012,15,True,True,False,False,High
I'm getting great feedback at this moment.,neutral,happiness,neutral,approval,moderate,mild,0.7601505,0.11572875,0.50554085,42,False,False,False,False,Medium
Whoa!,neutral,surprise,neutral,neutral,moderate,mild,0.5231289,0.18000174,0.361344,5,False,True,False,False,Very Low
"If I trip and it's a good picture,",neutral,happiness,neutral,approval,mild,mild,0.7354097,0.14064093,0.50614786,34,False,False,True,False,Medium
it will be worth it.,neutral,happiness,neutral,admiration,mild,mild,0.718315,0.1365808,0.4761017,20,False,False,True,False,Medium
"Nice, I like that!",neutral,happiness,neutral,approval,moderate,mild,0.7509912,0.12639618,0.49480155,18,False,False,False,False,Medium
Thank you so much.,neutral,happiness,neutral,gratitude,moderate,mild,0.629793,0.21208762,0.40076715,18,False,False,False,False,Low
I'm so happy I'm before Veronica.,neutral,happiness,neutral,gratitude,moderate,mild,0.6980276,0.15214568,0.39277503,33,False,False,False,False,Medium
"Photo shoot is more my thing,",neutral,surprise,neutral,neutral,moderate,mild,0.27295035,0.29773763,0.35073555,29,False,True,False,False,Very Low
so she can learn from me.,neutral,happiness,neutral,neutral,mild,mild,0.5437744,0.1864578,0.47661084,25,False,True,True,False,Low
"Okay, ready, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.5395555,0.74498165,0.7728971,25,True,True,False,False,Very High
"Very chin down right now, okay?",neutral,surprise,neutral,neutral,neutral,mild,0.29454187,0.42150572,0.39793822,31,False,True,False,False,Low
It's making you look very angry.,anger,anger,disapproval,annoyance,mild,moderate,0.39257914,0.13642277,0.40844703,32,True,False,False,False,Very Low
Try to relax your jaw a little bit.,neutral,happiness,neutral,neutral,mild,mild,0.49996698,0.28264612,0.3943161,35,False,True,True,False,Low
"Use your arms, change the angle of the face.",neutral,neutral,neutral,neutral,mild,neutral,0.24383019,0.5241633,0.47104105,44,True,True,False,False,Low
"When I remember to put my chin up,",neutral,fear,neutral,neutral,mild,mild,0.25031278,0.32986718,0.34308797,34,False,True,True,False,Very Low
I forget about the mouth.,neutral,sadness,neutral,neutral,mild,moderate,0.52271914,0.21817593,0.33895662,25,False,True,False,False,Low
And then when I remember the chin and the mouth,neutral,surprise,neutral,confusion,mild,mild,0.65325385,0.27064726,0.4969721,47,False,False,True,False,High
I comment about the eyes.,neutral,surprise,neutral,neutral,mild,neutral,0.3011634,0.6102876,0.4800981,25,False,True,False,False,High
There's always something.,neutral,surprise,neutral,neutral,mild,neutral,0.3677585,0.646436,0.5959622,25,False,True,False,False,High
"Yes, there you go.",neutral,neutral,neutral,neutral,moderate,neutral,0.60253805,0.7718631,0.77617586,18,True,True,False,False,Very High
Chicken!,neutral,surprise,neutral,neutral,mild,neutral,0.38780287,0.18024212,0.30981866,8,False,True,False,False,Very Low
I'm feeling very hot in the jacket.,neutral,fear,neutral,neutral,neutral,moderate,0.4240854,0.20578122,0.41479042,35,False,True,False,False,Very Low
It's really constricting my movements as well.,neutral,anger,neutral,neutral,mild,moderate,0.26576063,0.15074301,0.4035878,46,False,True,False,False,Very Low
"Where are you going, honey?",neutral,surprise,neutral,curiosity,mild,mild,0.50785625,0.498592,0.7378991,27,False,False,True,False,High
Tame the hands.,neutral,neutral,neutral,neutral,mild,neutral,0.4954913,0.80121255,0.7417786,15,True,True,False,False,Very High
You can have a trail behind you,neutral,happiness,neutral,neutral,neutral,neutral,0.30259126,0.51022243,0.45523885,31,False,True,True,False,Medium
but don't bring it up too much.,neutral,disgust,neutral,neutral,neutral,moderate,0.3610119,0.2886493,0.34384102,31,False,True,False,False,Very Low
You look like Lady Gaga.,neutral,happiness,neutral,admiration,mild,mild,0.61306804,0.28225335,0.59911406,24,False,False,True,False,High
"Yes, yes, yes, good.",neutral,happiness,neutral,approval,moderate,mild,0.66399044,0.1621914,0.48658475,20,False,False,False,False,Medium
Let's try jumping in.,neutral,happiness,neutral,neutral,mild,neutral,0.3511594,0.38944328,0.38228172,21,False,True,False,False,Low
"Good, a little bit less.",neutral,happiness,neutral,neutral,mild,mild,0.37898293,0.2667768,0.38239643,24,False,True,True,False,Very Low
Almost.,neutral,neutral,neutral,neutral,mild,neutral,0.622365,0.8480351,0.84264123,7,True,True,False,False,Very High
"Namita, let's see what you got, girlfriend.",neutral,happiness,neutral,curiosity,neutral,mild,0.44265324,0.41682285,0.5905027,43,False,False,False,False,High
"Everyone set such a high bar,",neutral,happiness,neutral,neutral,moderate,neutral,0.3391835,0.47400805,0.44190818,29,False,True,False,False,Medium
"and I was just like, oh, shit, crap, okay.",neutral,anger,neutral,annoyance,mild,moderate,0.4155432,0.1467012,0.38516122,42,False,False,False,False,Very Low
Watch that duck face.,neutral,happiness,neutral,neutral,mild,neutral,0.2240511,0.37718236,0.4019117,21,False,True,False,False,Very Low
"Careful of your eyes, you're looking really bug-eyed.",neutral,happiness,neutral,admiration,neutral,mild,0.67095304,0.171099,0.4840252,53,False,False,False,False,Medium
So my confidence kind of just went...,neutral,happiness,neutral,admiration,moderate,mild,0.5972556,0.12265055,0.44036916,37,False,False,False,False,Low
"Keep doing what you're doing with your body,",neutral,happiness,neutral,neutral,mild,moderate,0.26173374,0.3954937,0.33346617,44,False,True,False,False,Very Low
but your head needs to come forward.,neutral,fear,neutral,neutral,neutral,neutral,0.2869162,0.38807797,0.4382018,36,False,True,True,False,Low
"Yes, better, better, much better.",neutral,happiness,neutral,neutral,moderate,mild,0.67299837,0.15205413,0.44314775,33,False,True,False,False,Medium
That one's amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.7509377,0.19775659,0.5116844,19,True,True,False,False,High
When I finally got into the momentum,neutral,surprise,neutral,neutral,mild,mild,0.2807226,0.21196628,0.34917092,36,False,True,True,False,Very Low
"and when I finally got what they were asking for,",neutral,surprise,neutral,neutral,mild,mild,0.569529,0.27754724,0.50334424,49,False,True,True,False,Medium
it was kind of too late.,neutral,sadness,neutral,neutral,mild,neutral,0.39710948,0.2605372,0.33914086,24,False,True,False,False,Very Low
"Well done, Veronica!",neutral,happiness,neutral,approval,moderate,mild,0.65819865,0.15022734,0.41858009,20,False,False,False,False,Low
"Between me and Valerie, it's really complicated",neutral,surprise,neutral,confusion,mild,mild,0.6961224,0.30918947,0.499163,47,False,False,True,False,High
"It's a competition, but we're still connected, right?",neutral,happiness,neutral,neutral,neutral,mild,0.60001177,0.20429529,0.45714185,53,False,True,False,False,Medium
"So I want her to do good, but I want to do better.",neutral,happiness,neutral,gratitude,moderate,mild,0.7428948,0.10658083,0.45684004,50,False,False,False,False,Medium
"Nice, that was a nice shape there.",neutral,happiness,neutral,admiration,mild,mild,0.76787233,0.20606485,0.55936855,34,False,False,True,False,High
That was amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.73310834,0.16614808,0.4937932,17,True,True,False,False,High
It's hard to tell if you're smiling or not.,neutral,disgust,neutral,neutral,mild,mild,0.3653985,0.28734404,0.38192835,43,False,True,True,False,Very Low
"The pose is good,",neutral,happiness,neutral,admiration,mild,mild,0.75317854,0.21092764,0.5433684,17,False,False,True,False,High
I just have to pay more attention up here.,neutral,happiness,neutral,neutral,neutral,moderate,0.33965942,0.24375163,0.34858572,42,False,True,False,False,Very Low
To loosen up.,neutral,anger,neutral,neutral,neutral,neutral,0.26093122,0.59717923,0.5055359,13,False,True,True,False,Medium
I really enjoyed the photo shoot.,neutral,happiness,neutral,gratitude,moderate,mild,0.64910394,0.1072915,0.43107083,33,False,False,False,False,Low
"Last frame, you are done.",neutral,neutral,neutral,neutral,mild,neutral,0.3621351,0.473283,0.5001899,25,True,True,False,False,Medium
Good job.,neutral,happiness,neutral,approval,mild,mild,0.68633336,0.17580625,0.4959346,9,False,False,True,False,Medium
Cindy!,neutral,surprise,neutral,neutral,neutral,neutral,0.32699043,0.21425429,0.33564484,6,False,True,True,False,Very Low
I don't have much experience of taking photo shoots.,neutral,sadness,neutral,neutral,neutral,neutral,0.44253442,0.41640744,0.4129062,52,False,True,True,False,Medium
"I have a lot of thoughts,",neutral,surprise,neutral,neutral,mild,mild,0.60786206,0.21505177,0.44904482,25,False,True,True,False,Medium
I have many plans for different kinds of posing.,neutral,happiness,neutral,neutral,mild,mild,0.3626688,0.41658628,0.4027358,48,False,True,True,False,Low
A little bit more energy in your face.,neutral,happiness,neutral,neutral,neutral,moderate,0.38559845,0.15964673,0.4116057,38,False,True,False,False,Very Low
"Once I step on the set, all the plans just deleted.",neutral,neutral,neutral,neutral,moderate,neutral,0.4541847,0.62964743,0.6518241,51,True,True,False,False,High
"Right now, your outfit, everything is so dramatic,",neutral,happiness,neutral,admiration,mild,moderate,0.5746233,0.19623438,0.42408648,50,False,False,False,False,Low
but your face is still too sweet.,neutral,happiness,neutral,admiration,mild,mild,0.28400543,0.13600546,0.43648782,33,False,False,True,False,Very Low
"I need more fierce, okay?",happiness,fear,desire,neutral,moderate,moderate,0.53320986,0.13325179,0.45077115,25,False,False,True,False,Low
"Well, give me a fierce, give me like you're angry.",happiness,anger,neutral,annoyance,neutral,moderate,0.41626963,0.12653916,0.40223494,50,False,False,False,False,Very Low
That's angry?,anger,anger,confusion,annoyance,mild,moderate,0.4614865,0.15966849,0.39728826,13,True,False,False,False,Very Low
More angry.,anger,anger,anger,annoyance,mild,moderate,0.47253466,0.14575404,0.39901507,11,True,False,False,False,Very Low
I thought I can be fierce.,happiness,fear,neutral,neutral,neutral,moderate,0.58043325,0.1030548,0.4698875,26,False,True,False,False,Low
Show me happy.,neutral,happiness,neutral,gratitude,neutral,mild,0.7027624,0.16914806,0.42199466,14,False,False,False,False,Medium
Happy.,neutral,happiness,neutral,approval,neutral,mild,0.7448554,0.11863092,0.49830472,6,False,False,False,False,Medium
Angry.,anger,fear,anger,neutral,mild,moderate,0.35644856,0.16108283,0.3822007,6,False,False,False,False,Very Low
Your face did not change from serious to angry at all.,anger,disgust,confusion,disapproval,mild,moderate,0.43553695,0.22415431,0.40989614,54,False,False,False,False,Low
"Obviously, it's not working.",neutral,disgust,neutral,neutral,moderate,neutral,0.38003203,0.38660568,0.4874206,28,False,True,False,False,Medium
Let's do some other emotions.,neutral,happiness,neutral,neutral,mild,mild,0.5641761,0.23145902,0.44932634,29,False,True,True,False,Medium
"What are you doing, Cindy?",neutral,surprise,neutral,confusion,mild,mild,0.6613786,0.442092,0.70554805,26,False,False,True,False,Very High
"Sorry, not you.",neutral,sadness,neutral,neutral,mild,neutral,0.4714091,0.2669375,0.36653167,15,False,True,False,False,Low
This is so awkward and embarrassing.,neutral,fear,neutral,neutral,moderate,moderate,0.6345377,0.09069387,0.39503393,36,False,True,True,False,Low
I put that embarrassing thing aside,neutral,fear,neutral,neutral,mild,moderate,0.6350469,0.084918186,0.40722102,35,False,True,False,False,Low
and then focus on my photo shoot.,neutral,happiness,neutral,neutral,neutral,neutral,0.30788898,0.3757337,0.36090937,33,False,True,True,False,Very Low
Yes.,neutral,neutral,neutral,neutral,mild,neutral,0.6434342,0.79819685,0.80404615,4,True,True,False,False,Very High
"Change, good.",neutral,happiness,neutral,neutral,mild,mild,0.6345748,0.19667841,0.44066685,13,False,True,True,False,Medium
Nice.,neutral,neutral,neutral,neutral,mild,neutral,0.60134053,0.7781905,0.78625023,5,True,True,False,False,Very High
Let's go.,neutral,neutral,neutral,neutral,mild,neutral,0.38785955,0.56013805,0.6110187,9,True,True,False,False,High
you're going to have to stride a lot more.,neutral,fear,neutral,neutral,neutral,moderate,0.32230735,0.37238613,0.39703763,42,False,True,False,False,Low
Lean towards the camera a little bit and relax your neck.,neutral,happiness,neutral,neutral,neutral,moderate,0.2996365,0.2510575,0.36545354,57,False,True,False,False,Very Low
"and the judges already have to help me a lot,",neutral,happiness,neutral,optimism,moderate,mild,0.6653073,0.14059143,0.38531634,45,False,False,False,False,Low
so I feel pressured.,neutral,fear,neutral,neutral,moderate,moderate,0.6504084,0.17293118,0.3734908,20,False,True,True,False,Low
I liked your attitude on the catwalk.,neutral,happiness,neutral,gratitude,mild,mild,0.74184895,0.110278815,0.45268783,37,False,False,True,False,Medium
"Where's that attitude today, girlfriend?",neutral,surprise,neutral,curiosity,mild,mild,0.47861913,0.54061174,0.75323474,40,False,False,True,False,High
It's so hard.,neutral,sadness,neutral,neutral,moderate,neutral,0.24126005,0.41625232,0.39686644,13,False,True,False,False,Very Low
I have no idea what I'm doing.,neutral,surprise,neutral,confusion,moderate,mild,0.72937346,0.49704462,0.519489,30,False,False,False,False,High
So let's do more where it's like...,neutral,happiness,neutral,neutral,mild,mild,0.3996088,0.41609833,0.46942675,35,False,True,True,False,Medium
"Come on, I need this shot.",neutral,fear,neutral,neutral,moderate,neutral,0.40948868,0.25489956,0.39419913,26,False,True,False,False,Very Low
"When everything comes together, Maureen,",neutral,neutral,neutral,neutral,mild,neutral,0.39050594,0.623425,0.5313513,40,True,True,False,False,High
you look spectacular.,neutral,happiness,neutral,admiration,moderate,mild,0.70760465,0.25342235,0.5283545,21,False,False,False,False,High
"Damn, girl.",neutral,anger,neutral,neutral,mild,moderate,0.3637333,0.14617296,0.3852362,11,False,True,False,False,Very Low
"Jump off the bridge, please.",neutral,neutral,neutral,neutral,moderate,neutral,0.33142108,0.56784827,0.5981323,28,True,True,False,False,High
So I come in with too much energy.,neutral,fear,neutral,neutral,mild,neutral,0.24746586,0.33408296,0.36614418,34,False,True,False,False,Very Low
A lot of them are booty shots.,neutral,anger,neutral,neutral,neutral,moderate,0.33550587,0.24304262,0.37032068,30,False,True,False,False,Very Low
I don't know.,neutral,surprise,neutral,confusion,mild,mild,0.7506626,0.5442393,0.585649,13,False,False,True,False,Very High
I don't know.,neutral,surprise,neutral,confusion,moderate,mild,0.7506626,0.5442393,0.585649,13,False,False,False,False,Very High
"That's an impression for sure,",neutral,happiness,neutral,admiration,neutral,mild,0.62693906,0.1662091,0.56724733,30,False,False,False,False,Medium
"but good impression, bad impression.",neutral,sadness,neutral,neutral,mild,moderate,0.33039272,0.2088794,0.34205157,36,False,True,False,False,Very Low
At least I followed the brief.,neutral,neutral,neutral,neutral,mild,neutral,0.56837964,0.7826143,0.7780465,30,True,True,False,False,Very High
A little bit more energy.,neutral,happiness,neutral,neutral,neutral,mild,0.37264654,0.29831928,0.39789185,25,False,True,False,False,Low
She's not even trying at all.,neutral,disgust,neutral,neutral,moderate,neutral,0.4051605,0.294145,0.35272804,29,False,True,False,False,Very Low
It's a competition.,neutral,happiness,neutral,approval,neutral,mild,0.67379415,0.1662517,0.4964121,19,False,False,False,False,Medium
Your nerves are like...,neutral,fear,neutral,neutral,mild,moderate,0.40785518,0.20391504,0.4252878,23,False,True,False,False,Very Low
We've got that one.,neutral,neutral,neutral,neutral,mild,neutral,0.43293685,0.5360547,0.57004786,19,True,True,False,False,High
You okay honey?,neutral,surprise,neutral,neutral,moderate,mild,0.48402074,0.34262663,0.5789151,15,False,True,False,False,High
"This is like my first time, so",neutral,surprise,neutral,neutral,mild,neutral,0.36300492,0.36457425,0.39423934,30,False,True,False,False,Low
"I just feel like, I don't know.",neutral,surprise,neutral,confusion,moderate,mild,0.75700676,0.516486,0.5735621,31,False,False,False,False,Very High
This is a competition.,neutral,happiness,neutral,neutral,neutral,mild,0.6124409,0.20704661,0.45968714,22,False,True,False,False,Medium
