text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
"Yesterday, the challenge was a long marathon run,",neutral,happiness,neutral,neutral,neutral,mild,0.4060711,0.34949487,0.39153445,49,False,True,False,False,Medium
and now we're running again.,neutral,fear,neutral,neutral,neutral,moderate,0.50558823,0.18034483,0.42068172,28,False,True,False,False,Medium
"Okay, let's do this.",neutral,neutral,neutral,neutral,moderate,neutral,0.30267423,0.5905816,0.5980177,20,True,True,False,False,High
"So, ladies, it's time to meet your photographer",neutral,happiness,neutral,neutral,neutral,neutral,0.39400482,0.48735717,0.4146204,47,False,True,True,False,High
"Congratulations, ladies,",neutral,happiness,neutral,gratitude,moderate,mild,0.6662903,0.11009875,0.54528403,24,False,False,False,False,High
on making it to your first photo challenge.,neutral,happiness,neutral,neutral,moderate,mild,0.5554579,0.27787822,0.48960847,43,False,True,False,False,High
Success on this competition,neutral,happiness,neutral,neutral,moderate,mild,0.69149935,0.15021914,0.5657424,27,False,True,False,False,High
almost guarantees you success in the industry.,neutral,happiness,neutral,approval,moderate,mild,0.6040639,0.12129788,0.48160636,46,False,False,False,False,Medium
So we want you excited.,neutral,happiness,neutral,neutral,moderate,mild,0.63804215,0.11669409,0.5032789,23,False,True,False,False,High
We want you motivated.,neutral,happiness,neutral,neutral,mild,mild,0.32294652,0.30025038,0.37328503,22,False,True,True,False,Low
"Are you ready, girls?",neutral,happiness,neutral,curiosity,mild,mild,0.6355643,0.6988259,0.67922294,21,False,False,True,False,Very High
Good luck!,neutral,happiness,neutral,approval,mild,mild,0.6619654,0.11162776,0.5198504,10,False,False,True,False,High
It's my very first photo challenge,neutral,happiness,neutral,neutral,moderate,mild,0.42546856,0.2433638,0.46743542,34,False,True,False,False,Medium
in Asia's Next Top Model.,happiness,happiness,pride,neutral,moderate,mild,0.5339278,0.16220188,0.4380409,25,True,False,False,False,Medium
"I've been waiting for this, like, for my whole life,",neutral,fear,neutral,neutral,intense,moderate,0.5129765,0.106032185,0.42295003,52,False,True,False,False,Low
"so I'm very excited, but I was so scared also.",fear,fear,nervousness,fear,intense,moderate,0.43325755,0.07113102,0.39451733,46,True,False,False,False,Very Low
"Being in the bottom three for the runaway task,",neutral,fear,neutral,neutral,moderate,moderate,0.49688274,0.20744093,0.43611422,47,False,True,True,False,Medium
"it was a lot of pressure,",neutral,fear,neutral,neutral,moderate,moderate,0.5288049,0.12728792,0.43674093,25,False,True,True,False,Low
"because I know I had to, like,",neutral,surprise,neutral,neutral,moderate,mild,0.29257515,0.41781792,0.42611045,30,False,True,False,False,Medium
step up my game this time.,neutral,fear,neutral,neutral,moderate,moderate,0.30692008,0.17915396,0.38214192,26,False,True,True,False,Very Low
"I kind of was just like,",neutral,surprise,neutral,neutral,mild,neutral,0.2939767,0.42895758,0.43331215,24,False,True,False,False,Medium
"okay, you know, Namita, like,",neutral,happiness,neutral,neutral,neutral,mild,0.32484815,0.47458905,0.4689625,29,False,True,False,False,High
gotta give it your all.,neutral,happiness,neutral,neutral,moderate,mild,0.365936,0.38190192,0.39988884,23,False,True,False,False,Medium
"But at the same time, I was just like,",neutral,surprise,neutral,neutral,mild,neutral,0.3316269,0.5138364,0.5638495,38,False,True,False,False,High
"shit, you know?",neutral,surprise,neutral,confusion,moderate,mild,0.3724248,0.2885804,0.5401337,15,False,False,False,False,Medium
"Hey, girls!",neutral,happiness,neutral,excitement,neutral,moderate,0.24724135,0.17292371,0.31288525,11,False,False,False,False,Very Low
"Gather around, please.",neutral,fear,neutral,neutral,neutral,neutral,0.31960502,0.52501315,0.5808922,22,False,True,True,False,High
"Probably some of you are excited,",neutral,happiness,neutral,curiosity,mild,mild,0.6142608,0.21982877,0.58080184,33,False,False,True,False,High
a little bit nervous.,fear,fear,nervousness,annoyance,mild,moderate,0.5509645,0.096960954,0.3641274,21,True,False,False,False,Low
I know what it feels like,neutral,surprise,neutral,confusion,mild,mild,0.5701226,0.202437,0.4994937,25,False,False,True,False,High
"to be in a competition kind of situation,",neutral,happiness,neutral,neutral,mild,mild,0.37827787,0.2927275,0.41768098,41,False,True,True,False,Low
I'm not gonna be physically with you,neutral,sadness,neutral,neutral,neutral,moderate,0.40051737,0.19448496,0.46861783,36,False,True,False,False,Low
but Cindy did invite me to share some tips with you,neutral,happiness,neutral,curiosity,mild,mild,0.32182527,0.25230244,0.4763575,51,False,False,True,False,Low
so that I can see how you girls are doing.,neutral,happiness,neutral,curiosity,moderate,mild,0.52143544,0.5247231,0.5997043,42,False,False,False,False,Very High
This is basically one of your first challenges.,neutral,happiness,neutral,neutral,neutral,mild,0.52429956,0.25849497,0.43823203,47,False,True,False,False,Medium
You have a long way to go.,neutral,fear,neutral,neutral,mild,neutral,0.28835687,0.45378718,0.46285632,26,False,True,False,False,Medium
"And also, people want somebody easy to work with,",neutral,happiness,neutral,neutral,neutral,mild,0.38058805,0.37369767,0.42762664,49,False,True,False,False,Medium
somebody who's professional.,neutral,happiness,neutral,neutral,neutral,mild,0.3028606,0.24776283,0.46169984,28,False,True,False,False,Low
It's very important.,neutral,happiness,neutral,neutral,neutral,mild,0.501936,0.20506369,0.48852873,20,False,True,False,False,Medium
I'll be seeing you again.,neutral,happiness,neutral,neutral,neutral,mild,0.29120135,0.37766153,0.35084733,25,False,True,False,False,Low
Group hug!,neutral,surprise,neutral,excitement,moderate,mild,0.25322345,0.15308897,0.33879605,10,False,False,False,False,Very Low
"I'm the first girl,",neutral,happiness,neutral,neutral,moderate,mild,0.38387218,0.38439023,0.41343808,19,False,True,False,False,Medium
so I won't be able to see,neutral,sadness,neutral,neutral,mild,moderate,0.3327995,0.14343932,0.4286229,25,False,True,False,False,Very Low
what to do and what not to do.,neutral,surprise,neutral,confusion,moderate,mild,0.29059634,0.38160214,0.46703884,30,False,False,False,False,Medium
"I'm kind of, like, nervous.",fear,fear,nervousness,annoyance,mild,moderate,0.5214211,0.107430905,0.37910303,27,True,False,False,False,Low
"You're really missing the beat of the camera,",neutral,sadness,neutral,disapproval,moderate,moderate,0.42649212,0.1631528,0.5281058,45,False,False,True,False,Medium
"so just really try to get it on the 1, 2, 3.",neutral,fear,neutral,neutral,neutral,moderate,0.26535094,0.37195036,0.33237976,44,False,True,False,False,Very Low
It's not even a pretty dancer.,neutral,disgust,neutral,disapproval,moderate,mild,0.46360993,0.28909093,0.37320194,30,False,False,False,False,Medium
It's very awkward-looking at the moment.,neutral,fear,neutral,annoyance,moderate,moderate,0.45127222,0.1477807,0.44399685,40,False,False,True,False,Low
I was kind of panicking,neutral,anger,neutral,annoyance,moderate,moderate,0.39237252,0.111946754,0.3685599,23,False,False,True,False,Very Low
"because the judges were trying to help me out,",neutral,fear,neutral,annoyance,mild,moderate,0.47778374,0.092799164,0.45712262,46,False,False,False,False,Low
"like, do this, do that.",neutral,disgust,neutral,neutral,mild,mild,0.3049066,0.38591433,0.45597893,23,False,True,True,False,Medium
You're coming down.,neutral,fear,neutral,neutral,neutral,neutral,0.3203406,0.37332013,0.39163736,19,False,True,True,False,Low
I'm kind of thinking I should have done better.,neutral,happiness,neutral,optimism,neutral,moderate,0.3050437,0.16934909,0.43897524,47,False,False,False,False,Very Low
Clara!,neutral,happiness,neutral,neutral,mild,mild,0.24822232,0.17106667,0.29828435,6,False,True,True,False,Very Low
"Let's go. 1, 2, 3, go!",neutral,fear,neutral,neutral,moderate,moderate,0.36020884,0.13684712,0.3703546,22,False,True,True,False,Very Low
Yeah!,neutral,surprise,neutral,excitement,mild,moderate,0.28535327,0.13882698,0.2857366,5,False,False,False,False,Very Low
"1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.5555391,0.78826004,0.79753685,12,True,True,False,False,Very High
Good.,neutral,happiness,neutral,neutral,mild,mild,0.4660724,0.33863083,0.44544852,5,False,True,True,False,Medium
"1, 2, 3, let's go.",neutral,neutral,neutral,neutral,mild,neutral,0.42399827,0.6890345,0.72012854,18,True,True,False,False,Very High
"Yeah, she's got two.",neutral,neutral,neutral,neutral,mild,neutral,0.3769821,0.6539816,0.6167954,20,True,True,False,False,Very High
Today's photoshoot's so perfect for me.,neutral,happiness,neutral,admiration,moderate,mild,0.5712369,0.16351993,0.48202944,39,False,False,False,False,Medium
"Yes, yes, I want some more, just like that.",neutral,happiness,neutral,neutral,moderate,mild,0.30943125,0.3039727,0.38117048,43,False,True,False,False,Low
"Okay, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.56430405,0.7779662,0.79679596,18,True,True,False,False,Very High
"I like photographers who talk like,",neutral,happiness,neutral,curiosity,mild,mild,0.55023324,0.26502973,0.628469,35,False,False,True,False,High
"nice, good, amazing, so I can improve, right?",happiness,happiness,optimism,neutral,mild,mild,0.67114884,0.19774887,0.56589407,45,True,False,True,False,High
Beautiful.,neutral,happiness,neutral,admiration,mild,mild,0.663176,0.17225662,0.56244326,10,False,False,True,False,High
Beautiful.,neutral,happiness,neutral,admiration,moderate,mild,0.663176,0.17225662,0.56244326,10,False,False,False,False,High
Go.,neutral,neutral,neutral,neutral,mild,neutral,0.440158,0.6844367,0.7372779,3,True,True,False,False,Very High
Clara's doing really good.,neutral,happiness,neutral,neutral,moderate,mild,0.6135482,0.18004544,0.5237983,26,False,True,False,False,High
I'm very impressed.,neutral,happiness,neutral,gratitude,moderate,mild,0.6068859,0.11417764,0.5074766,19,False,False,False,False,Medium
"Okay, okay, I got my work cut out for me now.",neutral,fear,neutral,annoyance,neutral,moderate,0.45796454,0.09249156,0.42636696,45,False,False,False,False,Very Low
Well done!,neutral,happiness,neutral,neutral,moderate,mild,0.56337595,0.13692252,0.44211102,10,False,True,False,False,Medium
"Okay, less like a bird, all right?",neutral,happiness,neutral,curiosity,mild,mild,0.29605252,0.39968157,0.6015589,34,False,False,True,False,High
"More like a woman, okay?",neutral,happiness,neutral,curiosity,neutral,mild,0.44093928,0.547495,0.69710755,24,False,False,False,False,Very High
"When they started doing the shoot,",neutral,fear,neutral,neutral,neutral,mild,0.21397443,0.3804375,0.35251698,34,False,True,False,False,Very Low
"I was like, what was I gonna do,",neutral,surprise,neutral,confusion,moderate,mild,0.5638219,0.45848346,0.54850775,32,False,False,False,False,High
"what was I gonna do,",neutral,surprise,neutral,confusion,moderate,mild,0.5635622,0.49191254,0.57601124,20,False,False,False,False,Very High
and then it just went blank.,neutral,fear,neutral,neutral,intense,moderate,0.34799665,0.29360524,0.35764062,28,False,True,False,False,Low
Think about what your hands are doing and your face.,neutral,happiness,neutral,curiosity,neutral,mild,0.317811,0.44732141,0.5801274,52,False,False,False,False,High
"1, 2, 3, and go.",neutral,neutral,neutral,neutral,mild,neutral,0.56963325,0.80171627,0.8055891,16,True,True,False,False,Very High
Very well.,neutral,happiness,neutral,neutral,mild,mild,0.6275255,0.1631904,0.5571769,10,False,True,True,False,High
Much better.,neutral,happiness,neutral,neutral,moderate,mild,0.41980398,0.38514164,0.4027477,12,False,True,False,False,Medium
"So much better, good job.",neutral,happiness,neutral,neutral,moderate,mild,0.4140095,0.40164426,0.3981474,25,False,True,False,False,Medium
My shoot is like a rollercoaster ride.,neutral,disgust,neutral,neutral,moderate,mild,0.3152738,0.11226726,0.46224624,38,False,True,False,False,Very Low
"It's like Miss Karen, Miss Indira,",neutral,happiness,neutral,neutral,neutral,mild,0.282239,0.37777242,0.46604714,34,False,True,False,False,Medium
"they like it, they don't.",neutral,disgust,neutral,disapproval,mild,mild,0.519197,0.3476294,0.3567386,25,False,False,True,False,Medium
My goal now is just to survive.,neutral,fear,neutral,neutral,moderate,moderate,0.43345863,0.2421882,0.3567634,31,False,True,True,False,Low
I'm gonna try to like climb on top,neutral,happiness,neutral,neutral,mild,mild,0.36412427,0.33002836,0.37453926,34,False,True,True,False,Low
when there's just fewer girls.,neutral,disgust,neutral,neutral,neutral,neutral,0.3843426,0.3862151,0.36442858,30,False,True,True,False,Medium
Lady!,neutral,happiness,neutral,excitement,mild,mild,0.3132165,0.106534384,0.35914892,5,False,False,True,False,Very Low
I like the energy.,neutral,happiness,neutral,admiration,moderate,mild,0.6885963,0.14833532,0.5517858,18,False,False,False,False,High
I don't think I can win Best Photographer.,neutral,sadness,neutral,neutral,mild,moderate,0.43782207,0.15654828,0.46467516,42,False,True,False,False,Low
"I see Heidi do it really, really well.",neutral,happiness,neutral,neutral,moderate,mild,0.58398944,0.1364883,0.48016217,38,False,True,False,False,Medium
That one's beautiful.,neutral,happiness,neutral,admiration,moderate,mild,0.6214778,0.1958079,0.5391504,21,False,False,False,False,High
"She's like a stallion,",neutral,disgust,neutral,disapproval,moderate,mild,0.36313146,0.10127447,0.48726487,22,False,False,False,False,Very Low
like a galloping stallion in this one.,neutral,disgust,neutral,disapproval,moderate,mild,0.39149863,0.12123659,0.3884574,38,False,False,False,False,Very Low
That's amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.636219,0.16684552,0.52703875,15,True,True,False,False,High
I'm getting great feedback at this moment.,neutral,happiness,neutral,neutral,moderate,moderate,0.37466076,0.22498259,0.37485328,42,False,True,True,False,Very Low
Whoa!,neutral,anger,neutral,surprise,moderate,moderate,0.32553044,0.14250496,0.33258915,5,False,False,True,False,Very Low
"If I trip and it's a good picture,",neutral,happiness,neutral,neutral,mild,mild,0.52271533,0.3075208,0.50627255,34,False,True,True,False,High
it will be worth it.,neutral,fear,neutral,neutral,mild,moderate,0.28085735,0.17974274,0.36582404,20,False,True,False,False,Very Low
"Nice, I like that!",neutral,happiness,neutral,approval,moderate,mild,0.674581,0.13875751,0.5123289,18,False,False,False,False,High
Thank you so much.,neutral,happiness,neutral,gratitude,moderate,mild,0.48831472,0.1737356,0.41111767,18,False,False,False,False,Low
I'm so happy I'm before Veronica.,neutral,happiness,neutral,gratitude,moderate,mild,0.53632975,0.14105745,0.40950322,33,False,False,False,False,Low
"Photo shoot is more my thing,",neutral,sadness,neutral,neutral,moderate,moderate,0.24379382,0.12650888,0.44331947,29,False,True,True,False,Very Low
so she can learn from me.,neutral,surprise,neutral,neutral,mild,mild,0.2958174,0.19062185,0.4309457,25,False,True,True,False,Very Low
"Okay, ready, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,neutral,0.55813974,0.7407151,0.7713501,25,True,True,False,False,Very High
"Very chin down right now, okay?",neutral,surprise,neutral,curiosity,neutral,mild,0.28891692,0.24153082,0.5166025,31,False,False,False,False,Low
It's making you look very angry.,anger,anger,disapproval,disapproval,mild,moderate,0.3963843,0.11585034,0.39717758,32,True,True,False,False,Very Low
Try to relax your jaw a little bit.,neutral,happiness,neutral,neutral,mild,mild,0.5597513,0.19399591,0.46570966,35,False,True,True,False,Medium
"Use your arms, change the angle of the face.",neutral,happiness,neutral,neutral,mild,mild,0.4839463,0.29143557,0.49275762,44,False,True,True,False,High
"When I remember to put my chin up,",neutral,surprise,neutral,curiosity,mild,mild,0.4141248,0.22825533,0.47170526,34,False,False,True,False,Medium
I forget about the mouth.,neutral,sadness,neutral,neutral,mild,moderate,0.40994084,0.16581933,0.4487871,25,False,True,False,False,Low
And then when I remember the chin and the mouth,neutral,surprise,neutral,curiosity,mild,mild,0.46034524,0.33916983,0.5962431,47,False,False,True,False,High
I comment about the eyes.,neutral,happiness,neutral,neutral,mild,mild,0.35550678,0.43952477,0.4815335,25,False,True,True,False,High
There's always something.,neutral,neutral,neutral,neutral,mild,neutral,0.2808524,0.53087336,0.44331998,25,True,True,False,False,Medium
"Yes, there you go.",neutral,neutral,neutral,neutral,moderate,neutral,0.61912805,0.7937709,0.75144345,18,True,True,False,False,Very High
Chicken!,neutral,happiness,neutral,excitement,mild,moderate,0.21706815,0.16595683,0.28928715,8,False,False,False,False,Very Low
I'm feeling very hot in the jacket.,neutral,fear,neutral,neutral,neutral,moderate,0.32511982,0.11628933,0.44197193,35,False,True,False,False,Very Low
It's really constricting my movements as well.,neutral,fear,neutral,annoyance,mild,moderate,0.38289773,0.105501264,0.48909545,46,False,False,False,False,Very Low
"Where are you going, honey?",neutral,happiness,neutral,curiosity,mild,mild,0.5650569,0.80260307,0.7191697,27,False,False,True,False,Very High
Tame the hands.,neutral,neutral,neutral,neutral,mild,neutral,0.35125986,0.58721066,0.57602984,15,True,True,False,False,High
"to give it a little bit more length,",neutral,happiness,neutral,neutral,neutral,neutral,0.25614327,0.4707311,0.37258878,36,False,True,True,False,Low
but don't bring it up too much.,neutral,disgust,neutral,disapproval,neutral,moderate,0.37017035,0.27244866,0.42788717,31,False,False,False,False,Low
You look like Lady Gaga.,neutral,happiness,neutral,admiration,mild,mild,0.3800792,0.15469213,0.5155978,24,False,False,True,False,Low
"Yes, yes, yes, good.",neutral,happiness,neutral,neutral,moderate,mild,0.42228138,0.41650993,0.41047126,20,False,True,False,False,Medium
Let's try jumping in.,neutral,fear,neutral,neutral,mild,moderate,0.38020465,0.24748056,0.38022903,21,False,True,False,False,Low
"Good, a little bit less.",neutral,sadness,neutral,neutral,mild,moderate,0.25097293,0.32120058,0.33678553,24,False,True,False,False,Very Low
Almost.,neutral,neutral,neutral,neutral,mild,neutral,0.63436,0.859731,0.8238655,7,True,True,False,False,Very High
"Namita, let's see what you got, girlfriend.",neutral,happiness,neutral,curiosity,neutral,mild,0.5393917,0.44048432,0.5932084,43,False,False,False,False,High
"Everyone set such a high bar,",neutral,neutral,neutral,neutral,moderate,neutral,0.40071088,0.60863596,0.5489423,29,True,True,False,False,High
"and I was just like, oh, shit, crap, okay.",neutral,anger,neutral,disapproval,mild,moderate,0.3655072,0.13062115,0.37736937,42,False,False,False,False,Very Low
Watch that duck face.,neutral,anger,neutral,neutral,mild,moderate,0.27022183,0.16333373,0.35941768,21,False,True,False,False,Very Low
"Careful of your eyes, you're looking really bug-eyed.",neutral,disgust,neutral,disapproval,neutral,mild,0.44297823,0.14151566,0.39776334,53,False,False,False,False,Very Low
So my confidence kind of just went...,neutral,happiness,neutral,neutral,moderate,mild,0.41216817,0.18491979,0.45667747,37,False,True,False,False,Low
"Keep doing what you're doing with your body,",neutral,happiness,neutral,neutral,mild,moderate,0.27529356,0.28276858,0.4148087,44,False,True,False,False,Very Low
but your head needs to come forward.,neutral,fear,neutral,neutral,neutral,moderate,0.44269875,0.28951263,0.34650886,36,False,True,False,False,Low
"Yes, better, better, much better.",neutral,happiness,neutral,neutral,moderate,neutral,0.358549,0.39759058,0.3986246,33,False,True,False,False,Medium
That one's amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.59083366,0.16889083,0.503905,19,True,True,False,False,High
When I finally got into the momentum,neutral,fear,neutral,neutral,mild,moderate,0.49164563,0.096316345,0.44018877,36,False,True,False,False,Low
"and when I finally got what they were asking for,",neutral,surprise,neutral,confusion,mild,mild,0.40954024,0.27766296,0.46631667,49,False,False,True,False,Medium
it was kind of too late.,neutral,sadness,neutral,neutral,mild,moderate,0.4862624,0.16641387,0.43422282,24,False,True,False,False,Low
"Well done, Veronica!",neutral,happiness,neutral,neutral,moderate,mild,0.5232696,0.15829898,0.40583402,20,False,True,False,False,Low
"Between me and Valerie, it's really complicated",neutral,sadness,neutral,confusion,mild,moderate,0.3148909,0.18680246,0.49293563,47,False,False,False,False,Low
because we're twins.,neutral,happiness,neutral,neutral,neutral,neutral,0.3241096,0.48284426,0.40188745,20,False,True,True,False,Medium
"It's a competition, but we're still connected, right?",neutral,happiness,neutral,neutral,neutral,mild,0.45081642,0.37105972,0.47912776,53,False,True,False,False,High
"So I want her to do good, but I want to do better.",neutral,happiness,neutral,neutral,moderate,mild,0.3676873,0.20820726,0.3848527,50,False,True,False,False,Very Low
"Nice, that was a nice shape there.",neutral,happiness,neutral,admiration,mild,mild,0.64425474,0.16586435,0.56335104,34,False,False,True,False,High
That was amazing.,happiness,happiness,admiration,admiration,moderate,mild,0.59816724,0.15100643,0.49108627,17,True,True,False,False,Medium
It's hard to tell if you're smiling or not.,neutral,fear,neutral,confusion,mild,moderate,0.21096012,0.19540593,0.43603963,43,False,False,False,False,Very Low
"The pose is good,",neutral,happiness,neutral,neutral,mild,mild,0.5969278,0.2032805,0.55200243,17,False,True,True,False,High
I just have to pay more attention up here.,neutral,fear,neutral,neutral,neutral,moderate,0.54901236,0.17530829,0.3861844,42,False,True,False,False,Medium
To loosen up.,neutral,fear,neutral,neutral,neutral,neutral,0.4483273,0.31719306,0.38329175,13,False,True,True,False,Medium
I really enjoyed the photo shoot.,neutral,happiness,neutral,admiration,moderate,mild,0.5533836,0.14749792,0.4862394,33,False,False,False,False,Medium
"Last frame, you are done.",neutral,neutral,neutral,neutral,mild,neutral,0.5872919,0.7575195,0.738499,25,True,True,False,False,Very High
Good job.,neutral,happiness,neutral,neutral,mild,neutral,0.39389423,0.4216793,0.4223385,9,False,True,False,False,Medium
Cindy!,neutral,happiness,neutral,excitement,neutral,moderate,0.25640383,0.16275495,0.2964045,6,False,False,False,False,Very Low
I don't have much experience of taking photo shoots.,neutral,sadness,neutral,disapproval,neutral,moderate,0.38502622,0.22054754,0.42845806,52,False,False,False,False,Low
"I have a lot of thoughts,",neutral,surprise,neutral,neutral,mild,neutral,0.3597233,0.31185162,0.36975926,25,False,True,False,False,Low
I have many plans for different kinds of posing.,neutral,happiness,neutral,neutral,mild,mild,0.31929243,0.40732345,0.3939751,48,False,True,True,False,Medium
A little bit more energy in your face.,neutral,happiness,neutral,admiration,neutral,moderate,0.44134977,0.14890487,0.4357854,38,False,False,False,False,Low
"Once I step on the set, all the plans just deleted.",neutral,fear,neutral,neutral,moderate,neutral,0.32259354,0.4256774,0.4282016,51,False,True,False,False,Medium
"Right now, your outfit, everything is so dramatic,",neutral,happiness,neutral,admiration,mild,mild,0.41150758,0.1685945,0.47693616,50,False,False,True,False,Low
but your face is still too sweet.,neutral,happiness,neutral,admiration,mild,mild,0.49182624,0.15938598,0.5068258,33,False,False,True,False,Medium
"I need more fierce, okay?",happiness,happiness,desire,curiosity,moderate,mild,0.3080349,0.22163415,0.47248685,25,True,False,False,False,Low
"Well, give me a fierce, give me like you're angry.",happiness,anger,neutral,annoyance,neutral,moderate,0.36681733,0.105770454,0.41904217,50,False,False,False,False,Very Low
More angry.,anger,anger,anger,annoyance,mild,moderate,0.4001205,0.111469656,0.36532095,11,True,False,False,False,Very Low
I thought I can be fierce.,happiness,fear,neutral,neutral,neutral,moderate,0.5423015,0.09759922,0.46976286,26,False,True,False,False,Medium
Show me happy.,neutral,happiness,neutral,gratitude,neutral,mild,0.5945847,0.15485573,0.4468284,14,False,False,False,False,Medium
Happy.,neutral,happiness,neutral,gratitude,neutral,mild,0.56920177,0.13012466,0.45481914,6,False,False,False,False,Medium
Serious.,neutral,fear,neutral,neutral,neutral,neutral,0.35868335,0.40267864,0.4507417,8,False,True,True,False,Medium
Angry.,anger,fear,anger,annoyance,mild,moderate,0.49119255,0.1102678,0.37117738,6,False,False,False,False,Very Low
Your face did not change from serious to angry at all.,anger,anger,confusion,disapproval,mild,moderate,0.36236855,0.18102583,0.4173512,54,True,False,False,False,Very Low
"Obviously, it's not working.",neutral,disgust,neutral,disapproval,moderate,moderate,0.3594882,0.2584845,0.41810995,28,False,False,True,False,Low
Let's do some other emotions.,neutral,happiness,neutral,neutral,mild,mild,0.52291703,0.31388548,0.5024329,29,False,True,True,False,High
"What are you doing, Cindy?",neutral,surprise,neutral,curiosity,mild,mild,0.43298268,0.55982673,0.6700496,26,False,False,True,False,Very High
"Sorry, not you.",neutral,sadness,neutral,disapproval,mild,moderate,0.436043,0.22164853,0.39786538,15,False,False,False,False,Low
This is so awkward and embarrassing.,neutral,fear,neutral,annoyance,moderate,moderate,0.34465924,0.1142269,0.3797193,36,False,False,True,False,Very Low
I put that embarrassing thing aside,neutral,sadness,neutral,disapproval,mild,moderate,0.25069305,0.1393935,0.4513,35,False,False,False,False,Very Low
and then focus on my photo shoot.,neutral,fear,neutral,neutral,neutral,mild,0.2845095,0.2426073,0.37779477,33,False,True,False,False,Very Low
Yes.,neutral,neutral,neutral,neutral,mild,neutral,0.70554936,0.8692466,0.83821696,4,True,True,False,False,Very High
"Change, good.",neutral,happiness,neutral,neutral,mild,neutral,0.37763572,0.4555731,0.44319162,13,False,True,False,False,High
Nice.,neutral,neutral,neutral,neutral,mild,neutral,0.35165703,0.4866937,0.5048577,5,True,True,False,False,High
Let's go.,neutral,neutral,neutral,neutral,mild,neutral,0.35861528,0.5923821,0.6459544,9,True,True,False,False,High
"Because you're quite little,",neutral,disgust,neutral,neutral,neutral,mild,0.32939056,0.30711102,0.34779707,28,False,True,False,False,Very Low
you're going to have to stride a lot more.,neutral,fear,neutral,neutral,neutral,moderate,0.5371718,0.17546971,0.4583458,42,False,True,False,False,Medium
Lean towards the camera a little bit and relax your neck.,neutral,happiness,neutral,admiration,neutral,mild,0.5354084,0.1594424,0.4865808,57,False,False,False,False,Medium
"and the judges already have to help me a lot,",neutral,fear,neutral,optimism,moderate,moderate,0.45983192,0.12147475,0.478312,45,False,False,True,False,Low
so I feel pressured.,neutral,fear,neutral,fear,moderate,moderate,0.55135465,0.09941426,0.4306015,20,False,False,True,False,Low
I liked your attitude on the catwalk.,neutral,happiness,neutral,admiration,mild,mild,0.53646666,0.17332833,0.5229469,37,False,False,True,False,Medium
"Where's that attitude today, girlfriend?",neutral,happiness,neutral,curiosity,mild,mild,0.4226671,0.6908775,0.6850003,40,False,False,True,False,Very High
It's so hard.,neutral,fear,neutral,neutral,moderate,moderate,0.3377465,0.19116925,0.45135087,13,False,True,True,False,Very Low
I have no idea what I'm doing.,neutral,surprise,neutral,confusion,moderate,mild,0.41788444,0.41867846,0.41002384,30,False,False,False,False,Medium
So let's do more where it's like...,neutral,happiness,neutral,neutral,mild,mild,0.29921106,0.47909656,0.44268382,35,False,True,True,False,Medium
"Come on, I need this shot.",neutral,fear,neutral,neutral,moderate,moderate,0.4756667,0.18814501,0.36759737,26,False,True,True,False,Low
"When everything comes together, Maureen,",neutral,neutral,neutral,neutral,mild,neutral,0.4540689,0.7090798,0.6406872,40,True,True,False,False,Very High
you look spectacular.,neutral,happiness,neutral,admiration,moderate,mild,0.4160622,0.15042454,0.531096,21,False,False,False,False,Low
"Damn, girl.",neutral,anger,neutral,disapproval,mild,moderate,0.41866633,0.13269317,0.3727116,11,False,False,False,False,Very Low
"Jump off the bridge, please.",neutral,fear,neutral,neutral,moderate,neutral,0.45499134,0.3335732,0.42866895,28,False,True,False,False,Medium
So I come in with too much energy.,neutral,fear,neutral,neutral,mild,moderate,0.4486641,0.18300568,0.47974682,34,False,True,False,False,Medium
A lot of them are booty shots.,neutral,anger,neutral,neutral,neutral,moderate,0.2413579,0.14020117,0.36098042,30,False,True,False,False,Very Low
I don't know.,neutral,surprise,neutral,confusion,mild,mild,0.52290356,0.48833108,0.4520924,13,False,False,True,False,High
I don't know.,neutral,surprise,neutral,confusion,moderate,mild,0.52290356,0.48833108,0.4520924,13,False,False,False,False,High
"That's an impression for sure,",neutral,surprise,neutral,neutral,neutral,mild,0.34779608,0.3045691,0.46482337,30,False,True,False,False,Medium
"but good impression, bad impression.",neutral,sadness,neutral,disapproval,mild,moderate,0.43528956,0.09879225,0.44472587,36,False,False,False,False,Very Low
At least I followed the brief.,neutral,neutral,neutral,neutral,mild,neutral,0.36930767,0.6889695,0.70607257,30,True,True,False,False,Very High
A little bit more energy.,neutral,happiness,neutral,neutral,neutral,mild,0.46548998,0.2634106,0.41945985,25,False,True,False,False,Medium
She's not even trying at all.,neutral,disgust,neutral,disapproval,moderate,moderate,0.37107214,0.25846463,0.4538066,29,False,False,True,False,Low
It's a competition.,neutral,happiness,neutral,neutral,neutral,mild,0.44814962,0.35348,0.3951056,19,False,True,False,False,Medium
